(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,security_obj1,social_support1,education1,occupation1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_security_obj,country_average_social_support,country_average_education,country_average_occupation,gdp,growth,government_effectiveness,democracy,social_protection,personal_income:government_effectiveness,government_effectiveness:relative_income,government_effectiveness:gdp,government_effectiveness:growth
0.9160279064801444,-0.004168958817212716,-0.001966547491007007,-0.012092622846281605,-0.010906634207901297,-0.010092756872538385,-0.0071460561728256275,-0.005940191421001404,-0.0026424699941669638,-1.752108568697721e-4,-6.166757962315203e-4,-0.009377443480808082,-0.005066654301662888,-0.0022700584826970127,0.0022399050970068244,1.250729990847931e-4,-4.4516417103946934e-7,3.909319865003116e-4,0.0021074809134335954,0.0020250471140442435,-2.0207095948229694e-4,-0.003216610052951302,-0.0018404648639544234,1.2346792941526425e-4,-0.0027684919329690645,0.002318932979841496,3.647192671107314e-5,-0.001393897641623505,-4.4521907342335376e-5,9.8566533412495e-4,-8.300557211993004e-4,-0.0020976389648640656,-4.6481957840420674e-4,-5.262754437578718e-5,7.911190058076404e-4,-0.003239942421432757,-0.04969162229124359,0.0012959157296666191,0.15433340401395992,-0.00329448548004628,6.628595300316614e-4,-0.0013450789940806021,5.102881275093943e-5,-0.012338374043947041,-4.3340588836662846e-4
-0.004168958817212333,0.0014622839830447409,0.0012705880712197209,0.0012899924170417772,0.0012170233611861632,0.0013634796029038851,0.0013116491722588962,0.0013259059879859828,0.0011610585484279263,0.0011864645439869262,0.0013113195830253338,0.0012002115875964963,0.0012816968595297379,0.0013150290790945153,-6.950719397443485e-5,1.069507608088893e-5,-8.752274265941322e-8,2.4216025010305662e-5,-3.616344996892478e-5,1.6880323981018e-5,-3.578552018870113e-5,2.0584713504144576e-5,-9.506430598570854e-5,-4.506323682197518e-5,-4.105202958833711e-5,-5.919524123246147e-5,-5.7671479960645606e-5,-1.8144333489788747e-5,2.447926720063171e-6,-1.300573060988416e-6,1.3495274639751739e-5,-1.5290954845632498e-5,-8.80705673324823e-6,-3.193246653157161e-6,-4.994496660929386e-6,6.97115364002759e-5,-2.9647358411672006e-4,-2.7430424011481345e-5,1.760278339619813e-4,-1.1147812629336812e-4,1.3436228665602727e-5,5.13051369615749e-5,-1.7592270811797428e-6,-6.75604364442347e-5,-3.321365792944711e-5
-0.0019665474910064732,0.0012705880712197185,0.002755033714401587,0.0020760106066281176,0.0018852841604963951,0.0021309807895947643,0.0019537010802493505,0.0018782058269773557,0.0019147882854763836,0.001957732471671374,0.001780691122002643,0.0017482082911288983,0.0017809135408180616,0.0018684488704898432,-8.45207934716986e-6,3.708481055398075e-6,-2.5051130891878097e-9,1.0495292481976357e-4,-1.4778591575493203e-5,8.39356190252073e-5,-8.873484735357794e-6,9.910027243027644e-5,-2.6188763871701767e-5,6.458908169161047e-6,-7.84817909224656e-5,-8.758620588037506e-5,-4.8221946543179175e-5,-1.1132773458296714e-4,2.7155852475182404e-6,-2.3246881810469964e-5,3.337695561498677e-5,-8.497231902398204e-6,-5.3580581551207905e-5,1.9433037457283992e-6,1.126739305861205e-5,6.136438388850768e-5,-3.707839004762936e-4,-3.470021009504651e-5,4.389479993556268e-4,-7.78528816694104e-4,2.9210337796557663e-5,5.732543705599815e-5,-2.13048886349507e-6,-3.677557268229523e-5,-2.6930182674415035e-5
-0.012092622846281023,0.0012899924170417755,0.0020760106066281176,0.0030575774913714233,0.002544796382034244,0.002714395394622223,0.0023930699109746523,0.002297513885832696,0.002448129413902277,0.002278277997759061,0.0021894151063415294,0.002151532090938168,0.0020749302518352553,0.0022489803486312543,-4.116340052327423e-5,4.300205464392063e-6,1.8510001812754882e-8,6.989271046365755e-5,-5.4111117041879265e-5,-3.042711938209329e-6,2.4620072361174236e-6,1.380063154132046e-4,7.903838814295465e-6,5.17664250504444e-5,4.057239549668496e-5,-9.566990357922833e-5,7.083098364050796e-5,-5.184335774369751e-5,3.1915909859536023e-6,-3.420358330937121e-5,5.843674833135725e-5,3.5733404171127574e-5,-3.681704030683333e-5,1.7362829227039086e-6,-4.247928821895059e-6,1.2823267841031145e-4,-6.401014011342136e-4,-1.4741666991679978e-4,-9.479359909733009e-4,-7.921811643967915e-4,3.8589134139092337e-5,1.387161416327943e-4,-4.307021488356183e-6,1.7540750972740412e-5,-6.282342463337271e-5
-0.0109066342079005,0.0012170233611861596,0.0018852841604963908,0.0025447963820342413,0.0030849241928059767,0.0027012751801381452,0.002351766793081075,0.0022314857489884035,0.002404519865800109,0.002136500898507366,0.0020836162823470025,0.002109054016301909,0.0018752983690318097,0.002164195513572386,-4.964584499004829e-5,-1.6719228982878113e-5,1.8683005559390178e-7,1.4505143376337495e-4,4.345005783513634e-5,5.508678697418231e-5,8.502887309969043e-5,1.526065800560223e-4,1.3733287777699466e-4,1.3296245389852175e-4,8.943585557499395e-5,-1.69008809496802e-4,1.0311430173973516e-4,-8.540322738721869e-6,1.397953975497181e-6,-4.0466713157657245e-5,4.935661308591805e-5,3.7239256133015256e-5,-3.489116206352879e-5,1.3404794971254123e-5,-1.354730844562681e-5,1.211238183381473e-4,-5.78084991989396e-4,-1.0808916909780335e-4,0.0010463232702275249,-8.728099645852294e-4,3.272524166642827e-5,3.059207824376925e-5,-2.679548495695244e-6,-6.768136297029777e-5,-5.750741327523955e-5
-0.010092756872537781,0.001363479602903884,0.0021309807895947665,0.002714395394622226,0.002701275180138147,0.003590472468480154,0.0028203443523598846,0.0027498672729112275,0.00277355980098186,0.002598581862108304,0.002629797587906697,0.0025125659548542205,0.0024660660215332438,0.0027070608833565223,-1.8825668681829837e-4,-1.6525243164066406e-5,1.980830570455527e-7,5.704953704945807e-5,-4.775321084962044e-5,5.3396479225233296e-5,1.2069079973734403e-4,7.89635944576308e-5,2.2865124316646433e-5,7.680238648182739e-5,5.9548004367598364e-5,-2.313792969445346e-4,1.2871662418724382e-4,-2.7522402537355013e-5,2.089374507738148e-6,-2.7413489393508245e-5,4.499479090219643e-5,1.996582200315324e-5,-4.65087335249245e-5,1.9215012656795352e-5,-1.889132213117385e-5,1.2754048549109737e-4,-6.042982054448327e-4,-1.2059715277562415e-4,-1.8229127900767252e-4,-0.0010945395405494117,4.024152453254294e-5,8.892541622627967e-5,-3.497687178103329e-6,2.7870594073912485e-6,-7.262002835792127e-5
-0.007146056172824776,0.0013116491722589007,0.0019537010802493575,0.0023930699109746614,0.002351766793081085,0.0028203443523598915,0.0032636936822461175,0.0027712139420729945,0.002737169240083335,0.0026060176512853724,0.002578543094665518,0.0026369690291160658,0.002518434728835163,0.0027555299422306993,-9.105188925345214e-5,-1.6034914723158535e-6,2.6524829615214544e-8,7.468175539696694e-5,-5.353599978278836e-5,1.2417838648451838e-5,3.302373620594466e-5,1.1521133387702822e-4,-4.390197708358297e-5,-4.859538522161837e-6,-3.5362470274072306e-5,-2.0760114502100635e-4,1.814236979067551e-5,-3.46660355474129e-5,2.2558872803076108e-7,-1.468413430064598e-5,3.212722056770385e-5,-1.2371694555154148e-5,-2.5931864486488416e-5,2.1381322774788143e-5,-8.653043641654187e-6,1.0380993956433327e-4,-5.972745269679757e-4,-8.583779671621359e-5,0.0016619064552533661,-0.0013501542449906644,2.4521649611096528e-5,6.410846122440406e-5,-8.841748055193531e-7,-1.2162610308644551e-4,-1.18009008541527e-4
-0.005940191421000303,0.0013259059879859756,0.0018782058269773453,0.0022975138858326886,0.0022314857489883983,0.0027498672729112197,0.00277121394207298,0.0030594691264180566,0.0029718284485255775,0.0028221604971889252,0.0027165394681549822,0.0024218221226537857,0.002527313472411759,0.002740572173471965,-7.634724847101509e-5,-3.528650935048705e-6,4.187275615092923e-8,9.066805247178238e-5,-3.946184290900523e-6,6.148115502028798e-5,4.874421231018073e-5,1.3145118021124828e-4,-2.1660981625590802e-5,2.607917802608657e-7,-5.688890491165408e-5,-1.4805098654607372e-4,6.749833256687424e-6,-1.0502902321190812e-4,2.6146180744899493e-6,-1.0218535470663936e-5,4.170396990874493e-5,-1.2859130908349162e-5,-2.548069365232247e-5,1.5491107579889473e-5,-7.94379688914827e-6,9.598740895066329e-5,-6.859503354929072e-4,-1.1861739764098829e-4,5.609948845905755e-4,-0.0011942237057486664,2.918196089677565e-5,1.2354282928308378e-4,-2.4524389271257567e-6,-7.651649231893307e-5,-1.218609647530064e-4
-0.0026424699941656068,0.0011610585484279278,0.0019147882854763868,0.0024481294139022825,0.0024045198658001177,0.002773559800981867,0.0027371692400833363,0.002971828448525593,0.0039158887376500705,0.0034448651822748333,0.0033002286143986076,0.002940277546249039,0.0030521934718432506,0.0032219175329938395,6.20200452433189e-5,1.9286353900574516e-6,1.3352200871963471e-8,7.317351688451788e-5,-1.4623538140261982e-5,-1.709801769300639e-5,-3.931257077376819e-6,3.579483370524585e-5,-3.806395628176623e-5,4.5912203109577134e-6,-4.126084218907825e-5,-7.395122095490812e-5,2.9258688155329368e-5,-1.956645457148916e-4,5.038531550408755e-6,-2.0480966914815332e-5,7.001691824697205e-5,-2.0054417749051654e-5,-6.630763481086785e-5,9.679412539273066e-6,-1.0133282427464454e-5,5.968112169616096e-5,-3.656844260075355e-4,-1.5128496211178164e-4,-0.0016899735478943553,-0.001585446356516402,3.287604905219052e-5,1.6768484742573291e-4,-3.452840936202004e-6,1.1090963432554465e-4,-1.1321553063999697e-4
-1.752108568681186e-4,0.0011864645439869208,0.0019577324716713676,0.002278277997759056,0.002136500898507364,0.0025985818621083044,0.0026060176512853615,0.002822160497188931,0.0034448651822748294,0.0036858056532480623,0.0034075505240173517,0.0028779563048064983,0.0030368144082549473,0.0031756222937938706,1.4521261635045525e-5,7.202183287134606e-6,-4.6995591779241385e-8,3.651093864029735e-5,-3.793970544149468e-5,-2.71046862292945e-5,7.361410603053924e-6,9.487975041175091e-5,-6.036664691743181e-6,6.94892335370604e-7,7.250043821783834e-6,-1.1912122763878654e-4,5.721000770851543e-5,-2.340503344757337e-4,5.280348094774016e-6,-1.7519609324565172e-5,7.617392855842995e-5,-4.7247507850714454e-5,-8.06891533223232e-5,1.3933892603632313e-6,-3.2376175552277497e-7,5.9350543189018856e-5,-2.898700218117825e-4,-1.5426517868785176e-4,-3.0805878936210785e-4,-0.0013311004516563872,2.7051447748939453e-5,1.73955583141413e-4,-3.166518147495652e-6,-3.943375954936441e-5,-9.892079577041581e-5
