(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,water1,air1,healthcare1,security1,social_support1,respect1,education1,interesting_activity1,recreation1,occupation1,freedom1,personal_income,relative_income,gdp,growth
7.789746229840705e-4,1.2963436426874595e-5,-7.016780619353079e-5,-4.226010821794458e-5,-3.088604852196388e-5,-4.796060702693018e-6,-4.582511480108555e-5,-4.1647688685638854e-5,-5.238618648502866e-5,-7.205419804530719e-5,-4.2980340883078064e-5,-1.3357228100436863e-4,-9.869434064402128e-5,-7.304854005056846e-5,-1.9528634254572216e-5,8.810390894017471e-7,5.044240770543558e-9,-1.2543922580221335e-5,-2.1971259901811517e-6,-8.476402760371683e-7,-9.858831429858844e-6,-2.8920746236856936e-5,-3.502060564469266e-5,2.1066636885585226e-5,-2.1434449373986225e-5,7.754233507247686e-5,-2.8432510370093556e-6,3.934096218369996e-6,-3.465638881991508e-5,2.7328737288587604e-5,-3.299965757482389e-6,1.409633241505641e-5,-2.1930660219018387e-5,-1.0114140274761669e-5,9.901911122387763e-6,3.3370726093099895e-7,-7.700840436818864e-5,-1.0188215461996272e-5
-2.4030098317004843e-4,-1.3731892476179893e-5,-4.5924146253967876e-5,-1.5832078435452445e-5,1.8268381330285204e-6,-1.9432055804875413e-5,-6.127917942483374e-5,-4.1265373552133865e-5,-5.5146236842241786e-5,-6.283089404167009e-5,-6.074811891443318e-5,-1.234678409871889e-4,-5.026480330838691e-5,-6.831971934819208e-5,-6.408734647300859e-6,-2.5975655892086385e-6,1.7792380042417643e-8,3.599123959541112e-5,2.9640742238531085e-5,9.332923191146533e-6,2.245735670440956e-5,2.385678937205461e-5,4.720149485267786e-5,-6.836303607329588e-6,7.010150186903085e-6,-2.8432510370093624e-6,6.137472826956001e-5,2.468507909774379e-5,1.585660407868785e-5,1.133281286175918e-5,1.834437907295474e-5,1.5003787166958742e-5,5.0458601962830626e-5,2.1201516965325202e-5,1.1967230995353768e-5,5.7450415123231665e-8,5.433348247099777e-6,-3.4607971094144617e-6
1.1017463318892685e-4,-7.210757518359791e-5,-1.2138685988064495e-4,-4.4893025348547777e-5,-4.458632016596477e-5,-6.501602736358652e-5,-1.4963466792740135e-4,-1.9205403948422406e-4,-2.2282530451661766e-4,-2.0088423159048932e-4,-1.7102955974523742e-4,-2.0503990568868753e-4,-1.4144219766569407e-4,-2.2614404151614418e-4,-6.163382287235408e-5,-1.1430246995901483e-5,1.0195339808260545e-7,9.052454911625977e-6,8.121615203687371e-6,-3.485236492647199e-5,7.807175821116325e-5,-8.54519002339448e-6,5.286088399072505e-5,1.1311302154737553e-5,4.973069321890402e-6,3.934096218369983e-6,2.468507909774376e-5,2.2727885732773086e-4,-7.689413584701684e-6,5.254984558099787e-6,1.8808254113088136e-5,3.0334932922746523e-5,7.178772417987573e-5,3.6602719092663934e-5,1.750469914828302e-5,1.0746129259779904e-6,-3.084557256064637e-5,-8.352596781835695e-7
-9.621370155142309e-4,2.348605074623524e-5,1.1643128985359005e-4,9.981699929778067e-5,1.4563373289257879e-4,1.2122329897676319e-4,1.0952011717714457e-4,1.1888463166143141e-4,1.2472921891111132e-4,1.4655013894152415e-4,1.0123851232419294e-4,2.080437332681795e-4,2.0407982138205197e-4,1.5065369397219635e-4,-3.059072583099631e-5,-1.0628483609650548e-5,8.241708183553959e-8,1.2133572114329408e-4,8.207006241822054e-5,6.953583478550068e-5,4.0062344184058435e-5,6.352676238023559e-5,1.5657002061174332e-4,-4.323594508428173e-5,5.2364129551879216e-5,-3.465638881991508e-5,1.5856604078687878e-5,-7.689413584701685e-6,2.4598477645599405e-4,-7.897110554135251e-5,3.0336757579860287e-5,-1.497970923216154e-5,4.833430379357136e-5,8.668361383503957e-5,-2.225200119112062e-5,-1.0186175792038853e-6,9.396495302565797e-5,-1.2976015144733745e-5
0.0011265577715838585,-2.236855834139528e-5,-1.7978777612912504e-5,-4.123310940893555e-5,-1.1728733195243302e-4,-1.879336037904794e-4,-1.4348502150506146e-4,-1.201702624516037e-4,-3.917056604272313e-5,-4.433666894786641e-5,-2.870188892095493e-5,-2.2648061773179753e-4,-1.4397541729688264e-4,-1.1489659430189835e-4,3.0455447639579635e-5,9.247641693619475e-6,-6.222743380989451e-8,-5.066520606867239e-5,-3.8655251532831823e-5,-4.518375068194183e-6,-1.9630305168609024e-5,-4.389504419237982e-5,-8.476992554440319e-5,3.278605173213391e-5,-3.7016429368118655e-5,2.7328737288587587e-5,1.1332812861759205e-5,5.254984558099733e-6,-7.897110554135251e-5,2.249382097801876e-4,1.0249180799319338e-6,-2.8629690830301926e-5,-1.0455332300075085e-5,-6.226689659127166e-5,-8.588852276139939e-7,9.675455630966332e-7,-1.2519166433321648e-4,-1.4945451744264424e-5
-2.5798918623392566e-4,-4.176023583631518e-6,5.683344622060823e-5,3.601785582423794e-5,6.348277498042376e-5,6.187577463288527e-5,3.431388675458128e-5,2.6718083621980285e-5,4.4558013500178734e-5,1.82607176072726e-5,1.723690943565417e-5,4.039701981238461e-5,3.0774300902111225e-5,3.199227601356712e-5,-1.1415947837998994e-5,-3.721001445455269e-6,1.6043928288280396e-8,3.752005346282269e-5,1.627415391087705e-5,-1.8372227632573873e-7,5.093307088682358e-5,-5.730822714975308e-6,4.919371455867397e-5,-8.374366974754122e-6,-2.9819988238703207e-7,-3.2999657574823954e-6,1.834437907295473e-5,1.880825411308815e-5,3.0336757579860263e-5,1.0249180799319514e-6,6.775338012095996e-5,1.3610742675789182e-5,3.679742775581807e-5,3.874375163989132e-5,-1.6024926809098615e-5,8.721601071354331e-7,2.0980097247045048e-5,4.406674943634358e-6
-7.379132982054051e-4,4.962686194512122e-5,1.1900970724166364e-5,3.0334097001230868e-5,7.811266294513182e-5,1.0789768224867585e-4,3.224766984378739e-5,4.855776957378088e-5,-2.0129971394519625e-5,-3.4349179855157764e-5,-4.2379836874348956e-5,-1.293620677939479e-4,-7.831832812957637e-5,-4.7593250475487034e-5,-6.056951472606689e-5,-8.79490213376699e-6,8.642381620859445e-8,2.5408908306067294e-5,1.955134654101206e-5,-1.2262132296393649e-5,5.224073143319882e-5,1.737649387926842e-5,4.69881850759787e-5,5.963829852510913e-6,1.1386720750286122e-5,1.409633241505641e-5,1.5003787166958769e-5,3.0334932922746523e-5,-1.4979709232161474e-5,-2.8629690830301903e-5,1.361074267578919e-5,1.14858924202549e-4,5.444065038845388e-5,4.104233799219638e-5,3.0806201645491255e-5,-1.5154502010928662e-7,4.577251745591619e-5,6.824745447888074e-7
-9.599382383840653e-4,-5.23504517639363e-5,-8.170862631963869e-5,1.178314468691728e-5,3.339200939169633e-5,7.449998267313888e-5,-5.6441703540915606e-5,-8.402298958533233e-5,-1.2025625948718842e-4,-1.4081869992409556e-4,-1.4188535797104236e-4,-1.140341603832753e-4,-7.143292776591168e-5,-1.3656103838861032e-4,-6.887196922337365e-5,-1.3600061764417713e-5,9.107924533680161e-8,8.362992392905288e-5,8.983376189131014e-5,4.0699963004953874e-5,1.073179040364986e-4,3.9870731892847315e-5,1.358609221438668e-4,-1.5177010811264258e-5,3.811778224351656e-5,-2.19306602190184e-5,5.045860196283064e-5,7.178772417987573e-5,4.8334303793571315e-5,-1.0455332300075042e-5,3.679742775581809e-5,5.444065038845386e-5,2.238966847654129e-4,8.251722917557658e-5,2.2392003726379236e-5,1.9045104805554326e-7,4.945759973409591e-5,1.0142015334518918e-6
-7.737994311009354e-4,-4.746971373034351e-5,-2.589984366890145e-5,-4.062059118800482e-6,1.4367310222203718e-5,7.423730059333076e-5,3.549678716428743e-5,5.14619089470592e-5,1.706482916190275e-5,3.2064500604029655e-5,2.351061541540348e-5,4.7964868965533105e-5,8.58787722760556e-5,3.874553558383177e-5,-5.965260804192994e-5,-1.1256111678159662e-5,7.250260375456147e-8,9.526915713487844e-5,6.617867820687344e-5,2.4008835582903102e-5,9.78870275153946e-5,2.1204962637406534e-5,1.2656917257809598e-4,-3.3198983079910544e-5,2.49915669121135e-5,-1.011414027476166e-5,2.120151696532519e-5,3.660271909266392e-5,8.668361383503965e-5,-6.226689659127166e-5,3.874375163989131e-5,4.104233799219639e-5,8.251722917557658e-5,1.6078883061283085e-4,-4.2309703766773717e-05,1.2471670170053028e-6,8.456081879724316e-5,-7.542094137381602e-6
-4.61004005750741e-4,5.358693647475902e-5,-6.758000825183381e-5,1.580024227278785e-5,8.51025528287301e-5,6.040333813235746e-5,-4.640493103700962e-5,-1.1523254525538109e-4,-2.6364590673710734e-4,-3.3703367972126857e-4,-2.4304204298104915e-4,-1.9081958012110974e-4,-1.9408084985715826e-4,-1.6397121236603603e-4,-1.136644648359671e-5,-5.130363447429222e-6,7.113721744058489e-8,3.6550989500636416e-6,-7.764452378124468e-6,1.3995251946937274e-5,-5.623623915807856e-6,2.458619830172713e-5,2.038392666974491e-5,6.444540593371352e-6,1.5258805965752506e-5,9.901911122387817e-6,1.1967230995353761e-5,1.7504699148283108e-5,-2.2252001191120573e-5,-8.58885227613962e-7,-1.6024926809098598e-5,3.080620164549121e-5,2.23920037263793e-5,-4.230970376677368e-5,2.48641966823665e-4,-5.9785077115911554e-06,-1.2660731228100137e-4,3.3265133475631746e-5
