(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,security_obj1,social_support1,education1,occupation1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_security_obj,country_average_social_support,country_average_education,country_average_occupation,gdp,growth,government_effectiveness,democracy,social_protection
0.8544860716861846,-0.004698724227360913,-0.0022119883869234943,-0.012302155886488095,-0.011556828561623309,-0.010561273610318736,-0.008744488815058108,-0.007600572681538743,-0.0033005203335710995,-0.0015424603390284289,-0.002438010980482405,-0.010018063268332421,-0.005737255321285742,-0.0032184446199998514,0.0022962601530393334,1.397463429100355e-4,-7.222676899434943e-7,3.6290664261548364e-4,0.0018560287062745363,0.0015970280871473812,6.623346942589554e-5,-0.003072206219643186,-0.0016471724975301951,5.520679972102055e-5,-0.002602425160370421,0.002602583922796717,3.095962639685094e-4,-0.001679202764139253,-1.385103438893013e-5,9.78967780868362e-4,-8.433831019943408e-4,-0.0020034560898396685,-4.447168438790277e-4,2.751875004235941e-5,7.553205630815678e-4,-0.003283232607681232,-0.045077906283829135,0.001337370389747423,0.023486889357955832,-0.005521784466755249,6.30401937895038e-4
-0.004698724227361423,0.0014661571885844417,0.0012659520503614083,0.0012611424407428069,0.0011797200279014435,0.0013357082341070282,0.0012586476965466926,0.001269256857370585,0.0011069527172047422,0.0011336417728648027,0.0012596232115692722,0.001207081335798747,0.0012642864591838627,0.0012719317668915433,-7.095669265944813e-5,1.1576271266491163e-5,-9.871266460412614e-8,2.295578437610567e-5,-3.850680939055578e-5,1.3992281795515307e-5,-3.606220140146008e-5,2.1195727965018733e-5,-9.647734216934444e-5,-4.458112698744571e-5,-3.850947907851945e-5,-5.265850646204877e-5,-5.340037566259814e-5,-6.415912320867928e-6,2.1214606675202486e-6,-4.4282212145942104e-7,1.3125893524222945e-5,-1.589425559822711e-5,-1.0426278665908763e-5,-3.343701215449639e-6,-6.566756795696536e-6,7.159983020251079e-5,-2.410267485177831e-4,-1.7778418020187555e-5,-2.3659663335068212e-4,-1.1411587924250476e-4,1.3774256401528736e-5
-0.002211988386924366,0.0012659520503614104,0.0027510999510131457,0.0020521782987887056,0.0018627692518703868,0.002109794565018608,0.0019096662305836533,0.0018356973343803696,0.0018648340255358476,0.0019175231661904156,0.0017371861361477872,0.001747298156661899,0.0017635831103514578,0.0018271406093151956,-1.2800725305121982e-5,4.31266286181674e-6,-1.069711298299459e-8,1.0747338793648151e-4,-1.1610634328278212e-5,8.55874938839132e-5,-9.323846123802645e-6,9.925551597176443e-5,-2.6325602744176174e-5,1.0720418506948857e-5,-7.421967079641439e-5,-8.10093412509073e-5,-4.2289033018028844e-5,-9.670986124249752e-5,2.237720092738303e-6,-2.3287245198303324e-5,3.3236639890313844e-5,-9.427377042607457e-6,-5.4854607691988805e-5,1.786164693997396e-6,1.0599574961346816e-5,6.246692346139445e-5,-3.309322293303099e-4,-2.996795655201235e-5,3.680484787735937e-4,-7.459390176440995e-4,2.8623369376144218e-5
-0.012302155886488876,0.0012611424407428082,0.002052178298788704,0.0029881485164606537,0.002468794695335366,0.002637716152242268,0.0022476172835936004,0.002155811808907589,0.0023230583650032154,0.0021765089243660895,0.002085064261768815,0.0021562273146721713,0.0020397730594707967,0.002150200230242454,-5.066133858971158e-5,6.769284143049374e-6,-1.0773221394778607e-8,6.910752284224583e-5,-5.4115780816696855e-5,-7.251911564204057e-6,-1.8093056732307438e-6,1.3616431429469474e-4,3.907324960741836e-6,5.60053976245149e-5,4.758656363882983e-5,-7.272579579806048e-5,8.405840337487235e-5,-5.398435181379777e-5,3.194950514379088e-6,-3.339154291253578e-5,5.954744981789608e-5,3.29942563944147e-5,-4.174571463696219e-5,-2.312677196928321e-6,-7.003257589984106e-6,1.2868947819269947e-4,-4.935710240756409e-4,-1.389726771285242e-4,-1.0950993525311195e-4,-6.807346052956087e-4,3.8591471287039346e-5
-0.011556828561624197,0.0011797200279014455,0.0018627692518703857,0.0024687946953353686,0.003011953639281975,0.0026263169675419308,0.0022082613379593935,0.002090255414762208,0.0022777030169341297,0.0020286585923965784,0.001967605466388559,0.0020891114639622625,0.001816703084031742,0.0020624066861736024,-5.932219911859826e-5,-1.472249432311377e-5,1.6149535925771844e-7,1.442168224747038e-4,4.569601595934001e-5,5.18980138435346e-5,8.17029706628246e-5,1.517160362076165e-4,1.3588940511830532e-4,1.376989174488646e-4,9.839207102958204e-5,-1.451492202439951e-4,1.1233181692102848e-4,1.8703902922055415e-5,5.426548275443702e-7,-4.139324839068203e-5,5.041964878812268e-5,3.529257401192245e-5,-3.8437811624675045e-5,1.138600525310497e-5,-1.583568142819396e-5,1.1996735112296774e-4,-4.2837229016280556e-4,-1.0022354648490782e-4,2.773207579739627e-4,-8.025851000978909e-4,3.1834075392845755e-5
-0.010561273610319485,0.0013357082341070299,0.0021097945650186073,0.002637716152242267,0.0026263169675419325,0.0035102314540652333,0.0026685327540774653,0.0026001742806898613,0.0026379223762899705,0.002481650780771839,0.0025099717086055954,0.0025041920444485136,0.0024148942340539506,0.0026002389518714046,-1.9698511276776745e-4,-1.3599314463898951e-5,1.6255918134163058e-7,5.541084971275401e-5,-4.590725924239345e-5,4.7697336348354e-5,1.1327902896071621e-4,7.207212532859852e-5,1.428737473132715e-5,7.949768950216823e-5,6.799233054896271e-5,-2.0335563052212364e-4,1.3935638893199006e-4,-1.4627927572081795e-5,1.6660289980272505e-6,-2.7028518966718252e-5,4.599178325486771e-5,1.83187694881279e-5,-5.058208673330987e-5,1.682624524584347e-5,-2.2083257840288642e-5,1.2773228754470447e-4,-4.6522659646840907e-4,-1.0971966100735149e-4,1.2660779892719506e-4,-9.812742833777666e-4,3.972487927915679e-5
-0.008744488815059168,0.0012586476965466965,0.0019096662305836548,0.0022476172835936034,0.002208261337959396,0.0026685327540774675,0.0030047022721424164,0.0025026764827712953,0.0024998738457272748,0.002391754608678132,0.0023446849646123285,0.00262416671516245,0.00240411891031583,0.002558748553347016,-1.01731030210089e-4,2.7294939480162867e-6,-2.5094546474554955e-8,7.087672059768763e-5,-5.6609178340551284e-5,2.083743000046504e-6,1.8816007915389038e-5,1.081549714530425e-4,-5.4281688408234705e-5,-3.705048527834442e-6,-2.7783234603960334e-5,-1.8052914031698727e-4,3.308264080949497e-5,-7.133475377280857e-5,1.5909681859522221e-6,-1.3584983672061692e-5,3.2402016540951726e-5,-1.3630963596994484e-5,-3.1714230128936904e-5,1.963338359684842e-5,-1.4034149582344588e-5,1.0284928636924245e-4,-2.737686771457769e-4,-6.190513614786665e-5,5.483710798129939e-4,-0.0012286057805285817,2.2806401253324466e-5
-0.007600572681539922,0.001269256857370588,0.001835697334380371,0.0021558118089075916,0.0020902554147622095,0.0026001742806898626,0.002502676482771294,0.0027910897966617917,0.002736680963304147,0.0026180444802768816,0.002491106736508115,0.0024243319165910197,0.002434239644028255,0.002551920084216511,-8.85042034251444e-5,2.243005531419352e-6,-2.6317567235044915e-8,8.737005452786988e-5,-8.744249217773166e-6,4.800424323920508e-5,2.9493160634382752e-5,1.2436088546610862e-4,-3.651888582541207e-5,3.7364546060797077e-7,-4.719209315671945e-5,-1.1134600405215109e-4,2.4287889662141455e-5,-1.4715721812630624e-4,4.237221381231317e-6,-9.032213358982789e-6,4.3992010137683656e-5,-1.5110625266918092e-5,-3.220216576547767e-5,1.1127357268568618e-5,-1.3961604317000054e-5,9.533824424902465e-5,-3.220850722948428e-4,-9.968828095721108e-5,2.0645767862548e-4,-0.0010167829847620988,2.7902805506410543e-5
-0.00330052033357175,0.0011069527172047468,0.0018648340255358498,0.0023230583650032193,0.0022777030169341336,0.002637922376289976,0.0024998738457272804,0.0027366809633041574,0.00370723633635366,0.0032724958857591655,0.003114022689519461,0.002948281189086392,0.002986036371084188,0.0030723105923920143,4.8546668189327225e-5,6.965989501158817e-6,-4.822998579710211e-8,6.989466647635093e-5,-1.5945613701151377e-5,-2.5669528567278946e-5,-2.3938547704009503e-5,3.262821021935429e-5,-4.928114348029341e-5,8.714652814228737e-6,-3.467982259787766e-5,-4.583873790741234e-5,4.751904914982926e-5,-2.446851828126693e-4,6.692259270314488e-6,-1.9124823469417138e-5,7.32915442893274e-5,-2.396279470077956e-5,-7.285786367510697e-5,3.64874094106878e-6,-1.4656907416571392e-5,5.91512150039497e-5,-7.478230836265606e-5,-1.397569783115169e-4,1.268722404849873e-4,-0.0013936002934453926,3.2034549027806066e-5
-0.0015424603390291666,0.001133641772864798,0.001917523166190405,0.0021765089243660812,0.002028658592396572,0.0024816507807718354,0.0023917546086781255,0.0026180444802768777,0.0032724958857591508,0.003545883397196953,0.003249783318690509,0.002903746354978078,0.0029981395017093272,0.0030512072894985573,2.258506063520036e-6,1.2452236360778753e-5,-1.1102948025724393e-7,3.3118430505953765e-5,-4.090648327061278e-5,-3.7815085126499745e-5,-1.2248567603930806e-5,9.159263423258998e-5,-1.830629389925922e-5,2.8235079967794037e-6,1.4336591031462805e-5,-9.021794785399968e-5,7.645163131469197e-5,-2.958356932749694e-4,7.497678975339845e-6,-1.6295333290509363e-5,7.983976529424736e-5,-5.0618739805114124e-5,-8.704381646320207e-5,-3.2232776546099545e-6,-5.04431833174225e-6,5.885184976211842e-5,5.006031233374353e-5,-1.4936112867794713e-4,1.2907750931464624e-4,-0.0011593607561346247,2.5635368259913436e-5
