(Intercept),gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,water1,air1,healthcare1,security1,social_support1,respect1,education1,interesting_activity1,recreation1,occupation1,freedom1,personal_income,relative_income,gdp,growth
3.0248819419830593,0.039833750197242786,-0.002570587104131839,-1.8070332959906544e-6,0.06294267091427828,-0.0023410797302818097,-0.049159646024258326,-0.006572138417105958,-0.04503323836819273,-0.046397616962317284,0.08189211444893461,-0.0424708173065812,-0.045729197723149206,-0.0339272528056314,-0.09442225276169001,-0.03198099984414688,-0.020024314600589496,-0.052147056300471666,-0.02112117793482681,-0.136568492922419,-0.02795703285000348,-0.018043722056224662,0.0016835350473044118,-0.2407162480957001,-0.01601500552953902
0.03983375019724273,0.0027925718454392726,4.759002975187046e-6,-1.1661977251519446e-7,-4.953342473968663e-4,-0.001193724943943668,-0.001608056858071444,-0.0018875168636511154,9.558816798905891e-5,-0.0010589399377254624,-9.69300768257198e-5,-0.0014176838925412517,-0.0017268858855109233,-5.321934001348783e-4,-0.002216051204281494,-0.0012355230223939342,-4.907833601028534e-4,-0.0016324137026614254,-0.00185274711536703,-0.003967800344307906,-9.936661456290488e-4,5.153816850222209e-4,2.2124808369525296e-5,-0.0033463075162576904,0.0011430174684941444
-0.002570587104131625,4.759002975186778e-6,2.2394277225628937e-5,-2.843852945679456e-7,5.465556523578004e-5,1.4401427880069144e-4,9.953402310802451e-5,3.2903511844102184e-4,-1.7370421566717843e-4,-1.8199280292973902e-4,-2.5843122055896534e-4,-6.7430833658156686e-6,-6.172897537364084e-5,6.215391317809238e-6,4.6450397140310645e-5,3.4113342207065554e-6,4.26345166261693e-5,1.868998289163597e-4,-6.065869074070062e-5,3.3973373492758845e-4,2.0197484337412875e-4,-1.3541367512281006e-4,-3.3492588062741716e-6,3.1449924523734203e-4,9.43041561361232e-6
-1.8070332959926337e-6,-1.1661977251519445e-7,-2.843852945679645e-7,5.707537434549058e-9,-2.8880182323897755e-6,-4.695429796661729e-6,-1.6535858667873043e-6,-8.371224923800139e-6,6.440268252467736e-6,3.4785796356632373e-6,2.4694490748151425e-6,2.1587104125186525e-6,1.1360950274923462e-6,8.57785431295072e-7,-6.743160492533406e-7,-1.8930629752212227e-6,-8.186039721139367e-7,-4.71129087290527e-6,8.07369111246945e-7,-6.239584578663473e-6,-4.572560730401648e-6,4.22593562126224e-6,-1.4139472302543217e-8,-2.3104334571146943e-6,6.120552560533718e-7
0.06294267091427767,-4.953342473968656e-4,5.465556523577665e-5,-2.8880182323898065e-6,0.005959458258644898,0.004300174139997865,0.0017428026493602465,0.006080827639934888,-0.005068075776362202,-0.0025982300444810057,7.489593841549757e-4,-0.0011710189196281339,-5.20989454952255e-4,-0.0017807025902827546,1.3268423117576076e-4,0.0019227625656546984,3.05978842207167e-4,0.0025036179272305645,3.8239983049042996e-4,0.0016120456399959884,0.0031219463840822335,-0.004676273109843476,5.813989322336359e-5,-0.0022992601132644504,-0.002276540378644425
-0.0023410797302820525,-0.0011937249439436665,1.440142788006882e-4,-4.695429796661762e-6,0.004300174139997865,0.012591251879694686,0.0033396612985705843,0.010624776325745006,-0.008364350736579462,-0.0023850183405249837,-0.001587688602199709,-0.003557987648890559,1.046514901650635e-4,-8.837780118055406e-4,0.003770905919597549,0.0016250527326498719,1.3900204984302658e-5,0.005695018056836596,-5.043726288178168e-4,9.642013722831327e-4,0.0041046978277539375,-0.008170917021932497,1.4853849102140984e-4,0.005423900458939408,-0.001029265791879109
-0.04915964602425818,-0.0016080568580714447,9.953402310802796e-5,-1.6535858667873482e-6,0.0017428026493602272,0.0033396612985705674,0.0031807752035481764,0.005020954338299691,-8.650921487888661e-4,7.359751034166346e-4,-0.0021000209697608014,0.0010672113717065885,0.0014357724485981444,7.210711921952167e-4,0.0030289305936027204,5.506174387255325e-4,-2.0979906292935773e-4,0.002528103088137637,0.001061344604144183,0.004045137637936776,0.0031057672546508236,-0.0016530745995784303,-2.5590443201069615e-5,0.004724750787604035,-5.423678480768972e-4
-0.006572138417105894,-0.0018875168636511145,3.290351184410199e-4,-8.371224923800142e-6,0.006080827639934897,0.01062477632574501,0.005020954338299696,0.01811547183650087,-0.009392928194118019,-0.002140030417853479,-0.0019334834504957843,-0.002508248066192418,3.0023743658822832e-5,-2.0017411562177136e-4,0.0026039277738785426,0.0017425720755081897,-4.891077198707299e-4,0.0076192107385392,9.310523409410367e-4,0.013842188216857086,0.009037065657440375,-0.0055232961751039596,-3.3960517196441714e-5,0.003126477365214987,-0.0020821992663292033
-0.045033238368192466,9.558816798905865e-5,-1.7370421566717517e-4,6.440268252467724e-6,-0.00506807577636221,-0.008364350736579467,-8.650921487888673e-4,-0.009392928194118017,0.012573136151782021,0.005665271555347231,1.7032886459156487e-4,0.005779624736137585,0.0014964339174314272,0.00317378389210517,-0.0011062176086246952,-0.005633764013755222,-0.0026434067194598264,-0.007564354868949208,9.76410457316135e-4,-0.004259040500207802,-0.0044158950939307265,0.009194305070470636,-1.8765643431201443e-4,-0.002046965030841595,0.001687511749100065
-0.046397616962317166,-0.0010589399377254616,-1.8199280292973972e-4,3.4785796356632454e-6,-0.0025982300444809996,-0.0023850183405249806,7.359751034166365e-4,-0.0021400304178534803,0.005665271555347232,0.005338516250492247,0.0011364753225117867,0.0027485767899296915,0.0021562215497746397,0.00187182825548234,0.0014510234980497686,-0.0017444476009953766,-0.0017425705086381875,-0.002334148952687381,0.002103479594491119,0.001217925806480005,-6.501448821266286e-4,0.005607502523710164,-1.1169053438944678e-4,-6.10782084413779e-4,8.31487631135568e-4
0.08189211444893518,-9.693007682572025e-5,-2.5843122055896496e-4,2.46944907481514e-6,7.489593841549746e-4,-0.0015876886021997084,-0.002100020969760801,-0.0019334834504957847,1.7032886459156422e-4,0.001136475322511788,0.005664188918949777,-9.192505860819668e-4,-3.5273687757153603e-4,-9.253146808885973e-4,-0.002976527822078018,-8.657782188416387e-4,-6.216426074478803e-4,-0.0025588891540045777,0.0011480015988373751,-0.0019176588940776464,-0.0021836207256746036,0.002156052930356483,1.2327157696077636e-5,-0.008272634275861264,-0.0010151282289859453
-0.04247081730658136,-0.0014176838925412513,-6.743083365814688e-6,2.1587104125186445e-6,-0.0011710189196281404,-0.003557987648890563,0.0010672113717065876,-0.002508248066192418,0.005779624736137586,0.0027485767899296893,-9.192505860819668e-4,0.004302125923291514,0.001550223778085817,0.0016054399067199465,0.0010095037418767663,-0.0016716272787993239,-9.611403251392208e-4,-0.0022410113137372317,0.0016255268681132937,0.0010003512600371119,-3.4890128273128764e-4,0.004056501437277266,-1.2890343326302865e-4,5.028803813813859e-4,1.239453895095253e-4
-0.04572919772314938,-0.0017268858855109233,-6.172897537364089e-5,1.1360950274923486e-6,-5.209894549522551e-4,1.0465149016506315e-4,0.0014357724485981429,3.002374365882322e-5,0.0014964339174314242,0.0021562215497746393,-3.5273687757153647e-4,0.0015502237780858177,0.0018848669357228614,8.674668125090066e-4,0.002390154169462544,7.023046123965366e-4,-3.0441051351798207e-6,6.742001184769462e-4,0.001461561690976111,0.0014347090702685765,4.641335444857895e-4,5.962738395453495e-4,-1.5453701609230694e-5,0.002902630934506343,-1.1758424113398916e-4
-0.03392725280563146,-5.321934001348786e-4,6.215391317809205e-6,8.577854312950612e-7,-0.0017807025902827572,-8.837780118055426e-4,7.210711921952155e-4,-2.00174115621771e-4,0.003173783892105171,0.0018718282554823404,-9.253146808885976e-4,0.0016054399067199467,8.674668125090066e-4,0.0018204494289412005,3.7475442068959594e-4,-0.0023466632651919766,-0.0010999834120275574,-0.0012539742960065603,2.5088838967789087e-4,2.060783053437691e-4,-3.0615943209966396e-4,0.002087236082622871,-5.617193541415109e-5,0.0013254401865571517,6.890954206764912e-4
