estimate,se,df,t,p
2.2783127277247273,0.13926524130834125,6985.470106944997,16.359521631678444,4.6173353327520175e-59
-0.024745180051354766,0.03942401646740332,326.90560094474256,-0.6276676571453508,0.5306598618819424
-0.011034412195020112,0.05347189161849515,1385.4445844365189,-0.20635911431275172,0.8365407261355782
-0.07170785628616176,0.04896738454692079,910.8946466239408,-1.4644003748546328,0.14342961058918544
-0.10900160992913624,0.05199062675037916,1265.9062134443984,-2.096562721824493,0.03623035766557396
-0.08446542232712105,0.055043557042523034,1651.949190076253,-1.5345196943189667,0.12509333989602836
-0.09127753551270909,0.05129811792508733,1235.3312542703736,-1.7793544715618081,0.0754274761404581
-0.07996306483658587,0.05469555980141951,1628.2622963461538,-1.4619662935511375,0.14394341179362705
-0.0031817180603652827,0.05863401428933436,2228.066264120551,-0.05426403255736224,0.9567296701096627
0.021635197238935647,0.05909088374230948,2268.796475070021,0.36613426418337175,0.7142990276564227
0.10287776685939842,0.05846883458065065,2088.053420681529,1.7595316820876779,0.07863367056916168
0.09070412783801132,0.06333095079502561,2399.171136058477,1.4322243184312933,0.15220990334430562
0.09501058291533043,0.0637773718372004,2744.746196036607,1.4897224545071666,0.13641212258911958
0.06215830991379345,0.06692447347038669,3531.003072722695,0.9287829502505954,0.35306506781237323
-0.1781995495611496,0.013253687604067093,336919165.4196482,-13.445280655812832,3.2816640497516197e-41
-0.033346027854739106,0.0025039719563403223,620480982.9351112,-13.317252923022332,1.8374722195088494e-40
2.9853190016090685e-4,2.613057949881125e-5,619922110.6692202,11.424618431232567,3.150384978896248e-30
0.14248997341999353,0.01567048304494522,188571356.8880379,9.09288967106576,9.644199128553345e-20
-0.17741733347858488,0.017620905526748276,34955261.58931032,-10.068570721820622,7.608125366986405e-24
-0.190507952658818,0.016621010123482306,21294995.0088875,-11.461875737002694,2.050678915863945e-30
0.6507869184533006,0.017489207623246468,369769300.59113497,37.21077206426903,4.575389897760435e-303
0.16388603758947376,0.015970152490911053,232665610.71379834,10.262020834349874,1.0449793306741989e-24
0.38461806933413184,0.022334038853713687,1195016593.9981332,17.221160572583933,1.8425946988920632e-66
0.0942044059425932,0.011364712364629388,56339558.60342108,8.289202834185877,1.1401243626738364e-16
0.6620285740024442,0.01671354317031385,261699566.3242185,39.61030687845541,0
0.2894812678103606,0.017644542517826333,382688821.4848509,16.40627789118912,1.7246763964540487e-60
0.3547548904606853,0.0158565390832258,40453618.421608336,22.372781891350478,7.258626355799886e-111
0.2600951449744177,0.01279656724017199,3755326573.2984705,20.32538415129853,7.668733625773916e-92
