estimate,se,df,t,p
-1.5102136728962081,0.7176959740067193,4116.204801030283,-2.1042526746597985,0.03541690260757251
-0.056112106757373395,0.03780158145138652,412.3274317438929,-1.4843851659892728,0.13847080593961508
-0.0030539383837501714,0.05118512175995516,1679.0827200402698,-0.05966457202294729,0.9524298889388002
-0.0517539542484149,0.05268199338295064,1736.0684730602595,-0.9823841302323219,0.32604752427841954
-0.14328356297950764,0.05537143341238749,2248.2339556962866,-2.5876802197331736,0.009724658754619375
-0.13969619649025136,0.05841806780545427,2855.526535279301,-2.391318332463034,0.016852354159194727
-0.14915134872364924,0.05643605422464713,2432.6892191366555,-2.642838000862769,0.008274162676873998
-0.1552794844843601,0.054604787024840326,2097.844318040764,-2.843697282689185,0.004502534440791697
-0.08353334034821823,0.05977144856935208,2978.0527095018265,-1.3975458575559787,0.16235358511140233
-0.07827593079321897,0.06276885829976363,3378.7008849035424,-1.2470504150226631,0.21246544969007705
-0.0046248741232213075,0.062338736461300906,3035.0392121525374,-0.07418941072205354,0.9408645607444863
0.0547468770353772,0.063003404734898,2184.2067489574883,0.8689510870997824,0.3849693556614706
0.054207858889987276,0.06205860330752286,2708.3572792362975,0.8734946647343592,0.3824709533025842
-0.012065231377553809,0.05950638480954018,2416.5465344807258,-0.20275524073879694,0.8393434127435401
-0.19165325504599892,0.013231675608609722,342931618.8852569,-14.48442817939793,1.5198709754856925e-47
-0.02889180383961883,0.0024726865128184483,605956102.5985606,-11.684377979110266,1.5319815913557495e-31
2.455954308657198e-4,2.5496548106680534e-5,577047345.6176975,9.632497302698384,5.829541050039592e-22
0.15417932843151205,0.015207188891984252,173480751.9228639,10.138581793560832,3.724733734389458e-24
-0.14921470111275562,0.017487846095151187,35412646.95161695,-8.53248023232135,1.4324853930997154e-17
-0.16416159789161205,0.015745266153501972,17923294.482158888,-10.426092280129552,1.885127321802122e-25
0.5669844213161981,0.01456854776193471,181963612.59043545,38.91838984786376,0
0.14075035512307277,0.013907934398079651,139077448.05412707,10.120148046032414,4.497434841125134e-24
0.31477217063190105,0.01914421333256332,667430356.7400641,16.44215748977733,9.54618347103207e-61
0.10009696181078287,0.008300642277154534,24605880.45898706,12.058941762407352,1.7404218592822783e-33
0.014354931193818456,0.009861991944735778,43272762.43151061,1.455581314024593,0.14550840394398315
0.2473907338203313,0.008832334990256601,43843948.01074258,28.00966381973064,1.2434743398006922e-172
0.07928188175852513,0.007812486986589228,32416653.19462426,10.148097768945913,3.379131443378145e-24
0.5542286669051377,0.015050849879386395,174467757.5465874,36.82374559221456,7.718508441843291e-297
0.1794684524065178,0.015669959215879267,100542005.24313504,11.453026133255799,2.2708713265471695e-30
0.28336090283980675,0.015006035850854225,204610973.3653737,18.883128472845566,1.5702939307653806e-79
0.3168572417500162,0.008224399357084385,45200709.34672407,38.52649026303419,0
0.2987029822264179,0.010683956090867126,99688655.516966,27.95808778002706,5.264903569969209e-172
0.3235493478051104,0.014931155905875139,32721609.852785617,21.66941058312837,3.9950357014048935e-104
0.29612238285698506,0.012634185558673001,116638886.03440578,23.438185348932574,1.7457935109259278e-121
0.047641849534875526,0.015709066646638806,257140200.8332152,3.032761309537714,0.0024232721546036825
0.0072326225084948905,4.96662016752333e-4,199808412.6571484,14.56246353564326,4.867446075237378e-48
0.01375422077597702,0.00267945209109856,6869.3522051747705,5.133221385696756,2.926461343969222e-7
-0.007122543007668408,0.0027840576387091827,12284.823486776266,-2.5583317344574614,0.010529455309664489
-0.009582836815176968,0.004188969564511882,23139.936501863212,-2.287635817734475,0.022167717798380712
0.0032866459908806995,0.002622290976267242,4880.079983816048,1.2533490831590124,0.21013873706909444
-0.001600702593952296,0.0024928759580020166,4090.8321593980395,-0.6421108073244137,0.5208372189643902
0.0018889678618105392,0.002189532211260698,7366.99364747771,0.8627266829396867,0.38831584143009434
-0.003180152092459695,0.001783136080046345,4118.1270680905245,-1.7834601228959714,0.07458505721778394
0.006122400333580114,0.0025682283972697866,3624.7507203762543,2.3839002559463442,0.0171814170164515
-0.0015765338508897926,0.004288496132083642,15230.286600432104,-0.3676192777918645,0.7131622465753735
0.002404805730444616,0.0020302575691067966,5159.617631558284,1.1844830759589782,0.23627645059302743
0.01025674465682797,0.0021529708423492304,4804.60935992466,4.763996081635851,1.953878890642943e-6
0.0034206401727517725,0.003170628027167446,9306.217575439705,1.0788525627863326,0.2806814198232451
0.009339586025441639,0.005128430833070153,5034.685562845243,1.8211391221689663,0.06864503407035275
0.0039550500154868305,0.002002994899183572,4776.484951469887,1.974568191411233,0.04837468161794661
0.239202648203849,0.05412260343998115,1212.2653524419227,4.419644159747618,1.0770946268827207e-5
0.009560664619825516,0.007307403040303486,13946.984774658278,1.308353264093183,0.19077507740559427
