estimate,se,z,p
2.270902045906314,0.0610307268514922,37.209159435904546,4.852252049576325e-303
0.06056533565164853,0.05085241107942608,1.1910022428838605,0.23365270438531952
-0.011311572309633545,0.04744492405699323,-0.2384148048386697,0.8115593858495264
-0.03139129209253128,0.04883524592783923,-0.6427999182990953,0.520353936161284
-0.07077249682968306,0.04801694012688888,-1.4739068470973091,0.1405066739463776
-0.11575555891221914,0.047464232985563654,-2.4387955230926504,0.014736303999127197
-0.05968011534839214,0.04776672128214495,-1.249407825081358,0.21151594781758173
0.0036090266720092967,0.04758425959043247,0.07584496854785454,0.9395424394055591
0.04578188811014963,0.047348106837850186,0.966921196383537,0.3335834295393332
0.05277803431393422,0.047580859945677755,1.1092282563659,0.26733172586269077
0.09632377147685414,0.048175405723235906,1.9994387183831308,0.04556090619817795
0.24052689158158005,0.05097710352675579,4.718331857661104,2.377863817570505e-6
0.1636192242581204,0.04954435211594202,3.3024798442257195,9.583397504520192e-4
0.10973403365029231,0.04892149659211604,2.243063710115045,0.02489270642314632
-0.04371343068293678,0.005468960459181834,-7.993005436626687,1.3168831943631096e-15
-0.009565580787390853,9.145486085324641e-4,-10.459346499624901,1.3276819036685678e-25
1.4681912234540553e-4,9.772452704473452e-6,15.023774152234822,5.130162079006771e-51
0.11488561425318197,0.007552872311004139,15.210850855481782,2.996234150467262e-52
-0.23022779653158357,0.012533886665729074,-18.36842813977939,2.351230781482015e-75
-0.053514912502488333,0.013957923032557516,-3.8340168789913993,1.2606748514222278e-4
0.023166728091787145,0.010406376001015965,2.2262051735902486,0.026000441590883768
0.19357507339881488,0.006583982365577474,29.40091006483682,5.346493046078425e-190
0.3256316348126156,0.04108809016871916,7.925207364846632,2.2776592385395074e-15
-0.0045032447273891125,0.011060633748616365,-0.4071416547855992,0.6839039510153784
