estimate,se,z,p
3.3135805268848113,0.05625938443812896,58.898271994584455,0
0.08476775593545502,0.04828855928950227,1.7554418102898997,0.07918376574000299
-0.0424289469034675,0.04499140548460061,-0.943045598297431,0.3456575800856876
-0.07784124237846361,0.04630719007305715,-1.6809752925119479,0.09276771379285143
-0.06030425280474212,0.045580225049314284,-1.3230354334472367,0.1858235946061641
-0.04431747900979407,0.04506689888448862,-0.9833709464541726,0.32542490409474695
-0.09317069351521559,0.04531274455112612,-2.0561697252765523,0.0397661593436462
0.01707291553108279,0.0451141322646587,0.37843830024094893,0.7051050205758309
-0.08809690608546408,0.044786939940365374,-1.9670222212717976,0.04918064902224811
-0.05570122058719562,0.044978577733050126,-1.2383944400773377,0.2155698412112322
-0.04935553222454863,0.04553201838284309,-1.083974178556211,0.2783762478121904
0.1413678419618544,0.04835287951510715,2.92366955969367,0.0034593176075119873
-0.045975365841761595,0.0467741616453382,-0.9829222849650749,0.32564568894402596
-0.09222216204372807,0.04615132302327576,-1.9982560846027566,0.04568890393749303
-0.07325384727592424,0.004668107751502979,-15.692407111283769,1.7046688254067245e-55
-0.05875308446312734,7.769360707169264e-4,-75.62151723617656,0
4.782069787456232e-4,8.140199394394347e-6,58.74634705814883,0
0.004530822815867862,0.006551978472276331,0.6915197958966637,0.48923894478166213
-0.3304774324003229,0.010861865718151953,-30.425475786175582,2.5290316699914375e-203
-0.08937187839203749,0.011461641082134648,-7.797476622378461,6.315733280247089e-15
0.1289758000098415,0.0089413397452835,14.42466159256228,3.620412617869052e-47
0.24052141207951724,0.005741144229766021,41.89433368221088,0
0.5793345759964424,0.03740766568702231,15.487055002136332,4.242853901787228e-54
0.02807373378072174,0.010540320701771168,2.66346106300203,0.0077341362072916656
