estimate,se,z,p
-0.3935577427466478,0.06104531970079533,-6.4469765196679,1.1410345672565697e-10
0.015371704943871639,0.048513886102314115,0.3168516517405603,0.7513561694419537
0.06477814019580425,0.04536575470107333,1.4279083556009182,0.15331823830478983
0.06971502067786707,0.04674699267408123,1.491326322613271,0.13587584129843527
-0.005422984895058047,0.04593035865681621,-0.11806972672644826,0.9060124102100484
0.017356015201679186,0.045498891925025035,0.3814601733659613,0.702861818171454
0.07865106807442225,0.04576470471054479,1.718596647173384,0.08568784261195511
0.1154851197786204,0.04556143273607807,2.534712208186835,0.011253974049899028
0.07923588458065935,0.045342057552837524,1.7475140930321706,0.08054820246391618
0.0730110592703168,0.045569111961677296,1.6022050052614067,0.10911028361637326
0.06310684121440502,0.04615330300232927,1.3673309841165677,0.17152158412675714
0.24181605850600063,0.048577892030733025,4.977903494721726,6.427668810919277e-7
0.18422605950705792,0.04730248617806591,3.8946379861209763,9.83454957105161e-5
0.12961177481263414,0.046768620583804724,2.7713405525908703,0.005582600607387598
0.43999845566035073,0.0036600079674478907,120.2178955821126,0
0.016997892205356583,5.880023381823159e-4,28.907864988941963,9.508915693037744e-184
-1.568887539317226e-4,6.142079454217124e-6,-25.5432634991401,6.523470284987866e-144
0.06486451282628841,0.00497449583452935,13.039414441971367,7.301565345268863e-39
-0.10872862136753417,0.00849251676231529,-12.802873919543705,1.5799397379460818e-37
0.02627181445762247,0.009043629739550762,2.905007747356927,0.003672440099282002
-0.06629245555432119,0.007307831830663149,-9.071425983855114,1.1746943689352463e-19
0.057795374292991246,0.00448227160029777,12.894215131709496,4.851775385158462e-38
0.4479051311342973,0.04302417848584136,10.410544649485788,2.2194817393367875e-25
0.06812616224851686,0.010698086490450986,6.368069870188996,1.91421719786282e-10
