estimate,se,z,p
1.4231434030474506,0.0630158984640234,22.58387863595949,6.242305421103387e-113
0.06408652631035512,0.04856109641329892,1.3197092125952168,0.18693212299900705
0.022343760707770825,0.04540416883539701,0.49210813193769265,0.622642903843108
0.10133207805279104,0.04678227828030951,2.1660355540110867,0.030308470164702474
0.05188381445805408,0.04602032548528777,1.1274108540288532,0.259568812086615
0.08200627571010315,0.045578990406552146,1.7992122023465102,0.07198511995079475
0.04574767016923446,0.045841451500414604,0.9979542242204242,0.3183015562529058
-0.024703742583868444,0.04556792484226255,-0.5421300765699264,0.5877289005652702
-0.002635511788912586,0.04538405832710554,-0.05807131151465429,0.9536918259118856
-0.03967871660564031,0.045593594734524796,-0.8702695375671801,0.38415312220020986
-0.10099809832000638,0.04614935026021214,-2.188505314820918,0.028632814547049898
0.030725454006790054,0.04866256368373297,0.6313981771794943,0.5277802075772926
0.03590124732180778,0.04737540285252356,0.7578035258837997,0.44856861128607783
0.10429992486667221,0.04689620052576108,2.2240591710490074,0.026144463425990656
0.11526615024319273,0.004115571313129397,28.007326680374465,1.3230422285564847e-172
-0.01945268048027487,6.824361239007737e-4,-28.504763741233738,1.0225290648451995e-178
2.336570097480615e-4,7.205352011074689e-6,32.428257410453874,1.0973101013119322e-230
0.11787829023932456,0.00557651208712025,21.138354655696215,3.5317705950400712e-99
-0.02908699426663593,0.00939192931644814,-3.0970201421443524,0.0019547659122798166
0.14883144299469117,0.010402439171348844,14.307360085758884,1.968448374527668e-46
0.009582824248825027,0.008242120613866954,1.1626648890216926,0.24496549234134585
-0.1009347873742898,0.005044513012701186,-20.008826842185552,4.6137926484860044e-89
0.03390001316862947,0.044641906875017325,0.7593764590643131,0.4476273915380458
-3.683403137265426e-4,0.010692433103183588,-0.03444869003827316,0.9725193574552163
