estimate,se,z,p
0.6441798814498596,0.05217926492096275,12.345514687215605,5.150381351277719e-35
0.008102766106415117,0.036223214272279626,0.22368987041042032,0.8229986284835383
-0.04770967369389467,0.033907023131671744,-1.4070734994523952,0.15940559530501958
-0.04728047177639366,0.03492685601141705,-1.353699621888051,0.17583222882626143
0.12892229609689418,0.034385654838479884,3.749304665055306,1.7732555440435593e-4
0.1460346903691437,0.034085694722579614,4.28433956114748,1.8328281136021152e-5
0.16192422832066852,0.03430084753900591,4.720706336382303,2.3502705482705682e-6
0.13959620840950474,0.03415052000659204,4.087674459497501,4.3571899000842255e-5
0.07753029563006811,0.03402880167477048,2.2783727846505495,0.022704376473560488
0.06853212325864969,0.034231077953543014,2.0020439716113705,0.04528000255889513
0.051655105917309596,0.0346749009787625,1.489697287064988,0.136303848273687
0.21602968288992808,0.0364517235370777,5.926460038856285,3.095346654630128e-9
0.15699889700185723,0.035578874770074674,4.41269989611669,1.0208946193300495e-5
0.06706235019407299,0.035262234163820357,1.9018179586272523,0.05719495764719054
0.0899063793860898,0.003559142633253898,25.260684566578917,8.643469821089322e-141
-0.009982348303462212,5.790939820038132e-4,-17.237872631521288,1.380232524048222e-66
-2.9700305236712916e-5,6.02432488885624e-6,-4.930063664337287,8.220282347204149e-7
-0.0750527848579955,0.0048873103093083955,-15.356664526713109,3.1959998392397346e-53
-0.1594554535580257,0.008268863392160973,-19.283841804569207,7.341587996959672e-83
-0.30539776267070684,0.008875407803169942,-34.40943441062291,1.8220931238568057e-259
0.02437314283639061,0.007100743316284477,3.4324776647670823,5.980931431906077e-4
0.1604882797069185,0.004332866350193363,37.03974845652841,2.626190969145727e-300
0.15999611123748939,0.03782445468454793,4.229964782621204,2.3372789963304178e-5
0.010736471316362997,0.008011681811407764,1.3401020621007975,0.18021216577699486
