(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,water1,air1,healthcare1,security1,social_support1,respect1,education1,interesting_activity1,recreation1,occupation1,freedom1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_water,country_average_air,country_average_healthcare,country_average_security,country_average_social_support,country_average_respect,country_average_education,country_average_interesting_activity,country_average_recreation,country_average_occupation,country_average_freedom,gdp,growth,government_effectiveness,democracy,social_protection,personal_income:government_effectiveness,government_effectiveness:relative_income,government_effectiveness:gdp,government_effectiveness:growth
-0.004066246350791658,0.0012111456061493803,0.001942293794158564,0.002077677779352247,0.0020761094130289735,0.0026402935158526043,0.0026759723197716393,0.002863375479878944,0.003266515478853399,0.003496534930141751,0.004026538076915655,0.003115210855919098,0.003279216313836931,0.00315394253627674,-6.881688414611919e-5,9.959852413106477e-6,-4.039942496402007e-8,-1.4155500489828612e-4,-1.9297726909362688e-4,-8.894290868588011e-5,-3.082224239072083e-5,1.746514128041114e-5,-2.0305430625544563e-4,6.509653684482016e-5,6.0888976061910316e-5,-2.5016252286048334e-5,-2.9461784977162235e-5,-5.473433886333888e-6,5.424586071486742e-5,-5.8524658358240385e-5,3.0754810014826e-5,2.552329539394878e-5,-4.656174745515036e-5,5.566947826938328e-7,-1.1057978075765011e-4,3.4007694606719744e-6,-1.396051382268833e-5,6.222994723029179e-5,-3.714578054538497e-5,1.352122554342056e-6,2.4335597610479484e-5,1.8913078625576403e-6,-4.174280552666862e-5,-4.09464908312636e-6,-1.3038900034538132e-5,-3.244520755224178e-6,-2.8155999337149735e-5,3.417130288871022e-5,8.693905679171409e-5,-3.155045312579155e-5,-5.33036191901891e-4,-9.240560723675515e-5,-0.002185163478336702,-0.001054707560363415,2.596203138016562e-5,1.1446001884053925e-4,-2.029351011987367e-6,1.9440256161705344e-4,-1.1974755468152442e-4
-0.007729406121812977,0.0013147836253110472,0.002071804164402829,0.0021844848881927815,0.0022453889255226148,0.0026656894985381333,0.0028091483683976085,0.0025515533183701074,0.0029664574866151466,0.0029462401340940407,0.0031152108559190854,0.0040818808821701715,0.0034253949615273534,0.0031594462004131186,5.4663946156952416e-5,2.2021623404083097e-5,-1.9434084328974728e-7,-1.1528814964289081e-4,-1.7730481763307348e-4,-7.760595765418387e-5,-8.023547317757756e-5,-4.485802833226393e-5,-2.3283233495856163e-4,4.1769839612923396e-5,3.393873566223215e-5,-4.54998862196801e-5,-1.0084558480615184e-4,-7.536954215295624e-5,6.33396504603348e-5,-1.2784465247100835e-4,6.122051910017963e-5,-6.780505048907045e-5,-1.25357024368536e-4,-3.671100694643283e-5,-7.973422820187488e-5,3.7336917963753163e-6,-1.9976347467336133e-5,5.376637684509556e-5,-2.1059531868881215e-5,-6.201126357431201e-6,1.4456598099641814e-5,1.2623705387620177e-5,-4.7373002663535234e-5,5.712448325299689e-6,-6.7186960509836005e-6,-1.0327553679583128e-5,-4.812098823993462e-5,1.4663941795567252e-5,8.523761152580666e-5,-2.0423379363249413e-5,3.199736185389494e-5,2.1337913313094108e-5,-0.004442952286509339,-9.269047132159486e-4,1.1789575702007993e-5,1.23912168763043e-4,-7.314088590635274e-7,4.0816797331006706e-4,-4.395350208225576e-5
-0.004584416872038878,0.0012525413059943865,0.0019959202589157786,0.0020556798372473157,0.0020043254616973322,0.002537208040421647,0.00266885056532822,0.002630208775905742,0.003042392760330114,0.0030775477882265443,0.003279216313836908,0.003425394961527351,0.0038065821129295366,0.0032308851692279253,5.0259983360590474e-5,1.4185927063120558e-5,-1.6592552004449637e-7,-7.184825260786423e-5,-1.297233878780731e-4,-6.814701765252772e-5,-6.756120280345594e-5,5.281744544664225e-6,-1.905217686543149e-4,4.463056787328643e-5,3.776825978280573e-5,-6.0451024804628994e-5,-3.1304182354691884e-5,-4.1651016726008624e-5,9.597719783201109e-5,-1.1649264520956169e-4,5.0001233761880076e-5,-1.4464943050512942e-5,-3.08992006093504e-5,2.4327169909464983e-5,-8.045748288668628e-5,5.201626013787843e-6,-5.8303427696448965e-6,5.1817250906904156e-5,-3.4414970639317104e-5,-1.2243409197285546e-5,1.961394004780274e-5,-1.0405624502118268e-7,-3.76537450146816e-5,8.29106836018443e-6,-1.568856565287557e-5,-1.782726068977127e-6,-4.237178174668822e-5,3.733788470132391e-5,6.904057982342274e-5,-2.2595046105343132e-5,-3.364721836826464e-4,-7.236569152050585e-6,-0.005261252112031578,-0.0010701819049350576,1.807550702308779e-5,1.3705067890087386e-4,-2.04144934750513e-6,0.00048691444716588165,-7.484042693951053e-5
-0.0021370686980875307,0.001230390346250583,0.0018387758439906852,0.002147297398569358,0.002173565186345588,0.0026226942751590107,0.0027533929026646777,0.002677080240915797,0.002962118347755119,0.0030022893386731932,0.003153942536276749,0.0031594462004131377,0.003230885169227957,0.0038249343970675727,1.9687701473951056e-5,7.52353764096828e-6,-1.0206296636212774e-7,-2.4039290012618316e-5,-2.5600199895511916e-5,8.689096386320955e-7,-8.46565433853014e-5,3.185238089084798e-6,-8.818710737362235e-5,3.463980208476279e-5,5.160454039353956e-5,-5.110738027774673e-5,-4.440999284182818e-5,-6.649432912543833e-5,1.0227145033998321e-4,-1.1834045620095141e-4,7.872397881592748e-5,-7.521514555521933e-7,-2.4499955094805185e-5,3.597643182865186e-5,-1.6336257405201724e-5,1.2651246748601375e-6,-1.9841547278928354e-5,5.704840356869329e-5,-5.7399545137375715e-6,-1.451070934934275e-6,4.700077412009056e-6,8.513775147340486e-6,-3.032540592911661e-5,9.470990495539374e-6,-1.8359609481728973e-5,5.213319924273744e-7,-3.430710484787875e-5,1.2766731315472043e-5,7.353384163070098e-5,-1.863489746926774e-5,-7.914258931642871e-4,-1.6885477988911013e-5,-0.0045772904289392595,-9.430360976315137e-4,2.1284668821838358e-5,-6.970312997272522e-6,1.9572408112814347e-6,5.328922554741863e-4,-1.0444538042657389e-4
0.002476941359462671,-3.0027061476857163e-5,-8.733912747302037e-6,-3.8282010543741326e-5,-5.8948359566957506e-5,-1.8755243377339156e-4,-9.393971112760679e-5,-9.050125247388428e-5,1.5801381563072313e-5,-1.5098035612486316e-5,-6.881688414611918e-5,5.466394615695238e-5,5.0259983360590406e-5,1.9687701473950923e-5,1.8994226341804296e-4,1.3265055830312125e-5,-1.379498044171022e-7,-1.0858540220725163e-6,9.920905978615927e-7,-1.676226952867816e-5,-7.270667916505107e-5,-3.5128753228362115e-5,-2.276257874051855e-5,-1.893415907031758e-5,-1.7736410674390857e-5,-2.410220978574339e-5,-6.586441013437169e-6,-7.105228434330458e-5,-3.3728463061538895e-5,2.634250591027698e-5,-8.95953843151862e-6,-5.7524850264738405e-5,-5.5640456605967096e-5,-6.079191809837619e-5,9.969849577860787e-6,-4.939980586665868e-7,-1.6403656768614268e-6,1.3246502587605172e-6,-1.8602645408490551e-6,4.361369464017953e-6,-6.4988228057865946e-6,3.237364199215786e-6,1.439780259741339e-6,1.1835940016455337e-6,-9.75532043923023e-6,3.2345314599294658e-6,-2.8549844740415063e-6,-4.250059959433674e-6,-1.430437705656322e-5,5.432571380167277e-7,-2.7042365024554463e-5,2.5715685925832e-5,-2.1783718236824558e-4,1.738005930776236e-7,-2.271698425596332e-6,2.0529008859716403e-5,-3.360910305491625e-7,1.4262702922655468e-5,-2.640263874212046e-6
5.744711187637475e-7,1.1346647566337094e-5,7.288758588461444e-6,6.4151396732498044e-6,-1.6258081420936985e-5,-1.1927341569251906e-5,-2.3124771617124228e-7,-4.60708293443564e-6,3.904924226503846e-6,6.3489004392610055e-6,9.959852413106445e-6,2.2021623404082972e-5,1.4185927063120815e-5,7.5235376409681335e-6,1.3265055830312115e-5,6.846799988094144e-6,-6.598721224650776e-8,-1.763751925272686e-5,-2.4477768506353132e-5,-1.5397678317038913e-5,-1.7475154858169753e-5,-4.36656250794131e-6,-2.8873792543236283e-5,5.742059256397494e-7,-9.092122998078541e-6,1.3120191883445485e-6,-2.4288603610354045e-6,-1.3013181835572492e-5,-1.3307484739793327e-5,9.951509853648067e-6,-3.7468136011596407e-6,-8.791927291581257e-6,-1.4159771270289423e-5,-1.1800644828322803e-5,6.502789779939585e-7,1.7645127514500141e-7,4.1383121213152325e-7,1.3730629484353477e-6,-1.3679141362108316e-7,1.1186980916214676e-6,-1.7825358012023194e-6,-5.267719609586994e-7,-3.055478419465854e-7,-1.5601677587896914e-6,4.36284138640702e-7,-1.2777663310702781e-6,-6.374171045262587e-7,3.329121273243497e-7,-3.959626368502469e-7,-5.308051901707587e-7,1.2926589491474688e-5,2.1203831484347358e-6,-1.5078016163927707e-4,1.3921421391170434e-5,3.747425826955511e-7,1.2026225586514917e-5,-1.902048611647605e-7,3.4753065782229144e-6,2.159776413276223e-6
2.080143753994916e-7,-9.48159937392543e-8,-1.2742436783293052e-8,-5.405085741076934e-9,1.7933874530771613e-7,1.4878274027432827e-7,1.861176960161504e-8,6.628090434857675e-8,3.032315112568645e-8,-1.1934607314743822e-8,-4.0399424964019374e-8,-1.94340843289746e-7,-1.6592552004449856e-7,-1.0206296636212579e-7,-1.379498044171021e-7,-6.598721224650887e-8,7.214875955763387e-10,1.437004766294131e-7,1.847795536273392e-7,1.2934447629852877e-7,1.395008979346722e-7,3.6527068099145705e-8,2.423879481219853e-7,1.3521145088506472e-8,8.50174215477889e-8,2.7779416718143485e-9,1.667039338192735e-8,1.1801682655254981e-7,1.0729271259382667e-7,-6.871235760192576e-8,1.6770509071202662e-8,8.879650374010885e-8,9.452083488390176e-8,7.533791751194674e-8,1.1956180207238796e-8,-2.4219785624318313e-9,-5.912586534590163e-9,-1.1296384397743262e-8,1.8014160744997379e-9,-1.0132208907744071e-8,1.829790601070895e-8,5.362516514574229e-9,9.69864805068981e-10,1.4337592203853254e-8,-7.96543925582357e-9,1.1181084294920353e-8,4.700769578056454e-9,-2.7429901532826277e-9,1.142038998450457e-9,4.36533374753919e-9,-9.455684806583081e-8,-3.302846920696439e-8,1.4476479637276542e-6,-5.583683810452093e-8,-1.434938559738996e-9,-1.189890950012891e-7,1.562049326198167e-9,-3.9134729626239075e-8,-2.498915339067209e-8
5.565659261709828e-5,-2.5762925850577006e-6,2.207031128930742e-5,4.6651155332519224e-5,1.0804318971800244e-4,1.0531736900095404e-5,2.2523910492915015e-5,3.721856903953669e-5,-1.3338083891768346e-5,-1.9813512433424935e-5,-1.4155500489828582e-4,-1.1528814964289002e-4,-7.184825260786454e-5,-2.4039290012617485e-5,-1.0858540220725102e-6,-1.763751925272704e-5,1.4370047662941145e-07,2.664443770813224e-4,2.2363799699943944e-4,1.4444677200273754e-4,7.782578644940517e-5,5.846297098781104e-5,2.0674570689960234e-4,-3.9645591697117285e-5,5.47734398839763e-5,-1.664985230880966e-5,4.1111670820170056e-5,4.0217151610293414e-6,1.455513950977739e-4,-5.328540911079111e-5,3.9813763063995935e-5,2.041052464877856e-5,8.89928880349932e-5,1.054101182879795e-4,-4.763913581296571e-5,8.365279248741184e-8,2.192157918308301e-6,-4.375140786094342e-6,8.340074727739797e-7,-3.5098220251430084e-6,9.180439751213249e-6,-7.282720978867137e-7,1.026428746069482e-6,5.060540132900155e-6,8.630757386859959e-7,7.861264890083973e-6,4.4305727399732145e-6,-8.622223226350407e-6,-5.154954616114458e-6,6.0203797865284e-6,-8.563420815533749e-5,-7.717622613624303e-6,7.489641472996514e-4,-2.5596690331400612e-05,-1.7250441327294104e-6,-5.7208570858315905e-5,-7.562474368140533e-8,-2.128673998484364e-5,1.5775321263127555e-6
0.0019379990868979172,-6.911576484163394e-6,-7.884763105582049e-5,-5.622303746828531e-5,3.3730020344066686e-5,-7.953306840352967e-5,-7.704778276855104e-5,-4.277634117802802e-5,-8.77943770000191e-5,-1.0071470481594969e-4,-1.9297726909362652e-4,-1.7730481763307283e-4,-1.2972338787807343e-4,-2.5600199895511045e-5,9.92090597861615e-7,-2.447776850635344e-5,1.847795536273388e-7,2.2363799699944006e-4,3.5615961579632657e-4,1.773955221490982e-4,7.308035353988274e-5,2.4557732033984373e-5,2.1765466190728168e-4,-3.1455761946854646e-5,3.8956362320034256e-5,-4.620842116504903e-6,3.5417955579638885e-5,7.988862726049055e-6,1.0921182322760508e-4,-4.580113723549575e-5,2.0967249388854065e-5,2.2852032955931475e-5,1.0987728876067121e-4,7.649560245924378e-5,-5.348303393981057e-5,-2.62801485822312e-8,6.522758834043106e-6,-1.3095071900802167e-5,2.176638968294069e-6,-6.27256044580748e-6,1.181410677311013e-5,3.0787007693885323e-6,3.917436746851579e-6,8.092940287457984e-6,-2.4093600944867026e-6,9.242595138954557e-6,2.8334380805660123e-6,-4.721884421954559e-6,-4.756164317050451e-6,6.25477877865566e-6,-2.8162370000851345e-4,1.1898294986111471e-7,0.0014209550365374176,-3.879002525473076e-6,-5.852633786291897e-7,-7.855578367963958e-5,6.980894107382143e-7,-6.333269811739637e-5,3.191029156643556e-6
9.439552865537192e-4,2.212695290141179e-5,3.3383050285970946e-5,2.557163995702538e-5,5.8615004189001956e-5,4.357605120309129e-5,-1.042695689188396e-5,3.403380308941527e-5,-5.1866465352928597e-05,-4.51613892192198e-5,-8.894290868588049e-5,-7.760595765418368e-5,-6.814701765252777e-5,8.689096386322616e-7,-1.6762269528678242e-5,-1.5397678317039082e-5,1.2934447629852935e-7,1.444467720027378e-4,1.7739552214909832e-4,2.763640641824376e-4,1.7021263352356315e-5,3.7725697537044497e-6,9.632146853710457e-5,-2.6697603256482127e-5,3.276079406472286e-5,-2.9042599425517726e-6,1.1850617357498026e-5,-3.854074921465159e-5,8.95930553518974e-5,-5.636540508590491e-6,2.259315347076271e-6,-1.4813898021041059e-05,4.34281842379372e-5,2.993729326192768e-5,-2.1018927909599358e-5,-9.330605960113856e-7,2.1310384087697196e-6,-6.806655760481777e-6,-6.0446489585374895e-6,-4.731156471311444e-6,8.907454337892944e-6,-2.140928489174293e-6,1.6819796076791135e-6,6.908022850832972e-6,1.7889795134433301e-6,6.402226872438261e-6,4.2132476354707105e-6,-4.033853473951418e-6,-1.8794009113964794e-6,4.918705522068751e-6,-1.4317641754680118e-4,3.256884527116262e-6,0.0011223472848123851,-3.3364834226624596e-5,7.820670978003902e-7,-8.866087568926033e-5,1.6809351193212306e-6,-3.2457539041078806e-5,-3.558222899781265e-6
9.93399331873899e-5,-5.2065410022133796e-5,-3.121608214548432e-5,-2.016784295976733e-5,6.446367732862717e-5,6.837280852454025e-5,-6.48402406336584e-6,2.5852854280990436e-5,4.748546612559135e-6,1.7053071122451936e-5,-3.0822242390720916e-5,-8.023547317757782e-5,-6.756120280345582e-5,-8.465654338530115e-5,-7.270667916505107e-5,-1.747515485816971e-5,1.395008979346721e-7,7.78257864494053e-5,7.30803535398828e-5,1.702126335235645e-5,2.2066638853594027e-4,1.579257753624263e-5,1.0600052158182552e-4,-4.489226969566587e-6,1.5060849974742038e-5,-1.2595516250553046e-5,2.344310598226121e-5,8.05547595355549e-5,4.137172483798606e-5,-1.1176317779924117e-5,4.979296350703504e-5,4.0606415453948334e-5,1.0368065232757558e-4,1.0431473244591267e-4,-4.752163692359933e-5,1.5944167821041364e-6,5.242318117534098e-6,-5.547384427291179e-6,-2.4808564088998146e-6,-3.829229780313531e-6,3.7232755917268395e-6,-1.1434482338523319e-6,3.870073260976584e-7,9.095511601961141e-7,1.2130849654208471e-6,4.168999228943079e-6,2.911220152410496e-6,4.911692781124448e-6,4.661685033997578e-6,4.978902149296712e-7,-8.954096523073425e-5,-1.2587690441508647e-5,1.5281949272297492e-4,-1.003457717831381e-6,-2.2886633025875925e-6,-1.912007253529892e-5,-3.351104454403447e-7,1.2591873310318272e-5,-7.312891562174463e-6
-0.002264528180915939,-1.1021360890182066e-5,6.638088205859913e-5,8.919234282696538e-5,1.4384784770656595e-4,7.801170237419992e-5,1.0049979852856088e-4,1.0186754227630484e-4,2.638791761262644e-5,6.915600286416993e-5,1.7465141280411215e-5,-4.4858028332263825e-5,5.2817445446644994e-06,3.1852380890846216e-6,-3.512875322836216e-5,-4.3665625079412995e-6,3.6527068099145645e-8,5.846297098781101e-5,2.4557732033984298e-5,3.7725697537044963e-6,1.5792577536242622e-5,2.191158571109749e-4,7.684636604953118e-5,-2.602501568564819e-5,4.873695595994034e-5,-3.795187826511985e-5,2.7564291491546303e-5,-5.3448908277345005e-6,8.061994865203409e-5,-5.4206600454246175e-5,-5.913240593878626e-6,2.1947067508855055e-5,4.3927531392925087e-5,3.0338427328037698e-5,1.1161751298903097e-5,-9.435036070423359e-7,-9.172454838124492e-6,8.496386884860536e-6,-4.878256314412007e-6,-7.261974050577431e-7,-9.106219950242162e-7,2.6120795577018483e-6,2.7538817898284727e-6,-8.588851646572271e-7,7.669859308927758e-6,3.7629488099089455e-6,1.562759100614941e-7,7.115777471086229e-7,5.774335149967907e-6,-4.934176262198437e-6,1.29826346477972e-4,-1.8438600909334697e-5,-4.537985495614352e-4,5.148222319841107e-5,-5.843765722676428e-6,-2.6960308462837547e-5,7.9020910399338e-7,6.020113315176673e-5,-2.3242360819513383e-6
-3.281478018577876e-4,-8.526015196146597e-5,-1.0826741587580553e-4,8.749005944314806e-7,1.0724047758874024e-4,-1.7628158939835334e-5,-6.576703116935048e-5,-4.65354100878697e-5,-1.0693707156586826e-4,-6.122198321518746e-5,-2.0305430625544555e-4,-2.3283233495856168e-4,-1.9052176865431468e-4,-8.818710737362257e-5,-2.276257874051854e-5,-2.8873792543236208e-5,2.423879481219833e-7,2.0674570689960205e-4,2.1765466190728174e-4,9.632146853710446e-5,1.0600052158182549e-4,7.68463660495312e-5,4.064252793929932e-4,-5.7510789211665377e-5,6.107401418611499e-5,-4.622856494901426e-5,5.174099283875964e-5,4.927359583988769e-5,1.8250173133643215e-4,-9.18565084293062e-5,4.826835637224648e-5,4.13126302628587e-5,1.4490884768316435e-4,1.4062295276042974e-4,-5.729186408726829e-5,-7.600038074074e-7,-7.185102784948804e-6,1.1132548189885167e-6,7.271402547088814e-6,-1.9912766026995416e-6,4.6458391145679736e-6,3.581743061396527e-6,2.023939140788805e-6,6.35984961854006e-6,-1.9702345772425773e-6,1.0739615859378633e-5,8.208705443430582e-7,-1.0406177797765778e-5,-4.752183160627093e-6,9.090183103973721e-6,-1.4723873375301968e-5,-1.0571958848773873e-5,8.908619536037176e-4,-3.0239873003894262e-5,-6.541400288564461e-6,-1.0779979604095562e-4,1.1393188317319585e-6,1.4469467366960396e-5,-5.243806605687575e-6
-7.321457628692943e-4,4.50671002558306e-5,7.405640108745945e-5,3.711410177039839e-5,-1.4278595379658894e-5,7.645211339179077e-5,5.2022183118336085e-5,3.342048178531278e-5,4.1558806161196864e-5,3.747260073537769e-5,6.509653684482031e-5,4.176983961292326e-5,4.463056787328633e-5,3.4639802084762836e-5,-1.8934159070317538e-5,5.742059256397541e-7,1.3521145088506505e-8,-3.964559169711728e-5,-3.1455761946854626e-5,-2.669760325648208e-5,-4.489226969566587e-6,-2.6025015685648187e-5,-5.751078921166535e-5,8.001130655507534e-5,-2.4206047308232278e-5,2.599341347759674e-5,-7.43324363459921e-6,1.4973012622515545e-5,-5.3255814424030214e-5,3.315305854941718e-5,-6.1626874469390765e-6,1.1119835753916825e-5,-1.3194705618079299e-5,-3.570389646656685e-5,1.211792152914607e-5,2.423054049809153e-7,-6.469677523042413e-7,2.0099611027319148e-6,3.3778986349052764e-6,2.5265130079421117e-6,-5.366970163686649e-7,-2.603400820383417e-6,-1.8730144871030757e-6,2.0017964548093185e-6,1.444265166162925e-6,-2.4373234680271143e-6,-1.196026680096333e-6,2.6855228683208644e-6,2.2110250725131863e-6,-2.545660816368247e-6,1.0899655647452764e-5,4.739090973822327e-6,-7.126627156957026e-5,2.959721483255554e-7,5.276881768818298e-7,1.6920650165287335e-5,-5.572776942206105e-7,-1.064207668277126e-5,1.5883497082563548e-8
1.239509068588812e-4,6.948097565662065e-6,3.383032233794574e-5,4.000066075252757e-5,1.1569580243217558e-4,4.3014993130972966e-5,6.780734561695435e-5,6.137706491064055e-5,4.6285442256971484e-5,7.7160376184916415e-05,6.088897606191045e-5,3.3938735662232296e-5,3.776825978280589e-5,5.160454039353967e-5,-1.7736410674390854e-5,-9.092122998078541e-6,8.501742154778914e-8,5.477343988397634e-5,3.895636232003432e-5,3.276079406472287e-5,1.5060849974742042e-5,4.873695595994029e-5,6.107401418611495e-5,-2.4206047308232325e-5,9.925080875062895e-5,-2.3192569148725125e-5,3.755147432760228e-6,7.498735808188852e-6,6.204058864272595e-5,-3.684792734851312e-5,-1.4282100099693982e-6,2.8262211862949184e-6,3.297386849589785e-5,2.2566701422494692e-5,3.53015312556724e-6,-1.2393601214535315e-6,-3.0743397299471857e-6,8.192246717727298e-7,1.363028477660898e-6,-2.1642350905351914e-6,5.240988087878802e-6,9.358871062628901e-8,2.0367759789163876e-6,1.6428416469274747e-6,-4.259689295553264e-6,5.307414708897349e-6,1.674226241017933e-6,-3.576815263222134e-6,-7.517548694678611e-7,-2.771921315136576e-7,-4.766671284968975e-5,3.307151015053354e-7,2.4367623214510296e-4,-2.882932915430852e-5,2.1331544170665127e-6,-3.3769129867240695e-5,9.043960008479498e-7,-2.1934941502358987e-6,-4.037022951640395e-6
-0.0012245314281604939,2.6137385701771137e-5,-5.903856225515109e-5,-4.917613890720356e-5,-2.169391430150754e-5,2.296970004154569e-5,-5.0821513124144466e-5,-4.7675652933434343e-5,-5.8231009638778835e-5,-7.740392019351837e-5,-2.501625228604867e-5,-4.5499886219680146e-5,-6.0451024804629055e-5,-5.110738027774702e-5,-2.4102209785743424e-5,1.3120191883445421e-6,2.7779416718146265e-9,-1.6649852308809578e-5,-4.620842116504808e-6,-2.9042599425516773e-6,-1.2595516250553036e-5,-3.795187826511986e-5,-4.622856494901429e-5,2.599341347759672e-5,-2.319256914872512e-5,9.011795860561286e-5,-3.914887605627677e-6,3.187204968607048e-6,-4.304908139438198e-5,2.9997208377195487e-5,-3.895915541565115e-6,1.7792215320186945e-5,-2.6219112874534898e-5,-1.0090557621497764e-5,1.4709781385056505e-5,4.642840448551061e-7,5.747253529238286e-6,-3.580276449358251e-6,7.2298947734321134e-6,2.2616598507919467e-6,2.409504434823008e-6,-2.4890742805925816e-6,-1.2476723969196827e-6,4.993325858480474e-7,5.302496648043863e-6,-6.587964245646447e-6,-8.492197138447432e-7,-3.521886646043468e-6,7.175850940219245e-6,-5.788276215750816e-7,1.3333401890818873e-5,-2.7946001493316595e-6,1.9569235365645226e-4,1.0558641453794956e-4,-1.3827204333463918e-6,2.0629087655315747e-5,-7.301193090480831e-7,-5.1231354713638166e-5,1.321267035803738e-5
-5.026248230803013e-4,-1.6323124134982617e-5,-2.072830899075962e-5,1.540073317227442e-5,2.9512063656281358e-5,-1.2496340354467698e-5,-6.923907960411776e-5,-2.903681425782856e-5,-2.778582939511534e-5,-2.318023120555743e-5,-2.9461784977162527e-5,-1.0084558480615195e-4,-3.130418235469229e-5,-4.440999284182832e-5,-6.586441013437147e-6,-2.4288603610354105e-6,1.6670393381927142e-8,4.1111670820169995e-5,3.5417955579638804e-5,1.1850617357497966e-5,2.3443105982261266e-5,2.7564291491546282e-5,5.1740992838759735e-5,-7.433243634599208e-6,3.7551474327602357e-6,-3.9148876056276805e-6,6.855099203941286e-5,2.7998558674790266e-5,1.6996344817656417e-5,1.7048787013326996e-5,2.0593711300588726e-5,1.732940156101436e-5,5.72678531436346e-5,2.281515257398038e-5,-3.90212621532859e-6,4.876242095205832e-7,1.2149857302623472e-6,-9.075710370034218e-7,-1.24794199092026e-6,-1.8590619569854237e-6,1.7650355726802377e-6,-4.536040019658216e-6,2.6062080213816103e-6,1.321867326914971e-6,7.304767448062431e-7,-6.530218068559719e-7,2.9655460481398684e-6,1.0651183417507707e-6,5.486844509876418e-6,-1.0687842642147393e-6,-6.7257071746525066e-6,-5.65670597591923e-6,2.3301061204501574e-4,5.357081406000554e-5,-2.7066770600517296e-6,-8.492457098369773e-6,-3.95166789537726e-7,-9.355062002182716e-6,-1.643909328412885e-6
-0.0022525080812078315,-5.031446560685963e-5,-1.2455132610455282e-4,-1.1873364911545957e-5,1.905923019499561e-5,-2.3007467239706156e-5,-9.27017495011147e-5,-1.2498915336295807e-4,-1.1154475701045065e-4,-6.836135839761987e-5,-5.473433886334277e-6,-7.536954215295614e-5,-4.1651016726008916e-5,-6.64943291254383e-5,-7.105228434330454e-5,-1.3013181835572445e-5,1.1801682655255012e-7,4.021715161029274e-6,7.988862726049041e-6,-3.854074921465162e-5,8.055475953555498e-5,-5.344890827734475e-6,4.927359583988762e-5,1.4973012622515514e-5,7.498735808188846e-6,3.187204968607059e-6,2.7998558674790212e-5,2.6654228878698124e-4,-1.373219769458038e-5,1.3378516339528393e-5,1.954334098565433e-5,3.08477554693646e-5,8.816549308357352e-5,3.794251698587861e-5,8.606803755463836e-6,1.688714689402583e-6,3.071654777237766e-6,3.1922727480370866e-6,2.3274715292917238e-5,-3.837059373673118e-6,3.3291707616753893e-6,-3.27071030686951e-6,2.2881280024726934e-6,2.1887004700571376e-6,8.455425324352155e-6,-8.387792684619983e-6,3.029828550239336e-6,-4.554659777390657e-6,1.2871900849842643e-5,9.23755835632223e-7,-1.7817802059908922e-4,-1.3693888969755506e-5,3.769580414862852e-4,-7.586491287611201e-6,3.1224395140324748e-6,2.3243211211759007e-5,-1.1197515885275971e-6,-4.9003842192170405e-5,-2.9676114783244925e-6
9.487081769410845e-4,4.8705584061361255e-6,8.42012125670828e-5,1.055176316712319e-4,1.3516488904880767e-4,7.266521960397298e-5,9.689736136989284e-5,1.1829782392336242e-4,8.365766805005957e-5,1.4681587968088533e-4,5.424586071486759e-5,6.333965046033491e-5,9.59771978320111e-5,1.0227145033998276e-4,-3.3728463061538956e-5,-1.3307484739793295e-5,1.0729271259382635e-7,1.455513950977737e-4,1.0921182322760502e-4,8.959305535189747e-5,4.1371724837986e-5,8.061994865203419e-5,1.825017313364322e-4,-5.3255814424030214e-5,6.204058864272588e-5,-4.3049081394381985e-5,1.699634481765643e-5,-1.3732197694580383e-5,2.9587392724096743e-4,-9.291559698110416e-5,3.194883530730464e-5,-2.084612111107038e-5,5.404260042734882e-5,1.0180688889337553e-4,-5.321859060824748e-5,-9.423757393910428e-7,-5.988995250354307e-6,6.8890043832009805e-6,-1.06232175895997e-5,-1.8187267515314842e-6,5.631683915459671e-6,4.946763051373651e-6,-3.433008355452008e-6,-4.870696496331262e-6,2.417141841409707e-6,1.3272225351200443e-5,-2.22703718615998e-6,-7.025231569766478e-6,-4.8967727628016374e-6,6.1532656125749475e-6,-3.525002756478229e-5,-1.548401954520326e-5,8.512190531835087e-4,-6.387790946960943e-5,-3.615036169337303e-6,-7.379962975310532e-5,1.697783977737363e-6,-2.5693718115218904e-5,-2.587994224600244e-6
