(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,security_obj1,social_support1,education1,occupation1,gdp
0.15915218933847497,0.0010619873160663857,-4.804100533462978e-4,-0.001669350256864322,-0.001983721820520729,4.8550814790600396e-4,0.0015418679354522846,0.0012298030416758186,0.00501332182306667,0.0056852753599978875,0.007562708269687966,0.0052005506753765585,0.007440005165538785,0.006311815963989153,1.0051618109401191e-5,1.4760650162200635e-4,-1.3506442441048237e-6,-0.0018676420507670226,-0.0010131469695482784,-0.0011005071829078544,-0.0013832569956760022,-0.001255877428178923,-0.0033445380261188104,-7.377398447855146e-4,-1.524415087062308e-4,0.0016621980953615391,-0.0013923786725838652,-0.01687299658220173
0.0010619873160664245,0.0016377210085452374,0.0013366526356205408,0.0011626790778416975,0.0012272257258658513,0.001249301188843171,0.001134663069533597,0.001253489161302569,0.0011952812014137087,0.0011287712807821018,0.0011957711953088708,0.0010387767203301913,0.0010345465760545115,0.0012419561346336224,-5.374961845040433e-5,3.5642470368165936e-6,-2.2412149229576885e-9,3.355100475697816e-5,2.6227897401573755e-5,9.00849513840114e-5,-4.946947114262322e-5,6.922247371135784e-5,-6.589313037549655e-5,-2.2021187277744488e-5,-8.591965295142036e-5,-7.086583090815945e-6,-7.061360466158001e-5,-2.357154944816981e-4
-4.80410053346278e-4,0.0013366526356205443,0.00290377289812271,0.001986238397761162,0.0018770614269059756,0.0019829547693033024,0.0018007591036466512,0.0017508479727730063,0.001972688072751519,0.0018866126878068117,0.0017817507846251788,0.001816185602022139,0.001680571019188857,0.001765164460543653,3.4003858966045806e-5,4.940403187838873e-6,-8.383305708711457e-9,6.588237746096951e-5,2.523292030584414e-5,8.661707006282066e-5,-6.802467132070688e-5,1.3663813155148486e-4,-2.8555981914484018e-5,-1.6753182116823204e-6,-1.2016964687101996e-4,-1.0322049748734836e-5,-1.003953085125061e-4,-1.8222137041635445e-4
-0.0016693502568643208,0.0011626790778417016,0.001986238397761167,0.002460790071937563,0.002106492452221355,0.0021263697478661097,0.0017700680763273534,0.0016262028732938543,0.0017242505247164752,0.0014617699337987776,0.0013971398413194043,0.0017766456331768281,0.0015176218998100583,0.001615214001742979,5.296721700596413e-5,1.8880925682208839e-6,-1.4276515016394708e-8,5.8477415985224236e-5,4.5048930305178155e-5,5.571851625175313e-5,-1.3617372373962328e-5,1.579237331156796e-4,7.119838674766827e-5,1.1970599374357484e-5,-1.9048760125161976e-5,-6.063528471770491e-5,2.0835587391175714e-5,-5.923656205479335e-5
-0.001983721820520651,0.0012272257258658617,0.0018770614269059847,0.0021064924522213625,0.002705453898481905,0.0023014346076493056,0.0018372648755554564,0.0017466353368820954,0.0019291394947924406,0.001619617359449023,0.0015586148295539017,0.0017897996945255086,0.0015207116442245336,0.0016790969559178168,2.1979626855372437e-5,-1.3613721317784324e-5,1.2587583981899841e-07,9.176686896233429e-5,8.115274551554217e-5,9.128750897641011e-5,6.276926832434002e-5,1.9068824631185617e-4,1.8783083660009047e-4,8.619325333518098e-5,-4.576830441906306e-6,-1.5712158976404492e-4,4.854455777353568e-5,3.124801606827802e-6
4.855081479060002e-4,0.0012493011888431752,0.0019829547693033067,0.00212636974786611,0.0023014346076492983,0.0030732735198133465,0.0023107403437449335,0.002207406886625284,0.0022922558897435466,0.0020563559479860314,0.002102239414607305,0.0021493020579080556,0.002068706897416748,0.0022040876940940136,-8.232107943440488e-5,-1.8903337650122334e-5,1.7446369916908619e-7,5.327892945427525e-5,3.648852169337437e-5,7.068159234589222e-5,9.35576388313764e-5,1.4675413305281394e-4,1.3915924214551675e-4,5.3448915272576636e-5,-1.5709634847052137e-5,-2.386229689705937e-4,9.958004437187897e-5,-2.8073760573486307e-4
0.0015418679354523156,0.001134663069533598,0.0018007591036466512,0.0017700680763273505,0.0018372648755554458,0.0023107403437449305,0.0026697347845020952,0.002302253379953133,0.0024479393385000115,0.0023589013886852668,0.0022728958051646156,0.002382684043224663,0.0022750944465395892,0.0024770223236719856,2.8073915512756948e-6,-4.782394153447534e-6,1.8278276171022035e-8,9.119966514087066e-5,3.9505753948981354e-5,2.09032912511918e-5,-3.3264669932859694e-5,1.483792453840097e-4,-3.5436915946772433e-6,-1.1309519769612377e-5,-1.2961094493886167e-4,-2.0460474621613966e-4,-6.899335084514407e-5,-3.88725567653972e-4
0.0012298030416759169,0.0012534891613025772,0.001750847972773012,0.0016262028732938582,0.0017466353368820922,0.0022074068866252874,0.0023022533799531395,0.002603666657526911,0.0026257282902643225,0.002562110867439482,0.0023903546844678946,0.002323344919486284,0.0023169503471623274,0.0025176710278547072,5.0985507604802735e-6,-1.0443673296119184e-5,5.6353954913841025e-8,8.857436100739407e-5,8.896250761843068e-5,5.4173794219260546e-5,-5.679080077951783e-6,1.4312171028601958e-4,1.5523265168042533e-5,-6.476498278155452e-6,-1.7304483483008813e-4,-2.1389309395254433e-4,-8.836029065011404e-5,-3.266216022953044e-4
0.005013321823066669,0.0011952812014137122,0.001972688072751522,0.0017242505247164741,0.0019291394947924326,0.002292255889743547,0.0024479393385000146,0.0026257282902643177,0.003582899952391306,0.003329214775336515,0.0031844018539388917,0.0030305247695696096,0.0031055987476483185,0.003281927121074623,1.1741634304414626e-4,-5.588933292010905e-6,2.0892504750322396e-8,7.084816828180818e-5,8.934597851226041e-5,-4.080546799897286e-6,-1.1940127572378127e-4,4.309538651359128e-5,-6.684340706010277e-5,-1.1148978614346233e-5,-2.1806005733877225e-4,-1.7145953928020805e-4,-1.4511498588244383e-4,-7.434495178863986e-4
0.005685275359997929,0.0011287712807821024,0.0018866126878068106,0.0014617699337987722,0.0016196173594490103,0.002056355947986028,0.002358901388685265,0.0025621108674394734,0.0033292147753365134,0.0036700906260455205,0.003396638123201326,0.0030608662181618924,0.0032325736873975238,0.003401523123011245,1.1645385307017523e-4,-3.629590007330999e-7,-5.249869914768212e-8,3.959372140062992e-5,7.284400351558364e-5,-3.055925368761133e-5,-1.4777059036835352e-4,6.639149874495802e-5,-6.80956855406947e-5,-3.211768737316468e-5,-2.0517135970595044e-4,-2.11204182855497e-4,-1.7577079088406888e-4,-8.182998001080655e-4
0.007562708269687921,0.0011957711953088763,0.0017817507846251829,0.0013971398413194047,0.0015586148295538944,0.0021022394146073082,0.002272895805164618,0.002390354684467891,0.0031844018539388917,0.0033966381232013315,0.003862678472745785,0.003033539963805285,0.0034323473415592007,0.0034768938165750714,7.988849481354652e-5,6.852611405844205e-7,-6.795879032746393e-8,-3.3912502621432e-5,8.931879404724285e-6,-4.415423609987071e-5,-1.860559576717359e-4,2.0284547188608495e-5,-1.3739176354461436e-4,-2.842420824809369e-5,-1.9028051632089286e-4,-1.7329326831986503e-4,-1.8322264417444618e-4,-9.960468885630144e-4
0.005200550675376521,0.0010387767203301958,0.0018161856020221388,0.0017766456331768286,0.0017897996945254984,0.0021493020579080547,0.002382684043224665,0.002323344919486278,0.0030305247695696096,0.003060866218161895,0.0030335399638052817,0.004297255972026963,0.00372706812172712,0.0034819562067947285,1.3670195635331702e-4,-3.913153364584795e-6,-7.626305540054629e-8,1.3224795125881518e-4,1.278214073058775e-4,-1.365307571362741e-5,-1.0420567566961585e-4,8.781607259701652e-5,5.86722009418266e-5,-5.270461439988172e-5,-2.1184702018370064e-4,-3.7351077281088735e-4,-1.249586485142862e-4,-8.004670870230814e-4
0.007440005165538835,0.0010345465760545145,0.001680571019188858,0.0015176218998100583,0.0015207116442245258,0.0020687068974167486,0.0022750944465395905,0.002316950347162321,0.003105598747648318,0.003232573687397526,0.003432347341559201,0.003727068121727122,0.004473782560050987,0.0037246090743466172,1.3892355217699117e-4,-4.9327118617527225e-6,-1.0837620027585527e-7,1.0226336223003044e-4,8.767893614742786e-5,-6.896484546264594e-5,-7.307124567742169e-5,8.910808515807983e-5,4.300873470522657e-5,-1.2175023563446846e-5,-9.073789057871934e-5,-2.451138635568529e-4,-3.4885115458055337e-5,-0.0010575765169519977
0.00631181596398914,0.001241956134633622,0.001765164460543651,0.0016152140017429745,0.0016790969559178023,0.002204087694094008,0.002477022323671984,0.0025176710278546955,0.003281927121074619,0.0034015231230112427,0.003476893816575063,0.003481956206794725,0.0037246090743466103,0.004499909436614394,1.1498691597297386e-4,-4.305291031749417e-6,-1.0057985329472063e-7,7.141606372538423e-5,1.3692398498458045e-4,8.114049455469529e-6,-1.9355941896470125e-4,5.955359527519405e-5,-2.3549538334553267e-5,-6.566148792437647e-5,-2.3698154920800583e-4,-2.499226853199023e-4,-1.556698022020287e-4,-8.931534525999664e-4
