(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,religiousyes (formally),religiousyes (practising),altruistic_behaviour,food1,housing1,health1,water1,air1,healthcare1,security1,social_support1,respect1,education1,interesting_activity1,recreation1,occupation1,freedom1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_water,country_average_air,country_average_healthcare,country_average_security,country_average_social_support,country_average_respect,country_average_education,country_average_interesting_activity,country_average_recreation,country_average_occupation,country_average_freedom,gdp,growth,government_effectiveness,democracy,social_protection,gendermale:personal_income,religiousyes (formally):personal_income,religiousyes (practising):personal_income,education1:personal_income,altruistic_behaviour:personal_income,gendermale:relative_income,religiousyes (formally):relative_income,religiousyes (practising):relative_income,education1:relative_income,altruistic_behaviour:relative_income,gendermale:gdp,religiousyes (formally):gdp,religiousyes (practising):gdp,education1:gdp,altruistic_behaviour:gdp,gendermale:growth,religiousyes (formally):growth,religiousyes (practising):growth,education1:growth,altruistic_behaviour:growth
-0.0039858531906294195,0.001322519011278212,0.002008989737765168,0.0020420148764050275,0.0019506874061820823,0.0025764650155566545,0.0025227983735922324,0.0026992282341466237,0.0031074629373200094,0.0033378926822851896,0.003942463611687964,0.003151138632342012,0.0033225718729114596,0.0031224134547068426,1.0565142596561029e-4,2.3014382261123112e-5,-1.553119069150219e-7,-1.5592429429572992e-4,-2.2735233512357307e-4,-1.0974051834798784e-4,0.001976986547809619,0.0019209388013709978,7.39826234636028e-4,-7.319046968441013e-5,3.6262845936571544e-5,-2.5606525072516256e-4,6.822504974900864e-5,5.297124110486421e-5,9.492300392568487e-6,-3.9661314278919395e-5,-3.8895407455886007e-5,8.22010774557326e-6,8.079359408762604e-4,2.6433289546477485e-6,3.550237559569964e-5,-5.573903156878549e-5,-3.076828755133176e-5,-3.9301514277532913e-4,1.2517349039179131e-5,-3.549361706600159e-6,6.169559772431657e-5,-3.598375708130685e-5,-1.0088304769804133e-5,2.088083428253596e-5,-1.798283760112136e-6,-3.9706418266621685e-5,-5.3073224167565e-6,-7.929614026992807e-6,-1.2026164042777366e-5,-3.164949077943098e-5,3.4399223955307106e-5,9.835136528222216e-5,-2.0740635732230362e-5,-5.932001311432194e-4,-9.048045422224357e-5,1.0533026486010724e-4,-8.003557746163443e-4,5.108203092049039e-5,8.822519174329197e-5,1.1473887362641715e-4,8.144276843039279e-5,1.4672234503509062e-4,-1.7623894354587358e-5,-3.4441299080062548e-6,-4.987520762160596e-6,-2.395826609072549e-6,-3.461893016675223e-6,1.3586813792895418e-6,-7.876273983000932e-5,-2.7717841115944156e-4,-2.490085600157054e-4,-1.986144039852761e-4,-6.156536753286041e-5,5.335648530174015e-7,3.1225808672148505e-6,2.0620634102921753e-6,3.344031827955897e-5,-5.393511493395146e-5
-0.003870572320642957,0.001464274198744401,0.0021706373697024575,0.00217315837214184,0.0022070012520434327,0.0026491681960558555,0.0028176381606372916,0.002534582115330548,0.002953108284863721,0.002928777731632723,0.003151138632342007,0.004279126791740348,0.003599015976241046,0.0033479565691810985,1.6149679816792188e-4,3.315090813684326e-5,-2.996891226951254e-7,-1.197449951444547e-4,-1.8331700015788936e-4,-4.5728141009838646e-5,5.587336227384016e-4,0.001489206071109833,4.894637418610759e-4,-1.2494787412252998e-4,-4.063480804584136e-5,-3.046843262344328e-4,5.2138765652272785e-5,4.577045974953447e-5,-1.2433123741907765e-5,-1.2782798024964936e-4,-1.0346707745618482e-4,3.7497674464958896e-5,3.561920195301363e-4,2.3188725930757626e-5,-6.259190377241891e-5,-1.3230178590210306e-4,-4.736381462961076e-5,-2.2222667896678848e-4,8.406717186705134e-6,-9.846993059498096e-6,5.345787549882325e-5,-1.2718262466803729e-5,-1.6015924007808935e-5,1.7413748338518554e-5,1.0601197658865633e-5,-5.056588963512438e-5,3.8945986800365175e-6,-1.2111023490666535e-5,-2.126003802559419e-5,-4.672756947280905e-5,6.377568086657139e-6,9.30559635741636e-5,-1.2870300332342955e-5,-4.493920560003235e-4,4.534059157958098e-5,2.4182758183154213e-4,-7.338774349193493e-4,4.553625992614978e-5,-5.740481587866046e-6,-7.524696766514458e-5,-1.077597986073564e-4,2.0255676816811175e-4,7.389720854892658e-5,-1.2991862554700268e-6,1.2106467508241542e-6,1.7571857502174975e-7,-2.1098252067177616e-6,-1.4685889116980076e-6,-2.959553278705338e-6,-7.6150812665360945e-6,-5.735446489215015e-5,-2.1603744269394382e-4,-9.830503363197191e-5,-9.721968991057109e-6,-2.4631018390999526e-6,-2.1313061110198005e-5,5.214954662193225e-5,-2.8377421367705098e-5
-3.235160308267366e-5,0.001445643287289525,0.0021328037479234315,0.0020876663699010345,0.001955090427116923,0.002534145751166076,0.002644834767985633,0.0025920258309027728,0.0030259423994733435,0.0030806907826896684,0.003322571872911486,0.00359901597624108,0.004049691465507682,0.0034144110138454005,2.5291549359553975e-4,2.8186832972778973e-5,-2.8634042096090615e-7,-8.054751892129908e-5,-1.5201579683706823e-4,-7.447559453326056e-5,0.0016941028967843174,0.001103486495387043,-4.128294016886122e-4,-1.2273017416926922e-4,2.8983874467957996e-5,-2.735012921209635e-4,5.137337498051802e-5,4.8400125336400876e-5,-2.8990737263519263e-5,-4.615803381751532e-5,-7.396922174926176e-5,6.1015684437598236e-5,8.770353523958133e-4,1.0740905007922065e-5,-1.154770973511888e-5,-3.8288714396442126e-5,9.714711094207232e-6,-2.903717824991154e-4,1.2008215431428336e-5,2.497495559132768e-6,5.4136519098302596e-5,-3.159139360891323e-5,-2.170141499788638e-5,2.011881003003054e-5,-2.6304953134311833e-6,-3.782443972591461e-5,4.618591817061956e-6,-2.5669338835151852e-5,-1.0903103650351657e-5,-4.4528244407815795e-5,3.510082756418226e-5,7.726917422685226e-5,-1.4808762962263595e-5,-7.821646085604712e-4,1.7490855828571723e-6,1.344043981667875e-4,-7.836954704574225e-4,5.0786412319685594e-5,1.0734840663854707e-4,-6.5450754972164014e-6,-6.008022491764891e-5,2.2509095214549597e-4,1.515935770988992e-5,-3.3371046120420247e-6,-2.0107786928598103e-7,1.0654162658774055e-6,-4.990124406135382e-6,1.0868236193054279e-7,-1.0015332864601809e-4,-1.6921349004758555e-4,-6.553861428506544e-5,-2.683961379219596e-4,3.3610361543295626e-5,8.995569331678457e-6,4.228893241670979e-6,-1.0127816517526928e-5,3.465849251853195e-5,-2.3187170965078432e-5
0.0019621134909073704,0.001411696232192933,0.0019488574014822275,0.0021171956900114834,0.002082955480891184,0.002603879190386667,0.002678018820746204,0.0025735026488964245,0.002875493387192081,0.0029281312081416086,0.003122413454706805,0.003347956569181076,0.0034144110138453134,0.003976657429010832,-6.235630279906114e-5,2.123820839746357e-5,-2.272675251597221e-7,-3.356875165083237e-5,-4.429803158789581e-5,7.654853269406137e-6,0.0016616783558753947,0.0013617965860524346,6.290675880784539e-4,-1.2046124879890444e-4,6.825469914828111e-6,-1.555902945371942e-4,3.806095695419565e-5,5.299552387268532e-5,-1.3421019268959272e-5,-6.449575405852394e-5,-1.137849537482473e-4,6.0553831890706956e-5,5.279704370802495e-4,5.8367384053674664e-5,1.333843283649619e-5,-2.9437158267506644e-5,2.471015062574015e-5,-1.1592698366996565e-4,6.969299721712873e-6,-9.794645854313298e-6,5.728894458919817e-5,1.0776267428948434e-6,-1.4559880995786257e-5,6.053693752016539e-6,7.937618011105164e-6,-3.4714815424621326e-5,5.7017868891424595e-6,-2.9269140023796947e-5,-8.893724947666308e-6,-3.768822872152116e-5,9.353035333764453e-6,8.270230993416601e-5,-8.349621018351055e-6,-0.0012805357366504552,2.790245385824368e-5,2.2647292892228083e-4,-6.000758855499312e-4,5.3425974335019103e-5,-2.5684937517907308e-5,5.443931188581084e-5,1.89241267162446e-5,6.135993989853627e-5,7.145469857017272e-5,-5.0627252383511374e-8,-4.41526874226958e-6,-3.14025285742077e-6,-8.272530265449187e-8,-1.500752158178668e-6,2.6449482476995832e-5,-1.951029916628148e-4,-1.3126316206522046e-4,-1.2302652134933188e-4,-1.1374707244997982e-4,6.012082473068247e-6,1.9314039184936087e-6,-2.0385805355591835e-5,3.468215507525397e-5,-4.818286268846966e-5
0.010347981273364382,-8.05063591403259e-4,5.854875718474294e-4,-5.684870180678552e-4,-0.0012094158350561032,-0.0011315177002756656,-1.735690931377993e-4,-1.6338900724710383e-4,6.220231783246497e-4,2.6229016697151445e-4,1.0565142596559259e-4,1.6149679816787903e-4,2.5291549359549736e-4,-6.235630279910423e-5,0.014852294585036334,-2.5728468015450386e-6,2.2515372542985755e-8,-1.426075690934389e-4,-1.9069263170767717e-4,-1.281588890688179e-4,2.6043125147960834e-4,-7.047060608785721e-4,-4.657314320698144e-4,-3.320006635906646e-4,-1.744661596837068e-4,-4.489686132279238e-4,3.233195668410002e-5,-1.3637391565601433e-4,1.8184533912757207e-6,-2.3524712932814306e-4,3.906577369814233e-5,-1.9649562967857562e-4,-4.012587918366094e-4,-2.046698343023993e-5,-1.313748608891854e-4,-3.6856828742667057e-4,-2.2075785310544198e-4,-5.408307109863689e-4,1.3776416486701726e-5,-3.438534307053301e-5,6.278853625607588e-5,-6.592578622807913e-5,5.075902535499272e-5,-4.643261240557022e-5,2.7399459253552583e-5,-5.221261389712413e-5,-1.5212130496554254e-5,-7.82559078460478e-5,2.2179453937719583e-5,2.412192151641831e-5,4.790418441662766e-5,-1.4009381051491637e-4,1.8792406042525993e-5,9.38083779294264e-4,1.0343807513932024e-4,-2.7949432930454452e-5,-0.0016240384898722465,5.9581419364408594e-5,9.565650720816665e-4,4.6708828516259194e-5,-1.1952399733795121e-4,2.4196126045322692e-4,-1.707294315344198e-4,-3.5724088771852335e-5,3.1619047509801584e-6,-5.15318941577713e-6,2.231690423497376e-6,1.9515782751511976e-5,-0.002143799596973686,-5.187458870847452e-5,2.2894198803956588e-4,-1.613982741087276e-4,8.36191279360015e-5,-6.044697217355521e-5,-4.760314335654459e-5,-3.447940250721183e-5,1.2490649758638064e-4,3.558548760334012e-5
-2.437702090457122e-7,1.68362511750571e-5,1.5948413101148785e-5,1.4654208516812207e-5,-7.2661690077775575e-6,-4.165995628021801e-6,9.246356958070682e-6,5.654744316088532e-6,1.701977364231959e-5,2.0040268329171628e-5,2.3014382261123055e-5,3.315090813684327e-5,2.8186832972778993e-5,2.1238208397463544e-5,-2.5728468015416907e-6,7.49232177197387e-6,-6.858300274886645e-8,-1.8975961813291606e-5,-2.8884368144941737e-5,-1.9620226865249926e-5,1.4661372031784563e-4,2.767481293219088e-5,4.596282402710012e-6,-2.1183368895677416e-5,-2.755979123429381e-6,-3.182360012634174e-5,7.375223594703345e-7,-9.074455644781815e-6,2.4700217786676785e-6,-4.912383897991316e-7,-1.3589868464962674e-5,-1.334912992766175e-5,9.137513594145616e-5,-3.951340164781794e-6,-9.162676308459911e-6,-1.6363685196090444e-5,-1.4572492103102024e-5,4.612317497620121e-6,4.690659925966515e-8,4.5935328763541003e-7,1.7855939888354901e-6,-2.919824475881087e-7,1.1646547799709795e-6,-1.7539144864382253e-6,-8.348054271609885e-7,-4.556688903736795e-7,-1.652862264065099e-6,1.5333172769091408e-7,-1.7249004210199647e-6,-4.6744217944598685e-7,2.0604350628460365e-7,1.611244945742234e-8,-5.92529590713589e-7,8.485278617573414e-6,6.461282642023109e-8,-3.535147832016563e-5,3.181205606560089e-5,9.136330494483635e-7,-4.716471549943495e-6,-1.3222066947986507e-5,-5.884323789774448e-6,2.590959882184537e-6,-1.9291698947705746e-6,1.9500859010049092e-7,6.331278371633947e-7,5.38962309871766e-7,-3.6548507842624187e-7,-9.437834641929815e-8,4.132565939118377e-6,-5.88783685551549e-6,-3.579415589953458e-7,-8.400072629810483e-6,1.3532912146933968e-6,6.047750804949435e-7,1.8336335288037402e-6,-1.7120818559031927e-6,2.592871264681711e-7,3.0248382252819505e-6
6.942138480297557e-7,-1.5770874218435454e-7,-1.241542140133159e-7,-1.184247864959063e-7,6.019278513102122e-8,4.8145215889385486e-8,-1.0067856311539858e-7,-5.510888054711667e-8,-1.1198955567165317e-7,-1.5152296152815794e-7,-1.5531190691502218e-7,-2.996891226951279e-7,-2.863404209609071e-7,-2.2726752515972272e-7,2.2515372542919786e-8,-6.858300274886626e-8,6.997498732413813e-10,1.469942915532374e-7,2.2436283503874121e-7,1.7565629786714936e-7,-1.235733893567012e-6,-1.468178059569162e-7,9.575798049300659e-9,1.7266582479654882e-7,1.0839842508058638e-8,2.6199170380803954e-7,1.0153062018376929e-8,8.05818072835147e-8,-6.726294327868385e-9,4.5424430481212647e-10,1.2340474425999563e-7,1.1205932759464447e-7,-7.55607596765443e-7,2.035672979510952e-8,8.150628215837436e-8,1.2390712928100632e-7,1.0540383363435001e-7,-4.853715237255945e-8,-8.679142277387233e-10,-5.695753040952132e-9,-1.5163602490479882e-8,4.582599307690617e-9,-9.815935618976282e-9,1.6582185183314032e-8,7.672196604128917e-9,1.9244940041780143e-9,1.4733866482573353e-8,-2.9162852811128372e-9,1.360862803327061e-8,3.317075752507509e-9,-1.0624471064611265e-9,-4.776122538606406e-9,5.339504483056532e-9,-1.0705703463059453e-7,-7.05688975583861e-9,2.501881515077593e-7,-2.53002561086436e-7,-2.329264148089041e-9,3.8477551519092946e-8,1.5222228792598434e-7,1.0693920204118638e-7,-7.558784129717634e-8,4.927792734292506e-9,-1.5630425673306146e-9,-7.361360266102327e-9,-6.137104787236978e-9,4.745540236138026e-9,1.4133892768354577e-9,-3.776607057966032e-8,2.6509786855087203e-8,-4.679294022374631e-8,1.0706748757361703e-7,-1.1097636024585316e-8,-6.535402681963321e-9,-1.8201834116529462e-8,1.7469043853300868e-8,-4.42763082747797e-10,-3.540266293596335e-8
-2.8555443940914013e-4,-1.754802801985391e-5,3.972231675839692e-5,7.876574621194503e-5,1.2066012008958437e-4,2.6160321916983793e-5,4.112552802675431e-5,3.605448377051471e-5,-1.8507682480699156e-5,-2.094562857246454e-5,-1.5592429429572973e-4,-1.1974499514445447e-4,-8.054751892129847e-5,-3.3568751650832614e-5,-1.4260756909345639e-4,-1.897596181329155e-5,1.469942915532369e-7,2.8923163771423665e-4,2.509313961533767e-4,1.5685877022987528e-4,-4.773685032782157e-4,-3.5446034932409343e-4,5.64792618441276e-5,9.455069299916537e-5,5.470242445242376e-5,2.1956244701812417e-4,-4.101065450777806e-5,5.410464700649385e-5,-1.8035475591668884e-5,3.9432654627018437e-05,8.792642493944901e-6,1.4408011268659336e-4,2.8327906469217723e-4,3.635479001570348e-5,2.717858740821168e-5,9.6837930406138e-5,1.1832140082887852e-4,-2.1314549238523063e-5,-1.002929778395743e-7,1.8797326621232648e-6,-4.72359475093967e-6,1.1921376682554501e-6,-2.9479849654412245e-6,9.908456168422691e-6,-5.609811457698179e-7,2.245281585305223e-6,6.5452025461726255e-6,-2.2826829352892717e-6,8.50585393680989e-6,3.93782431045182e-6,-8.789560395504615e-6,-3.0338476949752713e-6,6.168295913086922e-6,-8.394678324909598e-5,-2.444694912540321e-5,6.518925395272041e-5,-5.280198522658664e-5,-3.6019934458434003e-6,-2.019926738303022e-5,5.7017731460395576e-5,2.0453131816081893e-5,9.284368110973477e-6,-2.906393728450436e-5,1.012228478266956e-6,-2.9133787996002056e-6,-1.6794244002928608e-6,7.794757109200969e-8,7.191752370681033e-7,2.784382015773361e-5,1.295858709285139e-5,2.893104262990633e-5,-5.153473295974362e-5,1.9018833909237077e-5,5.994245891646515e-6,-4.803785845211803e-6,4.5855387101457e-6,1.112787577399166e-5,-2.1562054209645676e-6
6.906891350132975e-4,4.469257951477336e-6,-4.984837096984069e-5,-2.137394303976525e-5,5.90130297817219e-5,-3.653598831947822e-5,-4.049989622836966e-5,-3.2913743823274595e-5,-9.123912229273808e-5,-1.1191135192421948e-4,-2.2735233512357334e-4,-1.8331700015788952e-4,-1.5201579683706836e-4,-4.42980315878964e-5,-1.9069263170767633e-4,-2.8884368144941676e-5,2.243628350387408e-7,2.5093139615337684e-4,3.934024372714723e-4,1.8935627234589717e-4,-3.6839683348508016e-4,-2.5761662541833722e-6,1.478990278606919e-4,9.619638679440445e-5,2.8834233910269743e-5,2.4249971405448793e-4,-3.296319322856918e-5,4.180122943399356e-5,-8.232881773355406e-6,2.5933069149603216e-5,1.630003565748544e-5,1.0772269897780654e-4,-4.669192476035747e-5,1.783249595835036e-5,3.730296684449982e-5,1.2007404212651963e-4,8.975334985659192e-5,5.938686358903553e-5,-2.6056772568464146e-6,6.573694313604458e-6,-1.4485626917506892e-5,2.6885764668931767e-6,-8.107413003360414e-6,1.3739019292571557e-5,4.872726051218568e-6,4.710523006803274e-6,1.0916661861584484e-5,-6.2719525460908086e-6,1.177898564612654e-5,2.1048899012613385e-6,-5.3198164399674915e-6,-5.239458421479002e-7,7.082483781412996e-6,-2.7263152355072823e-4,-1.6516394258755877e-5,1.7356091334969268e-4,-4.090271861801855e-5,-5.265699606166996e-6,-1.6863168911991478e-5,1.4596903551072936e-5,-3.9354014205007114e-5,-2.6936306795892796e-5,-3.5989387476107904e-6,1.922944702175955e-7,-2.003650187767593e-6,-5.713152500373884e-7,1.7819961289124148e-6,6.61933175111643e-7,3.6837769723077356e-5,3.577179540399639e-5,4.445785396214067e-5,2.8809256714697923e-6,-1.7302000930191198e-5,-1.2576847986042205e-6,-5.039809383173416e-6,1.6880582100914135e-6,1.67060241601837e-5,-5.279477166320294e-6
-4.897602764264979e-4,2.5110016205785437e-5,7.5372485724632007e-05,8.230533333808313e-5,1.1596511491391137e-4,6.490930406498113e-5,4.692369863030193e-5,5.894447205359332e-5,-2.359040429837463e-5,-2.951988406895903e-5,-1.0974051834798814e-4,-4.5728141009838246e-5,-7.44755945332604e-5,7.654853269405598e-6,-1.2815888906883178e-4,-1.962022686524979e-5,1.7565629786714676e-7,1.5685877022987528e-4,1.8935627234589736e-4,2.7061537006562906e-4,6.685308329366448e-5,3.9455682064827433e-4,2.1144418385465362e-4,2.2339468006295072e-5,1.1180847734936676e-5,1.159686722078558e-4,-2.5371645460385127e-5,3.238776605105135e-5,-1.0752134641354914e-5,6.5724423368700055e-6,-3.333579770605446e-5,8.688014670479876e-5,-1.9801569585827812e-4,1.584537380640596e-6,2.238745167063163e-6,4.070620706596906e-5,2.9640258609071895e-5,-3.532078280707896e-6,-9.418071983681412e-7,-7.028596136883018e-7,-5.824398059502766e-6,-8.944536595203034e-6,-5.339817867082716e-6,1.0062315727878891e-5,-8.619843586406417e-7,1.8617321021240792e-6,1.047904303337092e-5,-1.487453560979635e-6,9.683283299667671e-6,2.903757022003393e-6,-5.0751578626444845e-6,1.1009171817080167e-6,5.7229302471220625e-6,-4.117077231144324e-6,-1.9627631577636788e-5,1.5732622946288994e-4,-7.928797653670633e-5,-4.929064917332866e-6,-2.378154426548156e-5,7.363829738894436e-5,6.887590975423666e-5,-3.836785498311508e-5,2.2158255695303123e-5,4.0041986622916733e-7,-3.8515038209159935e-6,-4.00634575579382e-6,2.6803884899089793e-6,4.911440412181734e-7,3.310186434165583e-5,-5.316009897748481e-5,-7.791156342422537e-5,3.1202132125853034e-5,-4.358646262602065e-5,-5.617414130644164e-7,-3.5515638586587832e-6,1.2966506782325327e-5,1.1512181566921748e-5,-8.453373309482063e-6
-0.03250178247815946,0.001740364531608246,7.176140274339605e-4,7.5546623350255e-4,5.810525912759306e-4,-1.3951773841254958e-4,5.40814825694793e-4,6.229562582044338e-4,5.054230454139554e-4,4.667612112175745e-4,0.001976986547809393,5.58733622738347e-4,0.001694102896784593,0.0016616783558747702,2.6043125147638473e-4,1.4661372031783134e-4,-1.2357338935669432e-6,-4.7736850327822865e-4,-3.683968334851501e-4,6.685308329376352e-5,0.05321577757320211,0.03779870557390006,0.003937006224549185,-8.052398062546552e-4,-3.2866977614978406e-4,-0.0016439002998729975,2.956912478537567e-4,7.700932212408242e-6,3.89561337392522e-4,-3.693791024840581e-5,-5.410684314962996e-4,-6.129852119619095e-4,0.003527966768943475,-3.855520229002457e-4,-3.9121581696557786e-4,-6.852002929701239e-4,-5.491298025933959e-4,-0.002147454176042489,7.907147492049714e-5,4.347037636283174e-5,7.054336912875437e-5,7.281733982439465e-5,4.8075354212637204e-5,-1.0272272753969972e-4,-2.8625278354105002e-5,-3.862837349743201e-5,-3.666184590399462e-5,-1.1597208534942862e-5,-6.271847299378467e-5,-2.4542933111298824e-5,-3.4420759232556455e-5,1.462787344574535e-4,-1.0484047593704924e-5,0.0035252698687313435,-3.2005950672116213e-4,-0.0010871023220858586,0.0014527834317583576,5.827819490993611e-5,1.7506554938242794e-4,0.002167594830926379,0.001789556555646135,4.121702784923473e-4,7.556690360606866e-5,-4.769561646465246e-6,-5.0088128952595e-5,-2.8278560742745188e-5,-3.140186229110609e-5,-9.536482968233679e-6,-1.3308345653100144e-4,-0.006745173042317062,-0.005033464340953129,-5.588800126868148e-4,-4.5815795147418075e-4,4.787421217972826e-5,9.546252134557938e-5,5.346320974634104e-6,1.7207822745035932e-4,7.272702641802071e-5
-0.04944204826914039,6.120226076676231e-4,2.008864855546426e-4,9.855233487508208e-4,0.0010930004576298231,6.941935632581182e-4,0.001195008130416744,7.878002336813933e-4,3.9943132770022124e-4,8.240236213317067e-4,0.001920938801370878,0.0014892060711096872,0.00110348649538721,0.0013617965860518182,-7.047060608816572e-4,2.767481293220207e-5,-1.4681780595714068e-7,-3.544603493242154e-4,-2.576166254362097e-6,3.945568206482282e-4,0.03779870557377205,0.054169455546293314,0.002272263144300935,-4.061531355004387e-4,8.904015013481983e-5,-8.349331357912062e-4,-5.15120820878604e-5,3.662631643876543e-4,-2.8148282721603706e-5,-3.71411035558392e-4,-5.4929368748396e-4,1.6239001159719562e-5,-0.006648674883271903,-5.29461981652499e-4,-4.0001585391195946e-4,-4.6845837244138925e-4,-2.7198441482211743e-4,-0.0014414511111186632,3.576502598717501e-5,-7.595239190791962e-5,5.4639153466470566e-5,3.709317355306034e-5,1.4963858761650955e-5,-7.448411363645603e-5,5.6262981090621305e-5,-2.5438286829150623e-5,2.8889016017744547e-6,8.131757296590975e-5,6.563673386211416e-5,-9.39677320428635e-5,-1.9799729046512794e-5,1.4032252169336745e-4,-2.3798513862712464e-5,0.004704920124659693,-1.9121707486466767e-4,0.00273649465996769,-6.75064799744586e-4,-6.460660507512706e-5,-3.5305286643969795e-4,0.0016379676613431896,0.002189080861237139,-8.610341850839203e-5,3.6935663872218494e-5,-2.047688604381545e-7,-4.243808004474764e-5,-7.338068651227572e-5,9.762756100958172e-6,-1.9716401281474076e-6,4.13714587718249e-4,-0.004855203325960122,-0.006813741002811098,6.789226826326675e-4,-2.637593720930642e-4,-9.396414855478227e-5,-4.0605580788558585e-5,1.6853338232928483e-4,1.0216670127821222e-4,-1.231399593289205e-4
-0.02010186149262545,4.128850608027939e-4,6.263328038683362e-4,5.835211279159442e-4,8.085185045194987e-4,6.560316818993263e-4,3.7172077367829924e-4,4.6918110813103765e-4,8.406353887972157e-4,4.502160206817474e-4,7.398262346359546e-4,4.894637418610311e-4,-4.1282940168854807e-4,6.290675880784155e-4,-4.6573143207004103e-4,4.5962824027131685e-6,9.575798049281534e-9,5.647926184409785e-5,1.4789902786067931e-4,2.1144418385462725e-4,0.003937006224556316,0.0022722631443039274,0.023356694760535365,4.8172296995526756e-5,-7.551905199256521e-4,-3.762315423634177e-4,-5.6020127169281936e-5,-1.7739532434651395e-4,3.707888873498859e-4,-4.905984566081742e-7,-1.701367854446467e-4,-3.705325219265148e-4,0.0072696907083123225,1.5020015428364447e-4,6.561304191101284e-5,-3.443398623084811e-4,-1.2708602782203525e-4,-0.0012322507225158265,4.471764284055829e-5,-1.5823147614953014e-5,2.9256124619467302e-5,2.23819404315486e-5,5.4562786346243366e-5,-1.8408334022836748e-5,-2.443014436301147e-6,-4.0104225530358096e-5,-6.217879968382526e-5,-7.675933477950688e-5,-2.198124657679404e-5,-5.795177690227653e-6,-3.0540136038617236e-5,1.6238967784850162e-4,-6.719544756906056e-6,0.002783072845641635,-6.8610699480393e-5,-2.446623322274005e-4,8.787423404364073e-4,9.286476583976255e-6,-6.055819083799704e-5,2.800470761135073e-5,7.058857775687166e-5,3.4850271209829834e-4,0.0021079578062656204,1.1833982923939738e-6,-7.554974510034885e-7,3.7747927385021973e-6,-2.289123300862955e-5,-6.759503897872886e-5,1.0761227272954344e-4,-3.7138557526620897e-4,-2.724036548621087e-4,-9.348069317816226e-4,-0.003843739243441654,1.247675886697241e-6,-1.818337996930744e-5,-5.21320258146861e-5,8.832902017309711e-5,-7.801475847977732e-5
9.172493208249691e-4,-6.11068019966488e-5,-2.9557234157210953e-5,-2.6953296680960395e-5,6.845993338029743e-5,5.668217352448981e-5,-3.946689665820648e-5,-3.5132759744106994e-6,-2.700763674130281e-5,-1.4071215818646401e-5,-7.31904696844103e-5,-1.2494787412253017e-4,-1.2273017416926962e-4,-1.2046124879890417e-4,-3.320006635906618e-4,-2.118336889567746e-5,1.7266582479654938e-7,9.455069299916532e-5,9.619638679440465e-5,2.233946800629487e-5,-8.052398062546904e-4,-4.061531355004652e-4,4.8172296995526377e-5,2.295380714982165e-4,1.1025496947776365e-5,1.3117964091605185e-4,-6.41470557072645e-6,1.3349363412712806e-5,-1.526522945550272e-5,2.5019456599856586e-5,8.284890720549698e-5,4.422375669510522e-5,-1.9720324066603912e-5,5.031382891803358e-5,4.2175167078588414e-5,1.0984214296150247e-4,1.0383296118255574e-4,-4.703753491468061e-5,2.0594931503132504e-6,6.873676825163302e-6,-8.90384222112723e-6,-3.3657941502127164e-6,-3.7111293876109123e-6,4.96947445458651e-6,-6.454222356445729e-7,1.7728376728232113e-6,1.7358679320882288e-6,2.431119134849691e-6,6.093618850873997e-6,1.7618377628076978e-6,3.291971273303697e-6,2.0394964647581987e-6,-1.912209929589085e-7,-1.2931845890326357e-4,-5.258425383559882e-6,1.131060349667133e-4,8.866232665124454e-6,-5.839785856758757e-6,-4.172918771574912e-6,2.6336371982658235e-5,9.911964679019675e-6,3.371315619620769e-5,-1.7081024564037342e-5,3.4969532027985723e-7,-1.2377001632609586e-7,-4.223673545283587e-7,-1.7765394231521388e-6,-2.7095679314271065e-7,3.244133494879789e-5,5.5829575604445256e-05,3.148080345513419e-5,-2.1063244560851813e-5,1.67791019531832e-5,-2.8999972119949257e-6,-1.0174885032517527e-5,2.9691501749764365e-6,-3.3634362966236536e-6,-4.6463709974488206e-6
