(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,security_obj1,social_support1,education1,occupation1,personal_income,relative_income,expected_economic_conditions,country_average_food,country_average_housing,country_average_health,country_average_security_obj,country_average_social_support,country_average_education,country_average_occupation,gdp,growth,government_effectiveness,democracy,social_protection
0.811263018917249,-0.0037022218832558386,-0.001266334167041917,-0.011159193158886012,-0.009313408814725232,-0.010087623352490097,-0.0083614299754867,-0.007029556626473244,-0.003588101878599026,-0.0022235567256669118,-0.002246095501543527,-0.009824970179849988,-0.005262533937618515,-0.003565655446442888,0.0019283535898858893,1.3693032323939175e-4,-8.755797465577024e-7,2.6741157771906216e-4,0.0016690562093180017,0.0015987264997638997,-1.3374823513489568e-4,-0.0029547895284866535,-0.0014354413487637386,5.187863658119442e-4,-0.002705153481722419,0.00232177029356825,1.1285809592973529e-4,-0.0018531765095639184,-3.0765246331425933e-6,-9.712647102223624e-4,9.913257542600467e-4,-8.722134247410935e-4,-0.0018812755186600316,-3.714498553135462e-4,4.4534194059730434e-5,6.557860168109169e-4,-0.003153081894052443,-0.042778148990719876,0.0011898230839518303,0.020698535013515464,-0.006308951314572643,6.851625681316798e-4
-0.003702221883255965,0.0014434849056307762,0.0012512678697032095,0.0012949003887422635,0.0011604330666723968,0.001354125215450029,0.0012753531239733335,0.0012996024742057985,0.0011574029113562007,0.0011749737264473154,0.0012946905737524466,0.0012705460311355304,0.0013281257154981344,0.0012764330595332635,-4.829349018463846e-5,1.6847784419827582e-5,-1.532534804873165e-7,5.14091061845562e-6,-5.2151456164478514e-5,-8.9037973512999e-6,-5.5657445466632134e-5,-3.092876961832177e-6,-1.1637066251834915e-4,-5.680888473211859e-5,-6.596619018032968e-5,-1.8477813885538828e-5,-3.83919929838521e-5,-7.916931887573596e-6,1.9448469432039784e-6,7.299267439842141e-5,5.761821274195562e-6,8.879320064689888e-6,-2.387989811060529e-5,-1.2014239004032904e-5,-6.312187134528589e-6,-6.772924000415224e-6,7.321616012865744e-5,-2.881058329534236e-4,-2.153144004417188e-5,-1.6163556419730404e-4,-2.832376961448673e-4,1.7229573173586644e-5
-0.0012663341670417394,0.0012512678697032113,0.0027240669709040215,0.002097959352828125,0.001873299167629006,0.0021391690527224013,0.0019356976993094362,0.0019254178639371438,0.0019465057454150349,0.0019895204774075547,0.0018363904107139522,0.0018082494995636483,0.0018542398896569954,0.001868091526234449,-1.035271772441245e-6,7.637224260965585e-6,-3.690765643121434e-8,8.571071112266759e-5,-4.367830003443998e-5,7.488889004265785e-5,-3.235928156399587e-5,6.372075309639297e-5,-5.5404765234506126e-5,2.1947500694488656e-5,-9.391619174501928e-5,-3.677856983457979e-5,-5.0568543620444234e-5,-9.761619142258154e-5,2.551059888946116e-6,5.571603004894697e-5,-2.451841801556301e-5,3.3777860197426654e-5,-9.892733543642227e-6,-5.421670152976922e-5,-1.2638598713440695e-6,1.3210508561236047e-5,6.40672282040959e-5,-4.813558621068314e-4,-2.9994950126630904e-5,3.788036321458339e-4,-9.129786944800139e-4,3.581814080010375e-5
-0.011159193158886265,0.0012949003887422707,0.0020979593528281312,0.0030526504096480504,0.0025093828801028297,0.002686210813958319,0.0022705942237208434,0.0022171249327547515,0.0023345113326973207,0.0022249035264948515,0.002123928820465639,0.002192040744029401,0.0021344095560138633,0.002201130761579175,-3.440501494373918e-5,9.973938776962428e-6,-4.438050786073867e-8,6.293853640066268e-5,-6.83749444747475e-5,-2.6732599833347386e-6,5.058479078267526e-6,1.0284492642741945e-4,-7.569772299067372e-6,5.782514816289138e-5,4.960764826276285e-5,-4.4733856999351286e-5,9.078011756929932e-5,-4.294971203436118e-5,3.1389471364860597e-6,6.736379816066184e-5,-2.870868257367854e-5,5.356937559663491e-5,3.0036452358936976e-5,-4.537687529794147e-5,-3.2330508369482673e-6,-5.813169354080933e-6,1.3216866729546628e-4,-6.392799711685773e-4,-1.307161242008436e-4,-5.2560991768219854e-5,-8.897589056782518e-4,4.5521986806998095e-5
-0.009313408814725537,0.0011604330666723968,0.0018732991676290046,0.0025093828801028228,0.00305343188349395,0.002672625746359276,0.0022253214230918803,0.0021619129334306047,0.0022613245148987273,0.002057264895460631,0.001974929323070675,0.0020784030368196107,0.0018262923103762397,0.002078786368461281,-5.7080410169799386e-5,-1.2175433286499744e-5,1.3310871096734928e-7,1.49095436477122e-4,4.732740602810739e-5,5.7520545056779304e-5,9.938593422418477e-5,1.1810014942600729e-4,1.2675157740380316e-4,1.3370535429946628e-4,1.0890341536053419e-4,-9.80641122943891e-5,1.260167950526236e-4,4.1262775445460914e-5,3.4837815171348133e-7,8.070748902425662e-5,-3.897079978330773e-5,4.614829623791715e-5,2.9767791446189772e-5,-3.663110618459009e-5,1.3154313985071573e-5,-1.3415659405300258e-5,1.1544290646098805e-4,-6.557262401195735e-4,-9.565374746539354e-5,3.909480629449279e-4,-8.554671418474161e-4,3.5715351810330454e-5
-0.010087623352490315,0.001354125215450029,0.0021391690527223996,0.0026862108139583097,0.002672625746359276,0.003517309506186467,0.002693211237520812,0.002620738110640016,0.00263189959392421,0.002488432615244886,0.002504557684523923,0.0025037909138883466,0.002474093897379411,0.0026137174860205834,-1.8313912343062317e-4,-8.48527531279983e-6,1.1156485980492085e-7,3.478035676309986e-5,-6.507426180557798e-5,5.340821809016217e-5,9.029968079958798e-5,3.431067695946541e-5,-2.3053691123881545e-5,5.528114242396849e-5,5.166873873223172e-5,-1.6985455998417805e-4,1.119761705330752e-4,1.3631399623901508e-5,8.817892390062212e-7,1.3977331369234336e-4,-2.8433353575315667e-5,4.0095235852447423e-5,1.608233934128554e-5,-4.852991230665811e-5,2.025144612572633e-5,-2.053970875051406e-5,1.2503694171907794e-4,-5.234814559836571e-4,-9.836675777857554e-5,1.6946150400350477e-4,-0.0012241548224889462,4.5476071597714726e-5
-0.00836142997548696,0.0012753531239733328,0.001935697699309433,0.0022705942237208356,0.0022253214230918816,0.0026932112375208125,0.0030223587337480247,0.002506703138033607,0.002495105436302797,0.0024069826932294654,0.0023463740466024563,0.002642252418347555,0.002436083511072696,0.0025555103441070007,-8.282324978397409e-5,4.377727193915793e-6,-4.561112688483181e-8,6.60956704689295e-5,-6.0880169389946514e-5,2.0426204388096465e-5,1.5138747675391043e-5,7.53042174537583e-5,-6.539002868195518e-5,-7.11899045018446e-7,-1.3824439908204809e-5,-1.4633513146018918e-4,2.3495170082973978e-5,-4.002017467100376e-5,9.23502228811328e-7,6.262374289216368e-5,-1.9368664054924484e-5,3.0882278427680685e-5,-1.1396673867747761e-5,-3.322024562785101e-5,2.1136773588153207e-5,-1.3143862119213288e-5,9.87883691674671e-5,-3.0689948524981815e-4,-4.5249681392970774e-5,5.585787699474914e-4,-0.0014035272179144431,2.9417366054238956e-5
-0.007029556626473464,0.001299602474205801,0.0019254178639371415,0.0022171249327547484,0.0021619129334306065,0.002620738110640019,0.002506703138033611,0.0027961216862268093,0.0027152616989083085,0.0026140660503242825,0.0024723184872283816,0.0024367684744124474,0.00246033092492246,0.002554058279550544,-6.84835202525673e-5,5.399828230162203e-6,-5.723369930017423e-8,7.021292845409958e-5,-2.8133579785167345e-5,5.5043774623816224e-5,1.8457761990856968e-5,8.859567173007142e-5,-5.840453423526535e-5,-5.565183064291288e-6,-5.0671017231686635e-5,-6.969545234203044e-5,1.3567404389043516e-5,-1.2547760852560564e-4,3.6193318919835365e-6,8.431112709398952e-5,-1.0283233753227555e-5,3.795829997061895e-5,-1.4985186010889459e-5,-3.4950164297571034e-5,1.29067477463555e-5,-1.4625939294124818e-5,9.387208265081565e-5,-3.56280145782036e-4,-8.765979158479814e-5,2.6868798839292315e-4,-0.0012423175364244107,3.5314467334452374e-5
-0.0035881018785999526,0.0011574029113562054,0.001946505745415034,0.0023345113326973146,0.002261324514898729,0.0026318995939242093,0.0024951054363027947,0.002715261698908303,0.003568732492821833,0.0031716710550757834,0.00302001752665691,0.0029107563762460053,0.002959958940715777,0.0029915686069567292,5.436804992637295e-5,1.1597017873928653e-5,-9.329134945502212e-8,5.042049168912238e-5,-3.9697398924476714e-5,-2.705387369710593e-6,-4.622089365678907e-5,1.2662406682578025e-5,-9.044145518612474e-5,4.74982388946474e-6,-7.182485992816929e-5,-2.053215964131219e-5,2.5867915793464078e-5,-2.0623194441450447e-4,5.730299787354063e-6,6.493432800858752e-5,-1.8025924781034487e-5,6.372804750300596e-5,-2.8365835504763628e-5,-7.329289961787592e-5,4.917394399159797e-6,-1.7592989073530018e-5,6.186040832461976e-5,-1.4382901741940076e-5,-1.3213524636860138e-4,1.356646727940562e-4,-0.0015785125148073936,3.793486061027684e-5
-0.0022235567256678017,0.0011749737264473167,0.0019895204774075517,0.0022249035264948445,0.002057264895460631,0.0024884326152448833,0.002406982693229462,0.002614066050324274,0.0031716710550757825,0.0034299080301400504,0.003144926231848256,0.0028648976753196946,0.002978418535620953,0.0029726456344250835,1.0163581769913678e-6,1.6479070853935314e-5,-1.4725339066288567e-7,-5.2237644987900376e-8,-7.574961665300804e-5,-3.0501414436657615e-5,-3.1768253261701526e-5,7.156357198374152e-5,-7.194105269467558e-5,9.395677672324126e-6,-1.284118308075734e-5,-5.452681440609588e-5,5.826288495753664e-5,-2.63213624315427e-4,6.883612148625556e-6,4.11312146344285e-5,-1.4385849694154364e-5,7.024832524177506e-5,-5.3010628376525864e-5,-8.420797892279354e-5,-1.8193663156653105e-6,-8.58517267712897e-6,6.180456925096632e-5,1.0757484786914731e-4,-1.44004293736872e-4,1.3798089814777187e-4,-0.0014072354375468984,3.1642419875959243e-5
