estimate,se,df,t,p
-1.4548782182118525,0.38760384920965707,305.73044752845533,-3.753518498793083,2.086551416881758e-4
-0.04161557207493386,0.03896904162996549,339.4189127705682,-1.067913665162689,0.28631839685922167
-0.03670582578019879,0.052703676805167035,1414.8803002586912,-0.6964566422166617,0.48625729710451904
-0.12479313150838396,0.05033605337591323,1096.3462603029682,-2.479199761181513,0.01331722908947094
-0.15755296227752,0.05112685463430808,1274.2063925449888,-3.081608743671783,0.0021029997443494882
-0.14158448827266254,0.054480794848552005,1718.6509677121971,-2.598796303656087,0.00943514512027825
-0.13405169239895226,0.05108418280466585,1310.3753809578207,-2.6241330493929023,0.008787933967667517
-0.12259448573577335,0.050433049871873366,1276.1357841507852,-2.4308362481989136,0.015201026105230235
-0.04547323275327846,0.060119953039315124,2659.7686475133146,-0.7563750544439295,0.44949134704155835
-0.03772366297979447,0.06166971057477305,2908.4933964120637,-0.6117048811840203,0.5407808419405034
0.017469846763689647,0.062029308471967096,2850.7511544661515,0.28163858656565216,0.7782410913508342
0.1212846670990495,0.06414443069701847,2621.278297805015,1.8908058857350962,0.05876044708905172
0.061428303078348845,0.06307559077074046,2780.608105516211,0.9738839117911876,0.3301988947559634
0.006037085884366887,0.0654126096830416,3423.7629848844535,0.09229238695138038,0.9264711364714844
-0.17808231057116228,0.01319151731746893,321567166.9692509,-13.499759450365572,1.5689164706313202e-41
-0.03400127402127978,0.0025476795225528757,643841614.2190177,-13.345977671166882,1.2502107525556554e-40
3.024347508266913e-4,2.6559345045148328e-5,642564084.1607053,11.387131358570077,4.846879758733188e-30
0.15175825354151637,0.01628785663064735,212728781.1697658,9.31726358985546,1.1938044786546058e-20
-0.1758708783641636,0.018203313020657447,38768064.02766402,-9.661476356780888,4.395092974366751e-22
-0.18848543991048275,0.01664526975044616,20831611.88760409,-11.32366388387491,1.0021502104893058e-29
0.6337039524376689,0.01667558239349551,293801322.9839697,38.001908268274455,5.376467e-316
0.160549576554511,0.01598099741674428,226212351.11816353,10.046280114299577,9.54019565191777e-24
0.37992793774052797,0.022110561009936726,1118391214.7436967,17.183098048474854,3.554200892164195e-66
0.09364256615673179,0.011241531042681734,52338134.76067952,8.330054491793922,8.080706468415869e-17
0.6601718160472018,0.016651231656780847,250223629.41136417,39.64702609721734,0
0.28194581724002304,0.017281223800838005,338294525.2662351,16.315153399399346,7.701655269865196e-60
0.34553177622831677,0.015549122071033459,35881220.78937019,22.221947621853822,2.1109039922604516e-109
0.043291648179322066,0.015996634387903816,255635041.2564553,2.706297282887076,0.0068038112436482135
0.008069344769829843,5.285847468794288e-4,236856585.2256781,15.265943290017933,1.289569905530038e-52
0.5451310312378297,0.042220650909787286,317.8919819554946,12.911478612743542,5.973776924793436e-31
0.0206098893246385,0.010046785866188897,38456.453718152145,2.0513913204817373,0.040235612181305114
