(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,security_obj1,social_support1,education1,occupation1,personal_income,relative_income,gdp,growth
0.007110474499789218,0.001001291419162052,0.0017185497070350772,0.001505757792290804,0.0015419451302703141,0.0020016921752148537,0.0021958276216308653,0.0022968068797877914,0.0031954546873942907,0.003452495628173963,0.0038476351095104487,0.002631605374938712,0.0030100645525164473,0.003234678020212932,1.0923141088921187e-4,5.907747907676291e-6,-8.971404235303413e-8,-5.620061023663142e-5,2.1828390857653492e-6,-4.0752657774816805e-5,-1.2993308034876924e-4,3.248569360516253e-5,-1.4832659417897062e-4,-2.476165680905119e-5,-1.7012573034391748e-4,-9.323318844836413e-5,-1.6841947494946778e-4,-2.558867459988904e-4,3.480509044152986e-6,-7.347722357943382e-4,-1.9636654421845498e-4
0.0014498301493299937,9.00993900299444e-4,0.0016704483544191405,0.0015451260077860944,0.0016104869830967968,0.0018535009106728938,0.0021707226683240735,0.0021134656386066,0.0026646971139129027,0.0026728863105590665,0.002631605374938713,0.004114507989444605,0.003382939919096938,0.0032198625715994167,2.1183979400178117e-4,7.835237315975695e-6,-2.1384256636851135e-7,8.543312809444614e-5,1.2129232982260613e-4,3.6140606024630384e-5,-5.2690245758953754e-5,5.201305965269672e-5,1.5971480853866504e-5,-1.143888712180266e-4,-2.1882730216921822e-4,-3.037441401551992e-4,-1.3597247819922207e-4,-2.0346373033033885e-4,2.5259519369079674e-6,-2.585632664237955e-4,5.930643522921069e-5
0.003870353021403239,8.934752065266092e-4,0.0015527280081818055,0.001348204110388155,0.0013304962285430712,0.0017592185745119214,0.002032939047778428,0.0020619795122891775,0.0027135511206007124,0.0028348640441015357,0.0030100645525164547,0.003382939919096944,0.0039785301510779185,0.003363661253576245,1.9048039880004567e-4,5.4558406096654585e-6,-2.1640894473749078e-7,5.340518104527318e-5,6.735013562699768e-5,-3.553727333573383e-5,-7.927490827979804e-5,5.512845242513446e-5,-1.909724795351993e-5,-5.897583989161351e-5,-1.1929501858225249e-4,-2.166459575319664e-4,-9.4883547986938e-5,-2.1412896115971977e-4,5.5185995051717565e-6,-5.099710817895809e-4,-6.369186190347683e-6
0.004162889413499949,0.0010765345745023828,0.0016383508868404258,0.0015085141033233007,0.0015588802425685994,0.001982657251731164,0.0023331592882367526,0.0023562830607421355,0.0030426073473348494,0.0031718419304088957,0.003234678020212932,0.0032198625715994167,0.003363661253576237,0.004278809505545949,1.6366804675258607e-4,6.778961730187849e-6,-2.0392879646975058e-7,2.4161091335098794e-5,1.1545404154000571e-4,2.828857671515446e-5,-1.6555590275921106e-4,4.229360125403992e-5,-6.0726640251943206e-5,-9.822143311535912e-5,-2.3599476856284025e-4,-1.865120367531459e-4,-1.692426718426319e-4,-1.8511534758693443e-4,1.9191717572041465e-6,-5.224280997455944e-4,-3.72671185701264e-5
1.715652769125691e-4,-2.108620205825158e-5,6.455498262833714e-5,4.89158832662815e-5,2.329054708061987e-5,-8.305528269470373e-5,1.6904123579097723e-5,2.881981551657641e-5,1.49155537873541e-4,1.5144689161052807e-4,1.092314108892118e-4,2.1183979400178111e-4,1.9048039880004567e-4,1.63668046752586e-4,1.7401612913708268e-4,1.0834368746578028e-5,-1.2382019568520053e-7,1.1423652724678326e-5,2.401083344261539e-5,-5.677161681907338e-6,-7.420817573022531e-5,-1.997226749552703e-5,-1.388690460026924e-6,-2.7249204704086286e-5,-6.38785464146877e-5,3.568766462648955e-5,-5.302282363883164e-5,-1.1834716051738759e-5,-2.825897750787849e-7,-3.057336029100677e-5,1.7032765841717485e-5
1.2923315627522011e-4,3.1655830633724856e-6,6.1210594688402724e-6,5.275802349479834e-7,-1.4379751377573732e-5,-1.914951982154326e-5,-2.1246421160120057e-6,-7.150141918154548e-6,-2.8221856939263476e-7,5.423836776385429e-6,5.907747907676467e-6,7.835237315975235e-6,5.455840609665474e-6,6.7789617301877776e-6,1.0834368746578038e-5,6.490670949635248e-6,-6.330980639425039e-8,-1.8052973748936904e-5,-2.274389718968739e-5,-1.3159179309313774e-5,-2.1420006909497207e-5,-5.510244335563005e-6,-3.057559090596473e-5,-1.4681253360195886e-5,-1.636943043086683e-5,1.5731534049965904e-5,-1.388839987430449e-5,-4.697261842805978e-6,2.592109819878478e-7,-1.9739130972067595e-5,2.049701552785233e-6
-1.1364166029286432e-6,-9.172636789216373e-9,-2.2815691748854554e-8,2.4268604235652414e-8,1.446141395931457e-7,1.8516010115761438e-7,3.2673612786365976e-9,3.3701849101403345e-08,-8.963676009476255e-9,-7.601118890155098e-8,-8.971404235303702e-8,-2.1384256636850802e-7,-2.1640894473749303e-7,-2.0392879646975076e-7,-1.2382019568520053e-7,-6.330980639425186e-8,7.053988092272451e-10,1.5224597358594307e-7,1.7331379075463234e-7,1.1458136249960898e-7,1.7283964266420057e-7,4.699661963589644e-8,2.532193029650149e-7,1.3919852627671005e-7,1.453242699733078e-7,-1.1754492319600228e-7,9.503867240176505e-8,7.334590397579751e-8,-3.6147995640744763e-9,1.73959668575109e-7,-4.1843403054590015e-8
-0.0019305452392924629,4.274672942046071e-5,8.554509914530227e-5,1.0644688486320387e-4,1.347228090731038e-4,8.980929078247994e-5,9.66992628873428e-5,9.205656247524683e-5,7.018893694978336e-5,2.8582865466006087e-5,-5.620061023663225e-5,8.543312809444761e-5,5.340518104527303e-5,2.416109133509884e-5,1.1423652724678327e-5,-1.8052973748937127e-5,1.5224597358594047e-7,2.652942736205229e-4,2.0929604288703912e-4,1.379006273148435e-4,1.1248243304471308e-4,7.176128270037238e-5,2.2236127869027796e-4,6.836733440562693e-5,3.924935952393109e-5,-6.682793296582598e-5,8.623368019366136e-5,-5.188780337876221e-6,-1.0652885270386708e-6,1.959426529526446e-4,-1.4717383514571588e-5
-0.0011015950121757352,2.4780265488502503e-5,3.400974263535196e-5,6.538033870722323e-5,9.647715809907218e-5,6.021004362777039e-5,5.540026555099371e-5,1.0451435673140113e-4,1.0641834913199433e-4,7.930842799228207e-5,2.1828390857644717e-6,1.2129232982260743e-4,6.735013562699738e-5,1.1545404154000559e-4,2.40108334426154e-5,-2.274389718968774e-5,1.7331379075463062e-7,2.0929604288703966e-4,3.313606049280369e-4,1.6590088588163036e-4,8.914620626006547e-5,3.954896333842909e-5,2.0638122739171017e-4,6.774323302546849e-5,2.5374795347636304e-5,-6.065136258601839e-5,8.709593539033414e-5,-1.3507775359563682e-5,-1.2724559455907657e-6,1.4034834040897978e-4,-7.531540878245699e-6
-0.001029223958709376,8.243954820373986e-5,7.629367781893889e-5,6.149100207068809e-5,9.373726314410243e-5,8.637938674589913e-5,3.461390729062618e-5,7.528799746905965e-5,2.2907568937209254e-5,-1.3162153817339227e-5,-4.075265777481717e-5,3.614060602463068e-5,-3.5537273335733966e-5,2.828857671515404e-5,-5.677161681907333e-6,-1.315917930931375e-5,1.1458136249960833e-7,1.3790062731484335e-4,1.6590088588162996e-4,2.77065005065118e-4,2.623171836128416e-5,1.5463311736494204e-5,8.424813967928087e-5,3.994854565689864e-5,-3.327525911168046e-5,-2.210451878365711e-5,3.802080778806075e-5,8.76747771836683e-6,-1.9766846848338434e-6,1.270640597060564e-4,4.20981902204124e-6
-0.0011351765535721023,-4.062827925303942e-5,-5.360106285741308e-5,-1.134885902393788e-5,6.485013690910588e-5,8.782876815666572e-5,-1.3239480793475255e-5,1.302307496333824e-5,-5.065343767370469e-5,-7.165013881157085e-5,-1.299330803487691e-4,-5.269024575895382e-5,-7.927490827979796e-5,-1.6555590275921096e-4,-7.420817573022528e-5,-2.1420006909497248e-5,1.728396426642015e-7,1.124824330447131e-4,8.91462062600655e-5,2.623171836128426e-5,2.7807504816225735e-4,3.490049988572911e-5,1.757474108937823e-4,5.82371938596314e-5,1.0625651032216442e-4,-5.4367324307608305e-5,1.2838896333033171e-4,-1.1105833351019428e-5,6.241564107978038e-7,1.1906988457649008e-4,-9.95583785064153e-7
-0.001162735194379884,6.391351745091009e-5,1.4778786499987815e-4,1.581912301080413e-4,1.8439645536408e-4,1.428264341783212e-4,1.561687969737945e-4,1.463000341247803e-4,5.438153038925656e-5,7.668780636228897e-5,3.2485693605162385e-5,5.201305965269624e-5,5.512845242513432e-5,4.229360125403982e-5,-1.997226749552704e-5,-5.510244335562972e-6,4.699661963589651e-8,7.176128270037248e-5,3.9548963338429076e-5,1.5463311736494136e-5,3.490049988572898e-5,2.553922784339874e-4,1.0773398816049541e-4,5.2684337989058235e-5,-1.279548931026375e-5,-8.223922713709521e-5,4.139185076550804e-5,2.3261697720853454e-5,-1.2843822939625074e-6,6.455873340514345e-5,-1.6739565070652776e-5
-0.003065788206559787,-5.179122499293938e-5,-2.329231920551684e-5,5.672713930128093e-5,1.7444662454252466e-4,1.420914646806886e-4,-6.547679415585961e-6,5.37489334901215e-6,-7.328802559757387e-5,-7.71190367987091e-5,-1.4832659417897073e-4,1.597148085386658e-5,-1.9097247953520353e-5,-6.072664025194322e-5,-1.3886904600269253e-6,-3.057559090596465e-5,2.5321930296501473e-7,2.2236127869027777e-4,2.0638122739171017e-4,8.424813967928086e-5,1.757474108937823e-4,1.0773398816049539e-4,4.888769081741342e-4,1.3603862543616003e-4,1.0910027897583658e-4,-1.469982438539481e-4,1.550939412052519e-4,1.957024028337874e-5,-2.375270356882428e-6,3.228577987346249e-4,1.0689696512673166e-6
-6.347101995205398e-4,-2.437993320802931e-5,-2.3977183490535226e-5,1.5313026607741032e-5,8.807748083159592e-5,5.857983403495799e-5,-2.670740065999667e-5,-2.7257850548920157e-5,-2.6532406143914123e-5,-4.584086890994279e-5,-2.4761656809051207e-5,-1.1438887121802656e-4,-5.8975839891613516e-5,-9.822143311535901e-5,-2.724920470408627e-5,-1.4681253360195903e-5,1.3919852627671002e-7,6.836733440562697e-5,6.774323302546853e-5,3.994854565689865e-5,5.82371938596314e-5,5.2684337989058235e-5,1.3603862543616008e-4,1.263720201835771e-4,4.7845183884249373e-5,-4.8357128923435293e-5,8.586941433221235e-5,1.6068493928732563e-5,-9.535068362187768e-7,6.703412613505025e-5,-1.7492373934017053e-5
-1.6214167958633843e-4,-7.47964288116531e-5,-1.2089309266653532e-4,-1.8843767222244336e-5,-2.8362847599477013e-6,-1.9161091862704054e-5,-1.3113630665868424e-4,-1.7208553308470582e-4,-2.0346870156286002e-4,-1.8474059638166223e-4,-1.7012573034391713e-4,-2.188273021692181e-4,-1.1929501858225222e-4,-2.3599476856284044e-4,-6.38785464146877e-5,-1.6369430430866783e-5,1.4532426997330807e-7,3.9249359523931096e-5,2.5374795347636334e-5,-3.3275259111680404e-5,1.0625651032216432e-4,-1.2795489310263711e-5,1.0910027897583668e-4,4.784518388424939e-5,2.7726351568778065e-4,-9.251168748453524e-6,1.021689924898956e-4,1.1472665153232421e-5,1.588036024110207e-6,2.3942735067077175e-6,-9.031484534942043e-6
0.0012488235702708566,-1.8238162950728036e-5,-1.6965931679955168e-5,-5.2397689475821874e-5,-1.5255450426140108e-4,-2.4370462251938516e-4,-1.8013687969196173e-4,-1.675635179183235e-4,-9.448790383860976e-5,-1.0676812158286521e-4,-9.323318844836433e-5,-3.0374414015519913e-4,-2.1664595753196651e-4,-1.8651203675314605e-4,3.568766462648956e-5,1.5731534049965846e-5,-1.1754492319600202e-7,-6.682793296582572e-5,-6.0651362586018155e-5,-2.2104518783657106e-5,-5.4367324307608305e-5,-8.223922713709521e-5,-1.4699824385394812e-4,-4.835712892343527e-5,-9.251168748453553e-6,2.9864069605465e-4,-1.708655932334347e-5,1.8092355769116517e-6,1.7857732624632274e-6,-1.575751561105243e-4,-1.164205675224318e-5
-9.879970942743986e-4,-6.859574429792247e-5,-1.0518168644769385e-4,-3.900335660897877e-6,1.8648017940629114e-5,6.637633178309625e-5,-7.045490152753306e-5,-1.0564514257882701e-4,-1.4065934858254985e-4,-1.6189271397356656e-4,-1.684194749494677e-4,-1.3597247819922202e-4,-9.488354798693764e-5,-1.6924267184263172e-4,-5.302282363883164e-5,-1.3888399874304465e-5,9.503867240176476e-8,8.62336801936613e-5,8.709593539033403e-5,3.802080778806075e-5,1.2838896333033174e-4,4.1391850765508075e-5,1.5509394120525192e-4,8.586941433221237e-5,1.0216899248989555e-4,-1.7086559323343455e-5,2.4177519717989983e-4,1.5263184175338594e-5,6.204865642280484e-7,6.107696653689082e-5,-2.264937986640418e-6
-5.569684607665597e-4,4.791585143381422e-5,-5.425886405105829e-5,2.6491570080998214e-5,8.504866346765755e-5,6.065298563744489e-5,-4.298864557300123e-5,-1.1378217283026032e-4,-2.745746506104305e-4,-3.48320772196769e-4,-2.5588674599889074e-4,-2.0346373033033934e-4,-2.1412896115971967e-4,-1.8511534758693283e-4,-1.1834716051738772e-5,-4.697261842805968e-6,7.334590397579755e-8,-5.1887803378762195e-6,-1.3507775359563722e-5,8.767477718366866e-6,-1.1105833351019406e-5,2.3261697720853478e-5,1.9570240283378698e-5,1.6068493928732553e-5,1.1472665153232304e-5,1.8092355769116728e-6,1.5263184175338544e-5,2.558923117402669e-4,-6.163285040557265e-6,-1.229584553114362e-4,3.303289035965005e-5
2.5319041530987978e-5,-6.652148178343634e-7,9.242580610559551e-7,-8.225969636256796e-7,-2.855086269760296e-6,-1.954586646479999e-6,-6.841118643554393e-7,8.56887448790362e-7,3.2913315439816353e-6,4.722790419416029e-6,3.480509044152977e-6,2.5259519369079776e-6,5.518599505171744e-6,1.9191717572040876e-6,-2.82589775078785e-7,2.5921098198784737e-7,-3.6147995640744904e-9,-1.0652885270386728e-6,-1.2724559455907678e-6,-1.9766846848338467e-6,6.241564107978028e-7,-1.284382293962507e-6,-2.3752703568824254e-6,-9.535068362187768e-7,1.5880360241102143e-6,1.785773262463221e-6,6.204865642280488e-7,-6.163285040557258e-6,2.794018346335898e-7,1.1147954973771934e-7,-4.250547181847214e-7
-0.015340880108525417,-1.6543221907033384e-4,-2.944435674773732e-5,-1.552221388156884e-4,-8.926348330432571e-5,-2.9492048151085886e-4,-3.012335649427293e-4,-1.6189566979071622e-4,-4.3645709408706904e-4,-4.952951013745071e-4,-7.347722357943523e-4,-2.58563266423806e-4,-5.099710817895863e-4,-5.224280997455942e-4,-3.057336029100692e-5,-1.973913097206759e-5,1.739596685751061e-7,1.959426529526441e-4,1.403483404089793e-4,1.2706405970605496e-4,1.1906988457649007e-4,6.455873340514356e-5,3.228577987346253e-4,6.70341261350502e-5,2.394273506707861e-6,-1.575751561105241e-4,6.107696653689075e-5,-1.2295845531143563e-4,1.1147954973770782e-7,0.0017825833632461217,1.1740273488441244e-4
-0.001437227556959006,2.0834201500284612e-5,-5.3194509313929904e-5,-1.4112037148881015e-4,-7.686542704137557e-5,-9.822388711866966e-5,-8.493864132426859e-5,-8.516158821309846e-5,-1.9280940559871393e-4,-2.2234357102985785e-4,-1.96366544218455e-4,5.93064352292107e-5,-6.36918619034782e-6,-3.7267118570126496e-5,1.703276584171749e-5,2.049701552785231e-6,-4.1843403054589836e-8,-1.4717383514571574e-5,-7.531540878245689e-6,4.20981902204127e-6,-9.95583785064155e-7,-1.673956507065278e-5,1.0689696512673134e-6,-1.7492373934017053e-5,-9.031484534942046e-6,-1.164205675224318e-5,-2.2649379866404086e-6,3.3032890359650114e-5,-4.25054718184723e-7,1.174027348844125e-4,1.0093790624105301e-4
