(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,water1,air1,healthcare1,security1,social_support1,respect1,education1,interesting_activity1,recreation1,occupation1,freedom1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_water,country_average_air,country_average_healthcare,country_average_security,country_average_social_support,country_average_respect,country_average_education,country_average_interesting_activity,country_average_recreation,country_average_occupation,country_average_freedom,gdp,growth,government_effectiveness,democracy,social_protection
1.6625092040988205e-4,2.705828193875828e-4,4.4619474109788577e-4,4.534034541054606e-4,4.0837761634861225e-4,6.057727390892419e-4,6.707269627665982e-4,7.296918589437283e-4,8.535738944073973e-4,9.718917597207345e-4,0.0010947030752928649,8.461420955308717e-4,9.435227612484663e-4,8.43596561203889e-4,1.3436020127674243e-5,-1.5353350610345396e-6,-6.126458408949089e-9,2.7810919880210624e-6,1.4040936009095358e-5,4.171451786179879e-5,-9.560031196943522e-6,-7.476776400944192e-6,-6.500117752217167e-6,-1.8816398918895893e-5,-8.70317211685408e-6,2.6564949338609187e-5,-1.4437455052727198e-5,-2.7350368558759863e-6,2.3018160783429785e-5,-1.769252345906174e-5,-2.0486843899905323e-5,1.1396265933088725e-6,1.3854925319709059e-5,1.7782416609985093e-5,-2.0384405806535283e-5,1.9026861779805293e-7,-1.2566201740508746e-7,7.817891881282949e-6,2.8015578777975073e-6,-6.550755846055751e-8,-4.659007966130919e-6,2.2874394169207622e-6,5.432543022211605e-7,-5.403157392934844e-6,-1.6726584610889172e-6,-4.38561364775351e-6,1.7164047059466262e-6,3.2199223632699034e-6,2.4019281623009104e-5,-1.3241985068094991e-5,-2.3084301441657484e-4,1.0028383726466952e-5,7.698108241548425e-5,-2.1202754321942502e-5,5.016735398394238e-6
-3.136696040105326e-4,2.8665983130586484e-4,4.1934818057108125e-4,4.0298631474134847e-4,4.0151326196051794e-4,5.374113041385452e-4,5.775611559975856e-4,6.386403210515325e-4,7.190636512647944e-4,7.846293270785765e-4,8.46142095530873e-4,0.001257955884258325,9.29039762769142e-4,7.946383089958947e-4,9.188440470356682e-6,6.811302059721867e-7,-1.2388496928008088e-8,-1.0782349536644842e-6,5.375777316663602e-6,2.4000355397938594e-5,1.0746569480502453e-5,-1.4422513321781085e-5,1.9705145608320468e-7,-7.017594686997372e-6,1.6886610222942178e-7,2.3330281903455747e-5,8.96333538957938e-6,1.3006379232224342e-5,1.4237788926032536e-5,3.163398083273633e-6,-2.381343079763882e-7,3.731352322312718e-6,3.3263881447256964e-5,-2.676968481508512e-6,-1.6809575408777346e-5,5.726350388871936e-7,2.2639090589480663e-6,4.827800261282512e-6,-4.2799533771904504e-7,-1.526764474801984e-6,-8.901870228686447e-7,9.512484518957248e-7,-6.344983749191506e-6,-5.455296607415174e-6,-5.058631486187976e-7,-8.931754133434044e-6,-2.8727624298729312e-6,7.688687918309517e-6,1.5419867373950532e-5,-1.3805628124934099e-5,-2.4014481489544274e-5,4.3207966327393614e-5,1.357212841229098e-4,-5.730861915027815e-5,3.4634137259279435e-6
4.2853894762492055e-4,3.0914312039585675e-4,4.539379220276348e-4,4.590411390003605e-4,4.1798473933386213e-4,5.999878958661023e-4,6.506842067991862e-4,7.184504517344937e-4,8.401518293621945e-4,9.16649677827573e-4,9.435227612484665e-4,9.290397627691418e-4,0.0011189904271082503,8.71498784071348e-4,1.1022486519292686e-5,-1.7120611058350243e-6,-3.1520432483290964e-9,5.921365145004792e-6,2.228847294122703e-5,5.014576326891437e-5,-2.2504070975806873e-5,-3.970573504533276e-6,-6.8529313192837025e-6,-1.4007235612854625e-5,-8.412587817887656e-6,2.186677063480067e-5,-7.3327695829454915e-6,-6.619457464500308e-6,2.8451094834451797e-5,-2.5477734815476377e-5,-2.545360917227191e-5,-2.357057823029549e-6,1.81642895579124e-5,1.1138044168930006e-5,-2.1270528734892672e-5,3.48835045240919e-7,9.86786818267815e-7,6.955398814843267e-6,8.27544650608381e-6,1.8361417390293596e-6,-6.871243107951886e-6,-2.3422624595323677e-8,-4.102448995736421e-6,-3.1477545257162107e-6,2.528456132645489e-6,-6.289898502900569e-6,-3.260537844292564e-6,5.471343614247262e-6,1.7300029032536565e-5,-1.1270081033153072e-5,-2.351048181497217e-4,3.33628705256755e-5,1.5243121735193795e-4,-4.759432455932885e-6,3.808052127003092e-6
0.001432128654846975,3.1892127648486176e-4,4.1216557026010236e-4,5.019769436154151e-4,4.616840122840089e-4,5.308534577082688e-4,5.329097211878466e-4,6.273675843483083e-4,7.214552083985101e-4,8.191794267370217e-4,8.435965612038898e-4,7.946383089958986e-4,8.714987840713513e-4,0.0010059985403648268,4.962944820290816e-6,4.231067861378661e-7,-1.352824919299282e-8,-2.9561702519633753e-7,2.4311978652568764e-7,2.6119471570421447e-5,-1.8242773595787397e-5,-7.401340356599107e-6,-4.5483124950220875e-6,-1.236363406216522e-5,1.74485824073529e-5,2.969410001510529e-5,-1.2814901815805947e-5,1.3784857201687294e-5,2.6389279883232422e-5,-9.71707441331736e-6,-1.7879267851240915e-5,1.062670453502162e-6,5.2928648022773836e-6,5.175854147080286e-6,-1.5608961161976883e-5,3.1507917714205957e-7,2.008133842057527e-6,7.511418315066794e-6,6.46880235812975e-6,-1.7132644116522238e-6,-7.426913655928429e-6,4.458487185685433e-6,-1.2859950314627874e-6,-6.083551038942117e-7,-1.1838701697860477e-6,-4.790623941262526e-6,-2.6299349659266258e-6,2.160417924735547e-6,9.97449287674736e-6,-6.965344524286303e-6,-2.9150466825324375e-4,8.306254837894195e-6,4.783058039120211e-5,5.914687497357233e-5,2.9775910273389015e-6
6.802538292173961e-6,-1.0291916830219746e-5,-1.2453437805268309e-5,-2.089103486351283e-5,-1.3909219659416263e-5,-1.0223751236766229e-5,-1.124788445736239e-5,-6.513360168790612e-6,2.4086665409427736e-6,9.09313541478002e-6,1.3436020127674185e-5,9.188440470356628e-6,1.1022486519292659e-5,4.96294482029074e-6,1.9044812224316422e-5,-6.389069383569161e-7,2.988238681290929e-9,1.319817862011884e-6,3.7714876008725347e-6,5.203636008869187e-6,5.532869900636451e-6,-2.3038721882957403e-6,1.3959371493374656e-6,-1.5890045337098314e-6,4.323994126153052e-6,-2.496853200430767e-6,8.59984823404009e-7,5.252700105375447e-6,3.4903685880204175e-8,2.2596076322028713e-6,1.3286101874381425e-6,-1.1855352038860069e-6,7.363297737494563e-6,-3.988916762691901e-6,3.290354988546083e-6,-2.1260698406700903e-7,-2.0642806411181626e-7,1.1248021649092943e-7,-3.6231955582962727e-7,2.0904082423517642e-7,4.495660133505721e-7,-5.005664004147498e-7,8.798908314607525e-7,9.911434015141982e-8,-3.2855423504530543e-7,4.486583068226885e-7,3.029118573191229e-7,-1.0283676664230248e-7,3.226833223855637e-7,-6.88937023729178e-7,-4.982868331220388e-6,1.8405882243344248e-6,4.444398367606535e-6,1.4717031486205346e-5,-5.169490616496351e-7
4.8474481225466135e-6,1.9340193305117767e-8,-1.1856684368257413e-7,2.892065219042014e-6,1.7083445660664524e-6,1.863491125107218e-7,-8.661503541981575e-7,-5.308019296790526e-7,-2.9973092856655424e-6,-3.6730764901866586e-6,-1.5353350610345418e-6,6.811302059721836e-7,-1.7120611058349794e-6,4.2310678613794643e-7,-6.389069383569197e-7,5.229632287406829e-7,-4.337317422777939e-9,-9.438807179473627e-7,-1.9400937237983303e-6,-1.0190081198310086e-6,-6.553963003185242e-7,-1.3472777188401462e-6,5.939752083925791e-7,1.2581538916433783e-6,-4.6271094961699457e-7,3.3473005010579474e-7,7.117014275385855e-7,1.4168255257193274e-6,3.549754915911252e-7,1.3146982307912067e-6,4.141466435506774e-8,6.825967159894826e-7,-6.457163790476546e-7,-1.0654607053906186e-6,-9.30081099031135e-8,3.765948348066591e-8,-1.4615160377307936e-8,-2.1303962271542502e-8,8.10143574503938e-8,3.1921055314371824e-8,-1.795036284491266e-7,3.567734233820407e-10,6.191865255518209e-8,2.433734674264204e-8,7.647002669830441e-9,-1.0747393426132748e-7,1.718656815020901e-8,7.536816854928703e-9,3.017608560555302e-8,6.240068338117406e-8,-1.4731628103616203e-6,-6.432316520022775e-7,2.9801255204735925e-6,7.966614626146879e-7,-5.084339517255428e-8
3.1794022217787266e-9,-2.3876574198478402e-9,-5.641053355711863e-9,-2.8845839164691002e-8,-1.5954737705631383e-8,-9.162554624874202e-9,-4.471396120755841e-9,-7.119781345062691e-9,1.0309382486745153e-8,1.2631013880652734e-8,-6.126458408949011e-9,-1.2388496928008055e-8,-3.1520432483295964e-9,-1.3528249192993643e-8,2.9882386812909766e-9,-4.337317422777969e-9,3.9617011487444314e-11,7.526930805637937e-9,1.3682071374483104e-8,3.825226554212843e-9,6.121913664773415e-9,1.0654101108887771e-8,-4.223909794362957e-9,-9.260360241262139e-9,4.466640602996695e-9,-4.022278382078239e-9,-6.246214995311475e-9,-9.335999430284607e-9,-3.0977104136800393e-9,-8.684361582846884e-9,3.386329976333449e-10,-4.995757371302983e-9,3.362276969616501e-9,7.71605767545718e-9,9.212319060483608e-10,-2.917976884435474e-10,4.1577211887386927e-10,-1.0298071094506544e-10,-5.680448310703995e-10,-4.5303285135872063e-10,1.6171483281056798e-9,3.6269194404022554e-10,-5.594876291377919e-10,-2.906758120115812e-11,-4.668660245110256e-10,7.254678192467301e-10,-8.710900407952022e-11,-5.6373617729356155e-11,-9.900478203720624e-10,-1.8904374933967398e-10,1.2114542690397468e-8,4.691269527096397e-9,-3.151602067275168e-8,-7.360080036755728e-9,6.753646550201914e-10
1.7210264230693405e-4,-2.5340892780293042e-6,6.623624740224773e-6,-2.69112501757709e-6,7.078385440052345e-7,8.521813897977882e-6,1.004114189034772e-5,3.077453274896018e-6,3.0474553592645826e-6,4.757871584311962e-6,2.7810919880211247e-6,-1.0782349536644698e-6,5.9213651450046695e-6,-2.956170251965238e-7,1.3198178620118998e-6,-9.438807179473696e-7,7.526930805637924e-9,1.0246141085905035e-5,1.105521145870287e-5,9.50362607474889e-6,1.037390337072409e-6,2.8623655424882887e-6,-2.0017791793536015e-6,-1.7150518026541074e-6,-3.813187174216863e-7,3.462057942429345e-6,-6.459874564502733e-7,-4.991542398667465e-6,-1.7751455172758951e-6,-4.602497072017901e-6,2.763678654972985e-7,7.473376913483756e-7,3.6859361478158766e-6,3.4570434178789347e-6,-1.7072818468925707e-6,4.632449951582593e-9,3.617295096981833e-7,-1.3290835742335285e-7,-1.3998232984319374e-7,-5.471602834763429e-7,1.3529950501341108e-7,6.142405532914348e-7,-1.9785862609070907e-7,-7.653458124095192e-8,3.0700853395111373e-7,3.691276909896096e-7,-2.5527819541214126e-7,1.5631300378662935e-7,-1.1678452671677672e-6,-4.700905329740498e-8,-1.005947525787983e-5,-8.742799608625598e-7,-2.867960716078714e-6,-7.688524377676762e-7,3.95859781956821e-7
1.8365086202286698e-4,-2.6152307040402234e-6,1.7303193510217944e-5,-2.628326399957266e-6,1.617027593987606e-6,1.3261544416793075e-5,1.6145100231686316e-5,8.706819050737985e-6,1.8067301809429003e-5,2.205598020378462e-5,1.4040936009095472e-5,5.3757773166636754e-6,2.2288472941226974e-5,2.43119786525478e-7,3.7714876008725466e-6,-1.9400937237983303e-6,1.3682071374482993e-8,1.1055211458702831e-5,2.7729682406354096e-5,1.5984133963625557e-5,4.01575066691407e-6,6.363620750680417e-6,-3.965838364023303e-6,-2.1673475509478746e-06,-3.3240005293840646e-6,6.325945916361205e-6,9.618951043633264e-7,-9.60032547484307e-6,-4.9849823051792265e-6,-8.85678414767927e-6,1.245055467012409e-6,-1.740613942770663e-6,6.576297925663312e-6,7.045943608162733e-6,-4.858661139819966e-6,2.543781103583453e-8,4.2553918530798377e-7,6.487616615331607e-7,-9.058698807612006e-7,-1.939447775662206e-7,6.756100769631838e-7,-3.490167143937382e-7,-5.438510057029611e-7,-1.5563251056990272e-7,3.251308694839933e-8,7.183046852482788e-7,-2.493443417201898e-7,1.1625449719148442e-7,-1.233481132436344e-6,1.555301667585238e-7,-3.7910541489950987e-6,1.915072945150792e-6,1.9410443650518027e-7,5.768678409660222e-6,-4.8440862983204564e-8
1.5187637850241846e-4,4.219388487222251e-6,1.4133120400462585e-5,1.879176002140055e-5,1.7069966468246394e-5,3.590946804140351e-5,4.211388286246381e-5,3.261388542361255e-5,3.949724042024767e-5,4.3250346854690654e-5,4.171451786179876e-5,2.400035539793857e-5,5.0145763268914145e-5,2.6119471570421216e-5,5.20363600886919e-6,-1.0190081198309902e-6,3.825226554212672e-9,9.503626074748841e-6,1.598413396362552e-5,2.668893107895224e-5,1.0291310440279967e-6,3.450706771590452e-7,-3.65405106793583e-6,-1.3962729042164892e-6,-2.273612960032055e-6,8.42736829489902e-6,-8.352037658734197e-9,-1.0680711535069942e-6,-1.125000810556001e-6,-3.0555788920312272e-6,7.683261377635885e-7,1.5595333604134876e-6,4.947745233063609e-6,5.494961375459242e-6,-2.5722114655133135e-6,1.901382545353722e-8,4.1105218082113654e-7,-8.067603921951739e-8,-7.470862591004803e-7,-1.4327231871808e-8,-3.4340027326607947e-7,-8.109343281754461e-8,-3.654379780648579e-8,-8.56661984478792e-8,2.0909692773039117e-7,3.177612152713609e-7,-3.2621444452883833e-7,9.67877964720874e-7,-8.158107047865633e-7,-6.522454609842616e-7,-4.878359694879619e-6,9.438068711126206e-7,-4.04086814820914e-6,7.122353380417287e-6,1.377247064361879e-7
