estimate,se,df,t,p
-0.5547469185246433,0.77257095259285,1756.4020708983103,-0.7180530366341622,0.47282008235578943
-0.056821992308533374,0.03606271846758907,370.0813025817346,-1.5756436209766451,0.11596237711708837
-0.019003963989712245,0.05003649657060465,1589.6508147139239,-0.37980205034731906,0.7041430937140082
-0.04689656117519549,0.0505933079763408,1537.234687006758,-0.9269320993425844,0.35410729352613346
-0.1522202256001251,0.0528996070288075,1911.8207760075286,-2.8775303664775933,0.004052495992189999
-0.13858545111359236,0.06226994936504098,3067.621643763432,-2.225559078283043,0.02611615171495669
-0.19272205290293565,0.05508369185920701,2200.2907197576083,-3.4987134376455735,4.7679524664991324e-4
-0.19092735071692096,0.052136736667472726,1759.070608758805,-3.662050272433669,2.5760306796504686e-4
-0.13534556625098956,0.0569778191949512,2475.2217748598714,-2.3754079774078565,0.017605313367778354
-0.13416474814001877,0.05861551134216575,2593.0025223912544,-2.2888949540478682,0.02216551592092105
-0.05883437188121643,0.05993970434171875,2565.8593513631668,-0.9815592607163898,0.32640956643835306
0.0030366718066549554,0.06249141302293876,2125.773419602881,0.048593425236524615,0.9612478745286637
-0.013161509407954042,0.05957601224083729,2295.3795659975676,-0.22091961030806093,0.8251746764572511
-0.041504181182444894,0.05761778449690966,2017.8402909518975,-0.7203362910399823,0.47140139827581307
-0.17191985984289973,0.012984563608199197,246686945.569491,-13.240326362168975,5.1326927398177125e-40
-0.021433684125001833,0.0023177387506830944,359957555.0641534,-9.247670436836248,2.2943971440043317e-20
1.7418068795259424e-4,2.45387008608352e-5,384784696.80783004,7.09820332137444,1.2638937134279338e-12
0.11764947997022963,0.014581911140600371,112513618.13634434,8.068179735553219,7.135464599500736e-16
-0.12171571041553712,0.018192186944976034,32815861.565299578,-6.69054857360897,2.2233908709180404e-11
-0.1616586298902149,0.015466290889233637,13127181.78525247,-10.452320536835911,1.430163025845716e-25
0.4256467154048271,0.011577597600442942,53186344.82723715,36.764683839809955,6.832776153906196e-296
0.10701303332479853,0.012286466839256265,63974320.49424934,8.709829662575018,3.0433879481108455e-18
0.2750443276512463,0.017727163291210477,372454412.8017268,15.515416828569489,2.72867805144038e-54
0.06344791328054727,0.00817861547088585,17415466.039365653,7.757781681558265,8.643240519738914e-15
-0.01647443452683068,0.009245507671686536,25055986.81705124,-1.7818853341371426,0.07476794473211489
0.15724918429612564,0.009103349451168296,37927307.464485124,17.273772158218616,7.417820777260051e-67
0.048740836548111434,0.007547127990611728,21662709.756566007,6.458196629067738,1.0596024274242763e-10
0.43588036979085987,0.014430841511476623,106957074.79232109,30.204778386916036,2.053950597416041e-200
0.13250128100094796,0.01609363734674575,84663421.72046328,8.23314693540927,1.8236083589679243e-16
0.28913104625395436,0.013571381744231942,103958782.84619519,21.304466391334085,1.0324797813754908e-100
0.25885271458997766,0.007688101280686799,26229261.735514104,33.66926437874056,1.6494371891319572e-248
0.2112275760071705,0.009586859425680449,48656130.90136042,22.033031530779763,1.391243632133192e-107
0.2493645084352064,0.011931660725973786,10048043.132402662,20.89939650164289,5.448536882563645e-97
0.17744025330509464,0.010514577879754228,40612741.143782124,16.87564211652805,6.801590956113837e-64
0.07074705069431972,0.015539598682145104,186687827.43452474,4.552694837325986,5.296310494321034e-6
0.0052103674679651775,4.75206561610725e-4,130801505.56966195,10.96442660704116,5.666014335109229e-28
1.030470740955112,0.02413520081549925,1461826191.9240363,42.695759974508256,0
0.012105435341227487,0.0026143017493910877,5930.510527119121,4.630465991176051,3.726263168539616e-6
-0.006275035942533675,0.002812876887065994,12445.955482881714,-2.2308249505647324,0.025710474990766796
-0.004248826133251581,0.004662976831313966,25688.449070267852,-0.9111831962618432,0.3622074063606948
0.0020211755672847774,0.0026591239247588322,4551.352460181037,0.7600907759378257,0.4472396959962208
-0.002391873292021024,0.0025725695539991545,4055.08058465967,-0.9297603978492122,0.3525504981616744
-3.1763495593676184e-4,0.002197177986695818,6586.80971012034,-0.14456496372168318,0.8850587843460905
-0.0021537258394692584,0.001935703010662788,5645.2167337961455,-1.1126323757340333,0.2659137263113025
0.005058549394970687,0.0023507681465317542,2251.878798868953,2.1518708267482287,0.03151354384347921
3.5584524823031036e-4,0.0038215805792142545,8904.621402668974,0.09311467882314674,0.9258145508893638
0.0014467018446690035,0.002064500579973003,5197.622312310274,0.7007514837743091,0.4834894883008213
0.00928420808988562,0.0021963171029499777,4452.8056030996195,4.227171057137223,2.4139049831537063e-5
2.623904932824475e-4,0.0030560301661717412,7196.6309703015,0.08585991597430515,0.9315801646999367
0.009730970315591567,0.005112792318628449,4818.919634222794,1.9032594537698697,0.05706622740055354
0.0018272875950375391,0.001993919497378375,4321.846961729957,0.9164299749513835,0.35949255216481524
0.13927429454282844,0.06647335254637429,520.2785976300033,2.095189864926182,0.03663696149071821
0.016736829148900668,0.006748492021777955,8841.927051449513,2.4800843054847665,0.013153609434942475
0.0842932893202459,0.06421141046159745,2835.2262296638332,1.312746266034114,0.18937470939891196
0.1225141927801159,0.052723471090973355,1144.5044623465958,2.3237125751587935,0.020315353800121227
-3.894549574186274e-4,0.0021277453936037103,287.6583010241746,-0.18303644721280166,0.8548983595906737
