(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,water1,air1,healthcare1,security1,social_support1,respect1,education1,interesting_activity1,recreation1,occupation1,freedom1,personal_income,relative_income,satisfaction_standard_living,country_average_food,country_average_housing,country_average_health,country_average_water,country_average_air,country_average_healthcare,country_average_security,country_average_social_support,country_average_respect,country_average_education,country_average_interesting_activity,country_average_recreation,country_average_occupation,country_average_freedom,gdp,growth,government_effectiveness,democracy,social_protection
1.8585619501842768e-4,-5.622660705984155e-5,-4.5068464062052426e-5,-3.653557179770143e-5,8.370354053015282e-6,4.743400778942109e-5,-3.7936452799384004e-5,-1.4905845304418739e-5,-1.1978125929547736e-5,5.739975285497193e-6,1.951799456204929e-5,-7.199852545712398e-5,-4.2279612806177825e-5,-7.299268688274921e-5,-5.041106397086308e-5,-7.759614169371718e-6,6.964645228882295e-8,-1.1816746413002618e-6,-1.9810784876239013e-7,-2.495635958635803e-5,1.3404076619778218e-4,-1.2978119298506681e-5,1.8381870229961147e-5,1.5794304155204154e-5,-1.1962275420113794e-5,5.7521938069170025e-6,5.9122583067936846e-6,5.597323032489159e-5,-2.2010693958161915e-5,2.5231951122203616e-5,2.4754520616859272e-5,2.1870326618838528e-5,4.1094809811404305e-5,3.9585342493730264e-5,-1.3504274382188151e-6,6.474760333618814e-7,6.917024781950436e-5,4.041165670885102e-6,-3.725762848482677e-6,-2.2491230300311272e-7,-2.987098532205039e-6,1.3443781242291758e-6,-6.812138990472166e-7,-5.98961654910441e-7,-4.2063256119549727e-7,-8.44391606578584e-7,-1.9481496529328872e-7,4.5551784538999944e-7,7.291169883231554e-6,3.7697785697981163e-6,-1.1244735363164434e-6,-7.159737721239047e-5,-1.1716826585403022e-5,1.8241595328874055e-5,2.332381259423222e-5,4.2970136855702065e-7
-0.001564410091390551,4.733933208899537e-6,5.723166391392458e-5,6.087635813434141e-5,9.333200020681306e-5,5.440503245658119e-5,6.50031892423997e-5,7.261794714693014e-5,1.978857042848108e-5,6.751544289463864e-5,3.47200867156616e-5,-2.869965623786436e-5,6.585701746957865e-6,-9.625121955214528e-6,-2.184136558420802e-5,-4.488035871189087e-7,2.0719969689371898e-9,2.3778814113458696e-5,8.89434180638652e-6,-6.178214403917265e-6,-1.2978119298506734e-5,1.5095726739214384e-4,3.798502534319964e-5,-8.34003685321839e-6,3.0982655539739065e-5,-2.5389301191898008e-5,1.673057868124165e-5,2.673687696254622e-6,3.921142304189022e-5,-3.115225997361555e-5,-1.067442847411218e-5,1.9087997335684994e-5,1.95486589589054e-5,3.4812405423718925e-6,1.6054498216147627e-5,-7.641579962433909e-7,4.381642896288188e-5,-6.424327707092748e-6,6.746122978495648e-6,-2.3577046662943254e-6,-5.5042075217086754e-8,-1.6343452046775641e-6,3.1978393269688005e-6,3.3242144765835886e-6,-1.7456427542522713e-7,5.314341064063375e-6,1.0061871892602346e-6,-5.845106152184155e-7,-1.0643194175159123e-6,4.617761422764377e-6,-6.031223618831924e-6,8.563170947269176e-5,-7.394803748594097e-6,-6.537857241062023e-5,7.682344116552504e-5,-3.2696798784223284e-6
4.98833552722238e-4,-9.110835205862971e-5,-1.0616086681763461e-4,-3.421059212799711e-5,6.896877421175255e-5,3.163596526457466e-5,-4.836025240608369e-5,-5.140783191946097e-5,-1.1486567067118025e-4,-8.027729213447757e-5,-2.0571586426160253e-4,-2.3488613266692387e-4,-2.1175695050939107e-4,-0.00012363066991106903,-1.430599820712252e-5,-1.9335667276530184e-5,1.6164362333611882e-7,1.6456150466225523e-4,1.886535645184638e-4,7.035259909207493e-5,1.8381870229961218e-5,3.7985025343199534e-5,3.142523183532403e-4,-4.110208756383627e-5,4.3585878669851475e-5,-3.8917340815066565e-5,3.076387548517605e-5,5.015170826375704e-5,1.343973063471098e-4,-4.885454128442927e-5,2.628578413051917e-5,3.9934328739097746e-5,7.118235008116952e-5,8.053935579179381e-5,5.398233017880596e-6,-2.3509223219982057e-6,1.7312266042399406e-4,-5.650206090914668e-6,-1.196770494096576e-6,6.161636111194853e-6,-5.580542772038255e-7,3.104515022871423e-6,4.969351948621783e-6,1.3977896467313423e-6,6.3501053999221955e-6,2.2466003095631532e-7,8.552002458012793e-6,-2.935978573725238e-6,-7.82128135831794e-6,-8.230655420036297e-6,6.238705080063682e-6,-1.0145063336965937e-4,-5.420117859854232e-6,1.6980264967910314e-4,-1.9860408056794673e-5,-4.577844706991099e-6
-7.901415741955908e-4,3.5465124219275166e-5,6.059894052161949e-5,4.162430457376389e-5,-2.0854667408572806e-6,7.426849647335741e-5,5.341252493157225e-5,3.339070900240924e-5,3.1749534327997616e-5,3.503358556197068e-5,6.519730612552962e-5,4.201055009915772e-5,4.949968648857115e-5,3.267870782957963e-5,-2.032633910471861e-5,6.439983756365427e-8,1.2235195892143618e-8,-3.355176645039742e-5,-3.198265102007621e-5,-2.4445687450970878e-5,1.5794304155204113e-5,-8.340036853218395e-6,-4.110208756383625e-5,6.688975102061338e-5,-2.4381562781321605e-5,2.0610509152281755e-5,-3.8124114798605803e-6,8.385000023447214e-6,-4.3705749669676396e-5,2.0691291008153016e-5,-8.534728595818568e-7,1.0205787412429494e-5,4.8168259650726155e-6,-2.5155467286449805e-5,9.374165449857992e-6,2.69365008815826e-7,-3.743076591574643e-5,-9.354229587849079e-7,2.5931836969507705e-6,3.306338440343943e-6,1.107985615353696e-6,-2.402856363185673e-7,-2.1660683396944814e-6,-1.716505178410071e-6,6.490948274770942e-7,1.8205931220032054e-6,-1.9040225953497425e-6,-8.820217106122609e-7,3.3611699030933806e-6,2.134614190135969e-6,-1.5180333021901517e-6,9.346804068663717e-6,2.438011064852263e-6,-4.3613605793632045e-5,-1.3515413648774515e-5,1.0106142030785152e-6
3.227051280769086e-4,-8.682478759313636e-6,1.4377647271672294e-5,1.1923978800179216e-5,7.661425925616282e-5,1.9199811224313337e-5,6.074453427878504e-5,4.260592098204568e-5,2.7818368295837736e-5,5.843722074658596e-5,3.746959425141684e-5,3.088080284050924e-5,1.92559575251542e-5,2.351499951825006e-5,-9.314040615520891e-6,-5.708628880367119e-6,5.0919367524873556e-08,4.1348732630712056e-5,3.091040121472579e-5,2.2348397434366308e-5,-1.1962275420113794e-5,3.098265553973906e-5,4.35858786698515e-5,-2.4381562781321608e-5,8.547941210721459e-5,-2.2238788080618135e-5,3.176936754760349e-7,1.3378714928332316e-5,5.368289276275968e-5,-2.5416810185950425e-5,4.4801346509175095e-7,6.651967786586322e-6,1.0799256828924799e-5,1.1296105446407677e-5,3.637341973372099e-6,-9.687382776380635e-7,1.8873304801379476e-5,-2.3755253436089067e-6,3.6987902571441717e-7,5.624113381124645e-7,-6.435875809065911e-7,3.901011491911725e-6,5.252706119058002e-7,1.3770447228709654e-6,9.703555885787815e-7,-1.9294135349122967e-6,4.268975015929898e-6,3.201324240053959e-7,-2.656803588104601e-6,-3.7056503388761192e-6,-7.562409451883255e-7,-3.702042298677315e-5,3.806773051382677e-6,1.875060885968732e-5,-4.643134029220516e-5,1.2595155468572588e-6
-0.0012487924598443374,2.1915610078213827e-6,-8.304023718321504e-5,-5.569672984562658e-5,-2.8439507117645138e-5,2.2850734586481395e-5,-5.31421780273602e-5,-3.731751890347323e-5,-5.252809095674434e-5,-7.42380822834788e-5,-1.208729193456016e-5,-7.183885666384441e-5,-6.901945960195548e-5,-4.301569513241352e-5,-2.648587579524455e-5,1.184033499971574e-6,5.70055362311772e-9,-1.6435257964748976e-5,-1.441046617780365e-5,-1.6343061178982634e-6,5.752193806917025e-6,-2.5389301191898005e-5,-3.891734081506655e-5,2.0610509152281772e-5,-2.223878808061814e-5,8.28709712300861e-5,-1.8163523159517004e-6,-7.76297471545095e-6,-4.8325537846583055e-5,2.975088159786838e-5,2.0734620087841837e-7,8.240470314282938e-6,-1.4614936866915899e-5,-6.177697066454757e-6,1.569039665072624e-5,3.5208849739203795e-7,-2.5087714335895478e-5,4.317630859124884e-6,-2.1837115400641093e-6,8.06471370742546e-6,2.976450879829475e-6,2.29693990579691e-6,-3.251171278037173e-6,-5.964851940100222e-7,-1.869380448267068e-7,4.392300438623364e-6,-6.457356357566055e-6,8.506029520611898e-7,-4.277643933336443e-6,5.353112795934703e-6,-8.512258511794166e-7,2.28194783767918e-5,-8.464466684687264e-6,-1.5169471366947097e-4,9.060019013985917e-5,-4.717886629383769e-8
1.500019082193126e-4,-6.145754922978834e-6,-2.2112931995795414e-5,2.939476414094473e-6,2.16977671184193e-5,-1.7646108648625094e-5,-6.363585694138677e-5,-2.5825270773588038e-5,-2.3144973425856594e-5,-1.7120384040510685e-5,-1.9844468379508655e-5,-9.859697166837174e-5,-2.9105925294034616e-5,-3.961183714149919e-5,-1.883699572484837e-6,1.1672582859250307e-7,-2.857208185710179e-9,2.6690176732981108e-5,2.580026660283436e-5,1.2377965454260397e-5,5.9122583067937e-6,1.6730578681241662e-5,3.0763875485176044e-5,-3.8124114798605875e-6,3.1769367547603376e-7,-1.8163523159517095e-6,5.6959140906675015e-5,1.1374101564469056e-5,1.8813735229427991e-6,1.537595723595035e-5,1.2787689202682365e-5,7.740144739584078e-6,3.653503620065974e-5,5.588143087894889e-6,1.1540389282861732e-5,-1.2931232685488114e-7,3.4596671256327465e-5,1.4935355122851185e-6,-1.05672040117803e-6,-2.2783533612270944e-6,-1.2890469839599148e-6,8.3466893089191e-7,-4.099424223403383e-6,2.3103029868303982e-6,-8.005344079119293e-8,1.3676766651950475e-6,-7.416724738532002e-7,1.7763999630248626e-6,1.9381389895644297e-6,1.6329225337129874e-6,-1.8101652435977644e-6,-3.08701527684086e-5,-3.427515956959547e-6,5.221783027505269e-5,5.306327553550257e-5,-1.5958934308808464e-6
-0.0017570666134507484,-5.5234925050790735e-5,-1.095650305092079e-4,-8.868137411082484e-6,4.883882906244708e-6,-6.168990363920019e-6,-4.259195231559435e-5,-9.754832267293768e-5,-1.1032893066151415e-4,-6.642073918956003e-5,1.0093756980257006e-5,-2.955342812236761e-5,-1.3275336711613404e-5,-3.7788805368979424e-5,-4.604680305621889e-5,-8.7352583580144e-6,7.705551041237615e-8,8.80227771011625e-7,3.0097709183124088e-6,-2.7712200777990786e-5,5.597323032489172e-5,2.673687696254602e-6,5.015170826375711e-5,8.385000023447188e-6,1.3378714928332306e-5,-7.76297471545095e-6,1.1374101564469042e-5,2.082491867293569e-4,-1.610982735048248e-5,2.9180583175121614e-6,6.777907901122151e-6,1.556847869385271e-5,6.121988883006854e-5,2.0181963675152804e-5,1.7139343346878025e-5,4.5649771366780046e-7,2.9764886950715494e-5,2.0063098073876597e-6,2.231866051811331e-6,1.97270487822613e-5,-3.895754222573459e-6,2.904395832869591e-6,-3.222147222902784e-7,2.911439169055241e-6,2.62526200801395e-6,8.25317363146466e-6,-5.205780828821606e-6,7.218848326755881e-7,-2.6350204142664506e-6,8.379147060865564e-6,-6.921138385235851e-7,-1.7467840527118632e-4,-8.55061758501581e-6,1.7620602472182434e-5,1.5487505574766164e-5,2.5938217115409603e-6
0.0013769172368667403,-9.796949811482383e-6,8.737634424038033e-5,9.190075988776179e-5,1.1815527285068425e-4,8.588220549307429e-5,1.3063861702173102e-4,1.2882253701173408e-4,9.002242319336955e-5,1.45834823003985e-4,2.8996200432265228e-5,7.877300731253958e-5,7.963422238932088e-5,8.710627251597303e-5,-1.6463143967707952e-5,-7.772341530218987e-6,5.4715794282653266e-8,1.0492763961241444e-4,9.842674781749762e-5,6.966250217043682e-5,-2.2010693958161962e-5,3.9211423041890216e-5,1.343973063471097e-4,-4.370574966967638e-5,5.3682892762759666e-5,-4.8325537846583076e-5,1.8813735229428326e-6,-1.610982735048254e-5,2.590051630485696e-4,-6.999673330839259e-5,1.3868276949107004e-5,-1.3842127902798284e-5,5.253906659247254e-6,5.342358020910795e-5,-3.133517720801252e-5,-1.5287302513959108e-6,8.537791554739843e-5,-6.087983096267083e-6,4.447337102002088e-6,-1.102319300019202e-5,-5.318218072130749e-7,2.948003729693205e-6,5.890840615016704e-6,-3.0373648827877214e-6,-2.2542067173682875e-6,1.966817494697212e-6,1.2501829497754687e-5,-6.118304493159739e-6,-4.3829160133648615e-6,-8.742442050640047e-6,4.782214382218521e-6,-3.684411831703266e-5,-1.0678779079340823e-5,1.1334477606842252e-4,-1.1443492663635305e-4,-3.1280767593556787e-6
0.0021098827944658963,-7.120605976394917e-5,-3.077164848785601e-5,-6.869233220636109e-5,-1.2018209313756353e-4,-1.758825588461588e-4,-1.150774098085654e-4,-6.876976610789822e-5,-2.2755105950718818e-5,-4.98060666438858e-5,-1.2090894101837562e-5,-1.0910705860037742e-4,-8.61727855662481e-5,-6.503806537518146e-5,9.300120443369522e-6,2.832785414972333e-6,-2.6640742836035742e-9,-2.261081548515529e-5,-2.4497222908767155e-5,1.441713372572791e-5,2.5231951122203643e-5,-3.115225997361553e-5,-4.885454128442925e-5,2.069129100815302e-5,-2.541681018595041e-5,2.9750881597868375e-5,1.5375957235950337e-5,2.918058317512176e-6,-6.99967333083926e-5,1.8418240244767205e-4,1.273017930471531e-5,-1.9861826438374954e-5,1.456873472224373e-5,-3.0075849279373426e-5,1.2212524873665683e-5,6.333345770002445e-7,-6.17143633846995e-5,2.675166568581318e-6,-1.4761191730781887e-6,-2.1106059005137644e-6,2.4674015251492847e-6,-2.1823777195318044e-6,-5.11108942512117e-7,2.6223375147078517e-6,1.2912674117005974e-9,-8.559809770362087e-6,-3.190823493689161e-6,3.56640100187885e-6,1.6000490688817451e-7,-7.848960002420672e-6,-1.8569546127685897e-6,-9.304787059838763e-5,-3.852767326533813e-6,-3.782120008946106e-5,-2.7919386323238033e-5,4.3460182729098165e-6
5.190281192484303e-4,-1.1006098789215162e-5,6.483252456967676e-5,5.295990177055693e-5,7.167409843162725e-5,5.987057928368341e-5,5.506437723658933e-5,4.3965515487201044e-5,6.911987992181155e-5,5.3384695977841286e-5,3.414822211514171e-5,4.646660705427206e-5,3.2199858448019085e-5,6.427107917758794e-5,-7.4366655117206025e-6,-1.251763506924868e-6,4.6704216911349195e-9,2.580464323023997e-5,1.723829268793571e-5,-1.5702745180931488e-6,2.4754520616859255e-5,-1.0674428474112192e-5,2.6285784130519196e-5,-8.534728595818557e-7,4.48013465091745e-7,2.0734620087840664e-7,1.2787689202682375e-5,6.7779079011221495e-6,1.386827694910701e-5,1.2730179304715305e-5,5.9106901302098e-5,6.74553232119904e-6,1.5073646530835145e-5,1.9156497034946123e-5,-1.0823760642141547e-5,4.354732183672148e-7,3.4112913474325276e-5,5.585260105660614e-7,4.2079360505823336e-7,-1.6598926623409139e-6,1.979396567478291e-6,-8.908337066137976e-7,-2.10553887398464e-6,-1.5263588079353637e-6,-3.690971029442451e-7,-8.745873280811721e-7,-5.040330827450025e-7,5.361587026401516e-7,1.0149812849137612e-6,-3.5611411491327688e-6,1.219932299985761e-6,-1.288824891143017e-5,1.4680854722606191e-6,8.481562213375575e-5,-4.5883477031880225e-5,-3.3318049270191414e-7
-0.001238773891003156,7.058871913531808e-6,1.1259243630628259e-5,3.386863448857401e-5,6.0343933111099295e-5,1.1114228423857415e-4,1.8196672240355463e-5,3.2701922917747045e-5,-2.0796539577773794e-5,-4.664202516866186e-6,-3.417798277086765e-6,-1.1319372162786946e-4,-5.631820990161128e-5,-4.1886329451645474e-5,-4.785856486042288e-5,-6.584529535598091e-6,6.772591148174671e-8,2.4550836352940246e-5,2.2875743354836585e-5,-1.097075062377753e-5,2.1870326618838484e-5,1.9087997335685045e-5,3.993432873909774e-5,1.0205787412429493e-5,6.651967786586321e-6,8.24047031428296e-6,7.740144739584063e-6,1.5568478693852773e-5,-1.3842127902798249e-5,-1.9861826438374978e-5,6.745532321199048e-6,9.190787364775806e-5,2.7378226016028367e-5,2.3863029044079724e-5,2.722388243459913e-5,-7.139270948159364e-7,6.637756425105094e-5,-2.2114728190393358e-7,-1.6899885590802028e-6,-6.748931291852556e-7,-1.7470040872619346e-6,-4.2128529130768144e-7,-2.328822310315198e-6,2.879898057064119e-6,3.889845843748175e-6,-7.680331098922755e-7,-2.3200949955822315e-7,3.3533790518694237e-6,6.476610616634124e-6,7.764640151579188e-6,-1.284306495067056e-6,3.4721680597717913e-6,-8.741906577022852e-6,2.997976488044672e-5,6.81348397976502e-5,-2.750607654007956e-6
5.445459562163701e-4,-2.5923301513016237e-5,-7.586784707150523e-5,3.9115469065069285e-5,3.742256706640807e-5,7.650900633019152e-5,-2.354385594500452e-6,-2.1303285797290106e-5,-7.604259357858626e-6,-1.6895835183309407e-6,5.781134749663972e-6,-9.73031626229182e-5,-9.708696058257174e-6,5.299506108178782e-6,-3.782204778352735e-5,-4.975956879929627e-6,2.352074013167152e-8,4.319737760930453e-5,7.011395304620063e-5,2.1908251292666547e-5,4.109480981140438e-5,1.954865895890539e-5,7.11823500811695e-5,4.816825965072625e-6,1.0799256828924795e-5,-1.4614936866915899e-5,3.6535036200659754e-5,6.12198888300686e-5,5.2539066592472704e-6,1.4568734722243737e-5,1.5073646530835157e-5,2.7378226016028353e-5,1.4236452767974533e-4,2.9611526148209055e-5,9.003433505382573e-6,6.841913657613741e-8,8.14047754092301e-5,2.940112330987799e-6,-6.678482664121822e-7,5.693657874855565e-7,-1.1146505904116038e-6,9.424950068294828e-7,-1.9337972573785616e-6,3.9981236433861515e-6,1.188001026487892e-6,-3.9761086144553616e-6,-4.590076134662648e-7,7.416352636003995e-7,2.071896081002249e-6,6.154612073573063e-6,2.558291244700159e-6,-2.2313883892043874e-4,-1.0661049494116657e-5,6.486942121871126e-5,-8.393993865619706e-5,5.367024768903956e-6
1.7911141056819066e-4,-3.7842674746320904e-5,-3.578000355012044e-5,-1.0580259236710293e-5,-1.6628903349479005e-5,4.420900390972903e-5,3.825963756548869e-5,4.211575697045351e-5,-1.8978423887168415e-5,2.0228782827275883e-5,-4.938901396389125e-6,-4.464836806468253e-5,-2.2985964207049114e-6,1.9403322439378647e-5,-3.375430821442559e-5,-4.471776813783111e-6,1.3997807917655828e-8,5.44362633159942e-5,5.464392344828526e-5,1.4780536803664405e-5,3.958534249373035e-5,3.4812405423719268e-6,8.053935579179378e-5,-2.5155467286449798e-5,1.1296105446407687e-5,-6.177697066454728e-6,5.588143087894888e-6,2.018196367515279e-5,5.342358020910801e-5,-3.0075849279373426e-5,1.9156497034946144e-5,2.3863029044079697e-5,2.9611526148209092e-5,1.1055634798941692e-4,-4.311210973961402e-5,6.485729071867298e-7,7.017643812716442e-5,1.3627050132196274e-6,-3.7399167265801997e-6,8.789458457845296e-7,-9.384972954259163e-7,2.0791618209353187e-6,2.6308984627514294e-6,-1.5157528525022603e-6,-7.605439825505935e-7,-2.4151408537713627e-6,2.9931814666845846e-6,-1.8784050281890348e-6,-4.830960363111351e-8,3.2830335380362446e-6,1.965288335622285e-6,-3.0868165871984405e-5,-9.149439294487388e-6,-1.08247162794203e-5,3.2471830265312605e-5,-2.360678571660102e-7
-0.0012639227018447054,3.3162437530023434e-5,-1.0770658178013579e-4,-5.2295729870192076e-5,2.8912482326126596e-5,2.4991727842767588e-5,-8.896514682803805e-5,-1.6016299602287736e-4,-2.2332086329036e-4,-2.728090298791174e-4,-1.7661372995563362e-4,-1.651002821794156e-4,-1.4062444584820612e-4,-7.784180803455944e-5,1.9639672751570905e-6,-5.176853073606688e-6,6.287530633600709e-8,6.489084312509939e-6,-9.438559202523043e-6,9.00747020049467e-6,-1.3504274382190703e-6,1.6054498216147614e-5,5.398233017880622e-6,9.374165449858062e-6,3.6373419733719923e-6,1.569039665072628e-5,1.1540389282861754e-5,1.713934334687789e-5,-3.133517720801268e-5,1.2212524873665658e-5,-1.0823760642141524e-5,2.7223882434599113e-5,9.003433505382502e-6,-4.3112109739614e-5,2.4147912720212585e-4,-5.702395228718929e-6,9.909536442073862e-7,-3.2054144836186254e-6,2.146681474892276e-6,1.215797919788063e-5,-3.4625029773570824e-6,-2.0936388072870584e-7,-2.9952836147105315e-6,4.475664559013486e-6,2.8568353231199395e-7,-1.4019397676176819e-6,-3.335631445062713e-6,1.7076724994543132e-6,-9.500611082115413e-6,5.345310594787424e-6,4.888239650991369e-7,-6.269887970476075e-5,1.903720341130259e-5,-4.5513456288477945e-5,4.4919571948772484e-5,-1.23310840680058e-6
-8.745392022353127e-6,-3.469774136673192e-8,2.2431420711633173e-6,2.6617226750844175e-6,-5.81226776241344e-7,-9.991962116551038e-7,1.531444376716969e-6,3.6838005969006e-6,6.186087803606308e-6,6.5833396312617235e-6,5.987030172380119e-6,5.865552823684608e-6,6.293154697059233e-6,3.2712972632260674e-6,-1.0362209208217461e-7,3.086071570938544e-7,-3.2965641178460856e-9,-1.50929977277588e-6,-1.1785467295771634e-6,-1.2267184145193184e-6,6.47476033361887e-7,-7.641579962433911e-7,-2.350922321998207e-6,2.6936500881582426e-7,-9.687382776380597e-7,3.52088497392037e-7,-1.293123268548811e-7,4.5649771366780343e-7,-1.5287302513959068e-6,6.333345770002467e-7,4.3547321836721466e-7,-7.139270948159358e-7,6.841913657613997e-8,6.485729071867284e-7,-5.70239522871891e-6,2.2582127619788777e-7,-2.8671388702849225e-7,1.7355199596315047e-7,9.472781974586569e-8,6.942450449502255e-8,9.963019751357279e-8,-3.361388222435156e-8,-1.2249867427911062e-7,-5.494020013357036e-8,-8.517959765803848e-8,5.684980176240511e-8,-1.8395281837330826e-7,1.2145219625781939e-9,3.0206091601770345e-7,-5.659588176132106e-8,-6.828645755219974e-8,1.7817105076225128e-6,-4.3694960685706987e-7,-3.062302193709674e-6,1.5878234590420502e-6,1.0284477935896011e-7
-0.0015930868531320074,7.344368492322063e-5,2.490688326424366e-5,4.49895551224502e-5,2.1968915281182539e-4,1.9482369399403891e-4,5.03394213940907e-5,8.486233289428023e-5,-3.229097337155599e-5,-5.702214534662576e-5,-1.9455350550731315e-4,-1.4703375389211998e-4,-6.891705360889913e-5,-9.694640296949633e-5,-8.086533889608653e-5,-2.0311844530348404e-5,1.4159093470154004e-7,1.5856563930340793e-4,1.8980825324540947e-4,5.885293731554007e-5,6.91702478195042e-5,4.381642896288192e-5,1.7312266042399422e-4,-3.7430765915746454e-5,1.8873304801379435e-5,-2.5087714335895457e-5,3.45966712563275e-5,2.976488695071531e-5,8.537791554739848e-5,-6.171436338469951e-5,3.411291347432531e-5,6.637756425105093e-5,8.140477540923023e-5,7.017643812716451e-5,9.90953644207386e-7,-2.867138870284923e-7,5.825079184044757e-4,5.542544607545912e-6,-1.3107371916108044e-5,-1.0786192983495252e-6,-8.664597222967029e-6,8.133258333237046e-6,-2.4594098111447162e-6,2.6875886348199223e-6,1.1981072099899118e-5,1.4150630652950284e-5,5.035942586802251e-6,1.03684002895327e-6,4.943258008955376e-7,1.3108167893985272e-5,3.4936981684796437e-6,-1.5964344221326492e-4,-1.1787402513595823e-5,2.196349538796514e-4,5.552945365451266e-5,-1.2056022305774663e-5
2.1569335059722322e-4,5.793430702755142e-7,-2.3894629256868012e-5,-2.692763497420577e-5,-3.502220465723289e-5,-1.9878788376433504e-5,-2.330249111184115e-5,-8.234434885231468e-6,-1.4215656536925474e-5,-1.6973263357736316e-5,-7.465765686874234e-6,-1.7244938790591536e-5,3.331047806901936e-7,-1.1538496570744488e-5,-1.0151870887554725e-6,4.907428079867656e-7,-6.185572964974364e-9,3.706568788257756e-7,5.147813083307262e-6,3.736438259781455e-7,4.041165670885088e-6,-6.424327707092752e-6,-5.65020609091468e-6,-9.354229587848962e-7,-2.375525343608896e-6,4.317630859124862e-6,1.4935355122851221e-6,2.0063098073876695e-6,-6.087983096267084e-6,2.6751665685813205e-6,5.585260105660628e-7,-2.2114728190392725e-7,2.9401123309878052e-6,1.3627050132196142e-6,-3.205414483618701e-6,1.735519959631519e-7,5.5425446075459166e-6,6.834573636869302e-6,-4.719714118136032e-6,-1.0056118011763598e-6,-1.4487162292893713e-6,1.760152023543188e-6,-6.334843558849216e-7,-5.899110105836062e-7,-2.7595062493084375e-7,2.1959049036079356e-6,-1.3546821647791024e-6,6.581263321836847e-7,-6.651570451734918e-7,-6.320401935927696e-7,1.4506334993460163e-8,-2.0957113547436325e-5,9.762370891835072e-7,-9.875710526777506e-6,-3.795252253888164e-6,2.3700419642178637e-7
-3.574036089597281e-4,1.2300886568562068e-5,3.341335910316353e-5,4.7022987170610594e-5,3.514740748364984e-5,2.1549735430794205e-5,3.765059905289601e-5,3.6366494441603915e-5,5.1071515970414695e-5,5.9405889452577533e-5,5.966190251368719e-5,5.580864901855295e-5,5.030874804871643e-5,4.959423077463145e-5,1.9150186219513815e-6,1.6843204225923611e-6,-1.3981344886630116e-8,-4.120421952097107e-6,-1.3357884585990921e-5,-6.013995252983331e-6,-3.7257628484826727e-6,6.74612297849565e-6,-1.196770494096546e-6,2.5931836969507667e-6,3.6987902571441616e-7,-2.183711540064108e-6,-1.056720401178028e-6,2.23186605181133e-6,4.4473371020020895e-6,-1.4761191730781897e-6,4.207936050582325e-7,-1.6899885590802039e-6,-6.67848266412187e-7,-3.7399167265801997e-6,2.146681474892287e-6,9.472781974586539e-8,-1.3107371916108042e-5,-4.719714118136019e-6,7.912276381790077e-6,1.095838759479164e-6,2.1137824706089105e-6,-2.034462231638838e-6,-7.582969379334491e-7,-4.6767640846763647e-7,-2.090985264327957e-6,-2.015236887945705e-6,1.242287223397392e-7,-7.173531945689415e-7,9.462852853468845e-7,3.5976650802482604e-7,3.0633628023071505e-8,2.4556493600058152e-5,-2.9784935671989875e-6,-1.8507733517224883e-5,-2.1917065732667245e-6,1.77753818124697e-7
-0.0011927632764094508,-1.7660019760140636e-6,-2.022837998395311e-5,2.2485622150245688e-5,2.6775202019907883e-5,1.079570333482606e-5,-1.143239918067863e-5,-2.480072247857347e-5,-3.888258236573899e-5,-7.006382390552917e-5,-3.30509835005292e-5,-1.8342432431599512e-5,-3.361784502132103e-5,-6.246106111243481e-6,1.2437015988543545e-7,9.020359380672414e-8,1.0322964015546538e-10,-9.795597312077751e-7,3.058716238978299e-8,-4.583505986253013e-6,-2.2491230300309952e-7,-2.3577046662943174e-6,6.161636111194782e-6,3.3063384403439476e-6,5.62411338112468e-7,8.064713707425465e-6,-2.278353361227102e-6,1.9727048782261307e-5,-1.1023193000192015e-5,-2.1106059005137653e-6,-1.6598926623409137e-6,-6.748931291852587e-7,5.693657874855591e-7,8.789458457845277e-7,1.2157979197880637e-5,6.942450449502351e-8,-1.0786192983495223e-6,-1.005611801176322e-6,1.0958387594791734e-6,2.1743352929370833e-5,-1.3011229951002588e-6,-9.720113153355676e-9,5.14167416063928e-7,1.0666704166855609e-6,-1.3364025749008734e-7,2.6503131162126442e-6,-3.861623791212744e-6,-1.3483284065237533e-6,-5.967534527510238e-6,2.923344584068137e-6,1.6056822116028595e-6,-6.305488137633956e-5,3.673537980676159e-6,-5.3606576371077135e-5,4.2456662314595733e-5,2.485170070240555e-6
