(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,personal_income,relative_income,gdp,growth
0.17144243435242093,-2.2335769478174662e-5,-0.001308141980385692,-3.202816774573302e-4,-0.001135837352132118,7.64966311525651e-4,6.263982523033625e-4,-3.5753882337256795e-4,0.003351744757995022,0.004283678702073415,0.00691948365087059,7.772479450544489e-4,0.003558098112465052,0.003143470141545322,1.997914254003701e-4,1.663158225220123e-4,-1.3458993349061861e-6,-0.002750446580448542,-0.0016496627123398948,-0.0013071796829401065,-4.786825739349055e-4,2.0801904311890422e-5,-0.01811053668271568,-0.0015392058339528006
-2.2335769478168234e-5,0.0017593621278295475,0.0013099783224305005,0.0011827179078418414,0.0012770426558260555,0.0012089907496584157,0.0010937351480434137,0.001269605236720854,0.0011799862716936813,0.0011312011488229252,0.0011916584565114675,0.001017576763084084,0.0010293389873343643,0.0012218505740416387,9.151486634097945e-6,4.007679534409097e-6,-2.8243481468129287e-8,8.475065964158415e-5,8.117221936276314e-5,1.5725495917907916e-4,5.049865264998885e-5,-1.613261733222187e-6,-1.8355723687184803e-4,1.5498943941345562e-5
-0.0013081419803856573,0.001309978322430499,0.0031231615920526952,0.0022710554105780764,0.002040586922145393,0.002091647318412457,0.0019420258495524733,0.0018200815874874871,0.002103269205693259,0.0020464806026707708,0.0019529710162365344,0.0019099020602933565,0.0017521613058039912,0.0018379856485830782,4.6297189602040476e-5,1.1272890686924055e-5,-7.606907287253641e-8,1.10346773303606e-4,6.182188499550782e-5,8.79005840386495e-5,-7.974110830267065e-5,4.943671124758453e-7,-6.365834311817005e-5,-6.822175040398823e-5
-3.202816774573294e-4,0.0011827179078418369,0.002271055410578073,0.0028168084147204217,0.0023132980193761154,0.0022697982345769112,0.001973602647752009,0.001831003749824054,0.002030022331848965,0.001834460466421775,0.0017928603446584223,0.0016894777576567336,0.0015372220373229882,0.0017488458123499913,5.0904308923452824e-5,6.944942891044269e-6,-5.141308180856111e-8,1.922385873306727e-4,1.4338251413159884e-4,1.568705471249307e-4,1.6686711195738547e-5,-1.8861957608557969e-6,-1.931567742936935e-4,-1.590015111776588e-4
-0.0011358373521321147,0.0012770426558260475,0.002040586922145389,0.0023132980193761137,0.002825828966348469,0.0023770278250971996,0.0019768043255281474,0.0019359662379693882,0.002135485067020828,0.0019113771822670308,0.0018515363277143444,0.0017775592296905584,0.0015001906814392544,0.0018034865249127827,-6.364660292260791e-6,-1.3649763260751969e-5,1.1769916269650304e-7,2.4574984376367326e-4,1.8375447157695807e-4,2.0966136478113906e-4,7.104114452457053e-5,-3.611552824845459e-6,-8.205233071187558e-5,-9.759956188816349e-5
7.649663115256809e-4,0.0012089907496584092,0.0020916473184124517,0.0022697982345769112,0.0023770278250972005,0.0031530800644660444,0.002418335514246383,0.0023026093621479104,0.0024135934071312154,0.0021893768081487643,0.002265161800281855,0.0019787114200919467,0.0019163299970183037,0.00221877150686166,-1.0622999709075346e-4,-1.8629735858145533e-5,1.5733017154712913e-7,2.096556889833285e-4,1.679339474332639e-4,2.2649561298433867e-4,4.271601434238339e-5,-2.5219616492918243e-6,-2.9246671152794275e-4,-1.1430302338676855e-4
6.263982523034226e-4,0.0010937351480434085,0.0019420258495524705,0.0019736026477520084,0.0019768043255281487,0.0024183355142463835,0.00285321540591075,0.0024644112210653077,0.002626431210044336,0.002533865298194579,0.0024366138477806246,0.0023143550119703437,0.0022070167546164236,0.0025948766318952543,-5.057528568501118e-6,3.0943775429875684e-6,-5.986124512523884e-8,1.779709574199249e-4,1.5516404465591043e-4,1.3454925522675203e-4,-7.903083392009076e-5,-1.310131772334461e-6,-2.547022084959086e-4,-9.810948861444318e-5
-3.5753882337244327e-4,0.0012696052367208491,0.0018200815874874828,0.001831003749824052,0.0019359662379693889,0.0023026093621479104,0.002464411221065308,0.0028479797119049625,0.00284255009780521,0.002771162960824663,0.0025421265552629814,0.002302377720085614,0.002278514469094982,0.0026330209916206036,2.205730505466237e-5,-4.96144986758932e-6,-1.673566601302286e-8,1.8871103923216154e-4,2.2637848525271633e-4,1.8741741714467451e-4,-1.6112587833146805e-4,9.968326823649815e-7,-6.493377478418266e-5,-9.257414105871148e-5
0.0033517447579951786,0.0011799862716936733,0.0021032692056932516,0.002030022331848962,0.002135485067020825,0.002413593407131213,0.002626431210044333,0.002842550097805209,0.003960250031977679,0.003742411233606494,0.0035624717549188763,0.00290541316103578,0.0029670820720268027,0.003358981541872039,1.1582858524015011e-4,2.7462201645464103e-6,-5.74696736202976e-8,1.5910704876665507e-4,2.1403343105181588e-4,1.2506109903874873e-4,-3.4955443858425737e-4,2.9013304238329807e-6,-3.434913300683514e-4,-2.065691111453097e-4
0.004283678702073442,0.0011312011488229172,0.002046480602670765,0.0018344604664217727,0.0019113771822670284,0.002189376808148761,0.0025338652981945764,0.0027711629608246613,0.0037424112336064933,0.0041300341462103,0.00382267861827489,0.0029755046407466293,0.003120684689934052,0.0035052150994176147,1.4005166637181708e-4,9.741093468518255e-6,-1.4145679419001425e-7,8.943426897170489e-5,1.7668139203229523e-4,6.157985049104971e-5,-4.227740233115238e-4,4.4174832960238525e-6,-4.0068936401615795e-4,-2.350082755968622e-4
0.00691948365087069,0.001191658456511463,0.0019529710162365323,0.0017928603446584245,0.0018515363277143463,0.0022651618002818576,0.002436613847780625,0.0025421265552629827,0.003562471754918878,0.003822678618274893,0.004341100248408417,0.0029500027024741233,0.003386609718254332,0.003609268231323414,1.0469183112440067e-4,1.0374728898053156e-5,-1.578400724756638e-7,-1.3714285690727583e-5,8.927006614788883e-5,2.673951825018089e-5,-3.114254551495967e-4,2.8111506503204336e-6,-7.575667885036407e-4,-2.168925551261749e-4
7.772479450545679e-4,0.0010175767630840828,0.0019099020602933586,0.0016894777576567418,0.0017775592296905673,0.001978711420091954,0.0023143550119703498,0.0023023777200856196,0.002905413161035789,0.002975504640746639,0.002950002702474131,0.004662046130053105,0.0037838573943637377,0.0035603337757470085,1.9117726191555422e-4,1.3524961221999572e-5,-3.1784368871842447e-7,1.880311018819983e-4,2.486206169976516e-4,1.6743234645294415e-4,-2.7131226849755433e-4,1.8322802286297117e-6,-2.1622291742230874e-4,8.910591191808717e-5
0.0035580981124651388,0.0010293389873343572,0.0017521613058039858,0.0015372220373229867,0.0015001906814392557,0.0019163299970183048,0.0022070167546164236,0.0022785144690949796,0.0029670820720268014,0.003120684689934051,0.003386609718254329,0.0037838573943637325,0.004565288004926018,0.0038081619434737744,1.7819391396130266e-4,1.763756799995012e-5,-3.833498087368949e-7,1.2316509913662524e-4,1.671194400743957e-4,7.779884143116406e-5,-2.3556734093872894e-4,4.564462890394677e-6,-5.420328032265339e-4,1.1937130532916098e-5
0.003143470141545425,0.001221850574041642,0.001837985648583084,0.0017488458123499982,0.0018034865249127942,0.0022187715068616724,0.0025948766318952634,0.0026330209916206105,0.0033589815418720477,0.0035052150994176264,0.0036092682313234228,0.0035603337757470106,0.0038081619434737887,0.004901113183349327,1.8173269060889425e-4,1.9636265296280823e-5,-3.8638484007414347e-7,1.0695446832745152e-4,2.537756035367142e-4,1.3361286514914568e-4,-2.1401684306346103e-4,2.688907454278372e-7,-5.046768629700846e-4,-2.6611249388988396e-5
1.9979142540036898e-4,9.151486634098053e-6,4.629718960204041e-5,5.0904308923452776e-5,-6.364660292260716e-6,-1.0622999709075339e-4,-5.057528568501215e-6,2.2057305054662428e-5,1.1582858524014996e-4,1.4005166637181708e-4,1.0469183112440068e-4,1.911772619155542e-4,1.781939139613025e-4,1.8173269060889417e-4,1.9883591244035392e-4,2.0129752205453507e-5,-2.1182641520887393e-7,-2.573685040114062e-5,1.3001424693654799e-5,-2.809484902878833e-5,-2.736144564722628e-6,-1.070671106344431e-6,-7.313355717776686e-5,2.5769555652291655e-5
