(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,security_obj1,social_support1,education1,occupation1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_security_obj,country_average_social_support,country_average_education,country_average_occupation,gdp,growth,government_effectiveness,democracy,social_protection,importance_rich,personal_income:importance_rich,importance_rich:relative_income,importance_rich:gdp,importance_rich:growth
0.15856117880219037,0.0029074289094326066,0.0030872142685040033,0.003332897724486978,0.003523061848362547,0.004516631119646162,0.004544255406223035,0.004926047900225894,0.005732086228614028,0.006462454981329943,0.007678652431689308,0.005473194625408668,0.006315067529486977,0.006864364847837915,-1.7333074920951902e-4,1.0183155768695774e-5,-9.189257101333432e-8,-1.1453607191864224e-4,-2.3361059264385823e-4,-4.142377616085007e-5,-1.982997803005282e-4,-9.742208863219254e-6,-3.3153184831557846e-4,1.1897569191063101e-4,1.4608260735848652e-4,-1.2176653491988206e-4,4.71835838643981e-5,0.0012196153878347256,-1.9204052846739193e-5,-2.5269623683241193e-6,1.258817906673057e-4,-1.0765097556344893e-4,-2.151011404839681e-4,4.770216096536997e-6,-3.83684125463456e-5,9.706027019127456e-5,-0.017267484492747735,-6.77051126201047e-4,9.383369487489109e-4,-0.0026637386670863043,1.2390962726752865e-4,-0.03962540911710114,-4.8339652682052344e-4,7.809890336762685e-6,0.004460302143102547,1.538988180386938e-4
0.08722087066878252,0.0017584450213540255,0.002186958179042458,0.0026459931343292904,0.003181448716970766,0.0037697021289460923,0.003978732758538934,0.003869316745961876,0.004777594662620924,0.005079073030245278,0.005473194625408903,0.006677153539094205,0.005790513685761946,0.00593426218098852,2.061176696730104e-4,4.597282925088582e-6,-1.7353201057361188e-7,5.924182428683364e-5,-2.0890885689041742e-5,3.1937736581152194e-05,1.528711529168039e-5,1.9648532830797224e-5,-1.0155351732101192e-4,3.183170858408698e-5,-2.8316966248309637e-5,-4.80778993027465e-4,9.192669642645e-5,3.1488873943758555e-5,6.088231947544459e-5,1.1755161651633847e-6,8.164916066351367e-5,-1.1434306370232485e-4,-1.527640135166291e-4,5.620001626572946e-5,-2.7884442537241724e-5,9.683697088024268e-5,-0.009865438076292959,-1.5308085725298972e-4,0.002214056369901551,-0.0026815050769311245,5.886952420529713e-5,-0.02210142053173259,-3.3062770953350235e-5,-2.038682795409186e-5,0.002471782117126329,4.543250795286847e-5
0.09872277242874507,0.0021757049575737686,0.002349855936949246,0.0028616132466467315,0.002711549608307959,0.0037397620015762606,0.003977688221146968,0.004038822180590199,0.00489103424591609,0.005319552291096648,0.006315067529486519,0.005790513685761147,0.007033963895166949,0.006611230735956918,6.329569946348032e-5,1.4646871942364404e-5,-2.9126253233115823e-07,-2.91680941658684e-6,-1.619909786226892e-4,1.1704417881471654e-5,-2.504230443319128e-4,-8.00809434488479e-6,-2.903187506595647e-4,9.37253899206033e-5,1.1980312747406373e-4,-3.595729687116968e-4,1.408726406254205e-4,-1.435161030771372e-4,3.568038775092862e-5,1.0658120468181346e-5,1.0197495622963535e-4,-7.27620048419105e-5,-1.6534284086414247e-4,6.002314035082096e-5,-4.744389410221982e-5,1.0387545243632556e-4,-0.011395829846978768,-1.8876263032241726e-4,0.0011354258316174282,-0.00255285804828416,9.949230317022952e-5,-0.025303399908483976,-5.0570381193724595e-5,-7.978368302952093e-6,0.0027460876797933674,3.243478921774885e-5
0.15791284795803373,0.0024442691736607175,0.002977480232650248,0.003411372553411041,0.0035184272447751404,0.004535034683216825,0.004553739619507998,0.004805967274236645,0.005625118637353703,0.006042736009798775,0.006864364847838122,0.005934262180988446,0.006611230735957814,0.008259273467893844,4.432638040481858e-5,8.40733716455605e-7,-2.5452598322564913e-7,1.5158103691123868e-4,9.075915628843401e-5,1.2124833063014536e-4,-2.8442335891385264e-4,-1.8291811741257563e-6,-1.0556039843282852e-4,4.4872504500479905e-5,2.955611607973843e-5,-4.302847604542553e-4,8.776732509475357e-5,4.3813339781695695e-4,3.428925666282158e-5,1.000584812587532e-5,9.634788476905926e-5,-1.0081219560174819e-4,-2.221057526049142e-4,4.2987440811221896e-5,-1.7005421406324655e-5,1.1264020571240981e-4,-0.017247477077829174,-4.113694309710455e-4,0.0024363694278005804,-0.0032572592976555423,1.1576662600545921e-4,-0.03763734788118135,-2.458764785976919e-4,-9.853641037122353e-6,0.004139721914511077,9.503872002491119e-5
0.004261248670094648,-2.0923918543613596e-4,-8.205825414475971e-5,-1.7034599674883107e-4,-8.964149689762539e-5,-4.4262705314374214e-4,-2.201620244164445e-4,-2.994933163444637e-4,2.127252697573569e-6,-7.806443019047384e-5,-1.7333074920951436e-4,2.0611766967301237e-4,6.329569946348511e-5,4.432638040482183e-5,3.8828485104428975e-4,1.9291851792579144e-5,-2.0590335665776384e-7,6.130685571230649e-7,5.8651905872902425e-5,-3.828691721188343e-5,-1.5529460391763416e-4,-1.2297676726407585e-4,2.0325936979499898e-5,-7.537438834024141e-5,-1.0208704430209005e-4,2.8504363620397312e-5,-1.1921768028752765e-4,-3.1739783870920615e-5,1.01956090196728e-5,1.1850755987628733e-5,-1.0201546363426055e-5,7.773649575660518e-6,-1.2227855282017057e-5,-5.473191666788569e-6,3.829482911371573e-6,-1.7814755482096525e-5,-2.170056125335526e-4,-4.873183891435378e-6,1.6682091614169178e-4,8.019162888831483e-5,-6.25403693139135e-6,-9.256796491144391e-4,2.744009096454155e-5,-3.6880013024937105e-6,8.828159621386625e-5,2.180729731412633e-5
4.3459530924988614e-4,6.3819034519481566e-6,-1.2301616994240727e-5,-1.094300343920975e-5,-3.700042223498804e-5,-3.582342559136513e-5,-2.621790948130201e-5,-3.523032159640145e-5,5.266868447153248e-7,-4.5601896941203635e-6,1.0183155768695316e-5,4.597282925088533e-6,1.4646871942363376e-5,8.40733716458115e-7,1.929185179257919e-5,1.141250852187635e-5,-1.0820019567055556e-7,-4.3029941130103486e-5,-4.6104451777831146e-5,-3.696534246037973e-5,-4.1957028691162976e-5,-4.515163596321253e-5,-7.044986257233535e-5,-3.507113907902071e-5,-8.838580318909384e-6,4.858709731037448e-5,-2.2406490217649926e-5,1.0458253854247034e-4,-2.68597284384726e-6,3.922908333648193e-6,-2.8621774041319336e-8,2.5201833651870365e-6,-4.1838214012178235e-6,-4.71765168612614e-6,-2.5404056220265487e-6,-1.895187100615869e-6,-7.889459734369284e-5,1.318885605332794e-5,-0.00010934013906683617,3.8504335015221276e-5,2.9732002258722085e-6,-2.927868115022108e-5,-3.164303281661493e-5,1.0733605772155095e-6,2.40541296530004e-5,-3.419590435105755e-6
4.657948364357887e-6,-8.600393152939568e-9,1.809181438034314e-7,2.4760597658048025e-7,4.2719984359803e-7,3.9825973523891005e-7,2.3472202773383837e-7,2.888284427389896e-7,6.95247147049888e-8,8.32047146773912e-8,-9.189257101332647e-8,-1.7353201057360773e-7,-2.912625323311452e-7,-2.545259832256707e-7,-2.0590335665776413e-7,-1.0820019567055805e-7,1.2043723310648233e-9,3.4555746074175954e-7,3.011915448877056e-7,2.806721506372569e-7,3.5048578051943465e-7,3.956399243129747e-7,5.756249610706686e-7,3.3716855232409734e-7,1.0185537164989876e-7,-3.663875500079314e-7,1.7142198127334658e-7,-8.168667436945833e-7,1.3469927449300462e-8,-4.460415708951741e-8,5.891982038798139e-9,-2.5776984318351094e-8,4.011426873827929e-8,3.9115046410641935e-8,2.4467412993170594e-8,9.771045960262996e-9,-1.2184977593861754e-7,-1.5386800580048727e-7,8.909061252347946e-7,-2.1670152070588712e-7,-2.4058728046311837e-8,-1.916193433551913e-6,2.6353711811309734e-7,-6.8007967401321726e-09,1.0785429062269849e-8,3.091747726120573e-8
-0.004160954743753016,-4.200767568127312e-5,1.340682804331891e-4,-1.1267213540981229e-5,1.4122348405715102e-4,6.002500217174266e-5,9.572124184872444e-5,2.3091945580982408e-4,8.560410474369145e-5,7.748462915941656e-5,-1.1453607191863948e-4,5.924182428683756e-5,-2.9168094165756834e-6,1.5158103691123318e-4,6.130685571228954e-7,-4.3029941130104225e-5,3.455574607417576e-7,6.558017626701571e-4,5.621907504916555e-4,4.0311670324844116e-4,2.8911942805433184e-4,2.834024058989001e-4,5.767355559466887e-4,2.204796587799842e-4,2.8852132152743993e-5,-2.7936272440306934e-4,1.678304580115492e-4,-7.396471100019652e-4,1.7728471695381353e-5,-1.5558906402147255e-6,-7.844770575645056e-6,-1.538473229132556e-5,1.4214709871152247e-5,1.3867287009576088e-5,2.0651758506032905e-5,-2.7083218612716598e-5,6.856594742419703e-4,5.790843634141678e-5,3.0496202751211226e-4,7.393112582723823e-5,-2.4081885225181645e-6,0.001877674522785566,1.9391233781615702e-4,-6.4678375683757345e-6,-2.353880427939221e-4,-1.8580887398672446e-5
-0.003280736150061856,-1.5080649841290843e-4,-1.6308078777316946e-5,-1.2313597155385448e-4,6.89091562945555e-5,-7.791185201378444e-5,-4.5509632864129575e-6,7.259837052482442e-5,-9.84012084212503e-5,-5.069951589896148e-5,-2.336105926438525e-4,-2.0890885689036717e-5,-1.61990978622676e-4,9.075915628843085e-5,5.865190587290221e-5,-4.610445177783139e-5,3.011915448876983e-7,5.621907504916538e-4,7.58399983335458e-4,4.225618328727365e-4,2.59484820105735e-4,2.367356454498898e-4,6.433753560141038e-4,2.1771914860749223e-4,-2.7024166066153597e-5,-3.116586499479015e-4,1.7283572126048727e-4,-0.001046041194436303,3.026889622342364e-5,-6.209444043051188e-6,-1.7089691204224603e-5,-3.280540873190846e-6,3.0303477594111355e-5,2.6443160800421742e-5,2.167622696278119e-5,-1.4384469284660248e-5,7.111669312648349e-4,9.540722121800792e-5,6.601818403718547e-4,6.565199744983453e-5,-1.0607823436899242e-5,0.0014865859709630315,2.8509597083537706e-4,-1.085530782139234e-5,-3.0285044684749224e-4,-2.1286250194049376e-5
0.013413616928222492,-5.731171711162637e-5,2.1790260828866088e-4,-7.761007891936145e-5,9.214355885992692e-5,1.883954702647123e-4,5.920663594740583e-5,1.8865696123220458e-4,2.0935590052837393e-5,3.4075543961736835e-5,-4.142377616084567e-5,3.1937736581158944e-5,1.1704417881482796e-5,1.2124833063014619e-4,-3.828691721188379e-5,-3.6965342460380206e-5,2.8067215063725756e-7,4.031167032484412e-4,4.2256183287273715e-4,6.136460250931938e-4,2.2640432262078556e-4,1.2502931466108739e-4,3.5342269389295714e-4,1.8112497735935134e-4,-7.01749414689597e-5,-1.8263475819996032e-4,1.1982968186271593e-4,-9.334618027613424e-4,2.4773595219140077e-5,-7.624644893750749e-6,-1.1813085556530131e-5,-1.683714652116663e-5,1.7342842289214044e-5,2.462005423515255e-5,1.0798391372594439e-5,-2.788936947164056e-5,-7.271290592961118e-4,1.2396991995806475e-5,4.908296396894539e-4,9.926308150771365e-5,-5.820367661341166e-7,-0.002362821785069512,2.515733193104668e-4,-8.789577718262272e-6,1.1807435999770291e-4,6.513308597990948e-6
-0.020963909466053712,-4.139238664133717e-6,-3.355379566227047e-5,-2.3775458570865144e-5,3.872944175174138e-5,2.2933271961943303e-4,1.1378100174388631e-4,2.3965873198886618e-4,-1.577213365256391e-5,-6.778372438069281e-6,-1.9829978030052223e-4,1.528711529168244e-5,-2.5042304433190793e-4,-2.844233589138513e-4,-1.5529460391763424e-4,-4.195702869116299e-5,3.5048578051943586e-7,2.8911942805433217e-4,2.5948482010573515e-4,2.2640432262078527e-4,5.532030431591895e-4,2.1456971573591822e-4,3.877783992315288e-4,1.0165381725887178e-4,2.293758862471692e-5,-1.40185238216761e-4,1.665948290834783e-4,-4.003336166365855e-4,1.4323458982243308e-5,2.7325399869684137e-6,-4.4211443656864285e-6,-3.337365030777786e-5,1.3624986053201056e-5,1.401284854985807e-5,1.7031607194882366e-5,1.9020822224494464e-5,0.0021698656446444745,5.2985593812142675e-5,4.42411046934255e-4,-1.312233899468504e-4,-2.1702449086613247e-5,0.00589822244566301,1.0389395267278978e-4,-5.141255995458883e-6,-6.456202216367662e-4,-1.969054542038443e-5
-0.004317035165952916,6.316084574402681e-5,7.581351741472874e-5,1.6062539505891583e-4,1.9994757133717702e-4,1.9179923597913604e-4,2.229070177088357e-4,2.4544630245635805e-4,-2.4119822035814566e-6,8.641373111405031e-5,-9.74220886322114e-6,1.964853283079553e-5,-8.008094344888529e-6,-1.829181174126136e-6,-1.2297676726407588e-4,-4.515163596321237e-5,3.956399243129737e-7,2.8340240589889976e-4,2.367356454498891e-4,1.2502931466108744e-4,2.1456971573591773e-4,6.183888075409146e-4,3.705686400851247e-4,2.2601819409672839e-4,-2.178980369555703e-5,-3.608182604907007e-4,8.396998047759356e-5,-8.441395270219621e-4,2.4220862808409268e-5,-2.3008193330298186e-5,1.2883713444365843e-5,-3.405080920231894e-5,4.09713702810178e-5,-1.7408598690783388e-5,2.794844035355527e-5,5.26391994061369e-6,9.200451740977354e-4,-2.0316138525766338e-4,2.097441910712604e-4,-7.103654360143832e-6,-1.5152668803757496e-5,6.605939708659943e-4,2.4352646057874725e-4,-8.505709898524893e-6,-2.1333026043841578e-4,5.6800102930020706e-5
-0.011980325216128147,-3.737712194120672e-4,-3.201301332554033e-4,-3.230129368452581e-4,-4.089847009472205e-5,-2.8582358856582996e-4,-1.212283787317841e-4,-1.0267195595474572e-4,-2.266844494623232e-4,-1.3052526177990604e-4,-3.315318483155782e-4,-1.0155351732101313e-4,-2.9031875065956627e-4,-1.0556039843282928e-4,2.0325936979499982e-5,-7.04498625723355e-5,5.756249610706701e-7,5.767355559466884e-4,6.433753560141045e-4,3.534226938929574e-4,3.877783992315284e-4,3.7056864008512433e-4,0.001034353080530421,3.2234642315737697e-4,2.9319654504523643e-5,-4.785684978891212e-4,2.3318505860660686e-4,-0.001059062369007125,2.5722878078055262e-5,-1.5734847879535488e-5,-3.329576390106793e-6,-2.5997555154203517e-5,2.3253316758515155e-5,1.811761801067543e-5,3.116160637253739e-5,-1.642708391321532e-5,0.0022754758387612093,1.7002926843825026e-4,9.370776449087705e-4,-4.916026130792504e-4,-3.6563054785706674e-5,0.0031754041017221417,2.881059612412997e-4,-1.0183740902778359e-5,-5.640500623337949e-4,-4.8876191022817475e-5
0.0041025309015947945,-1.2309680875283782e-5,2.3418518566430636e-5,1.7485025851216767e-4,3.01138990219021e-4,2.2725347284276967e-4,1.1825791186273018e-4,2.2352024511232136e-4,9.33015448525025e-5,8.542193740773231e-5,1.189756919106303e-4,3.183170858408656e-5,9.372538992060352e-5,4.4872504500481945e-5,-7.537438834024138e-5,-3.507113907902071e-5,3.371685523240975e-7,2.2047965877998435e-4,2.177191486074924e-4,1.811249773593515e-4,1.0165381725887162e-4,2.2601819409672863e-4,3.22346423157377e-4,2.857460049918676e-4,1.1173674834448635e-5,-2.12852004395033e-4,1.312669673522868e-4,-5.493360052691484e-4,6.6678406294381725e-6,-5.900617549038731e-6,-4.035617561537098e-6,-1.8497812287342382e-5,1.6510460916122512e-5,1.4885249657926169e-5,1.3108745427816742e-6,1.3307044682715146e-7,1.1335573391590875e-4,-2.7793925403047394e-5,3.790474760620394e-4,-1.8718478810200495e-4,-9.495242866703517e-6,-0.0010879777346328215,1.5116186116404909e-4,-2.4792817316995828e-6,-3.686802464877834e-5,4.015300209271675e-7
0.005059793166322152,4.6095026646987044e-5,-1.370535940170612e-4,-4.090536060878516e-5,1.4423981830192253e-4,-5.939595180759843e-5,1.0107577468789942e-4,1.6340985081835113e-5,-9.050346191573802e-5,-2.9982708451545744e-6,1.4608260735848766e-4,-2.8316966248309413e-5,1.198031274740654e-4,2.9556116079738998e-5,-1.0208704430209005e-4,-8.838580318909252e-6,1.0185537164989876e-7,2.8852132152743993e-5,-2.7024166066154108e-5,-7.017494146895966e-5,2.2937588624716966e-5,-2.178980369555702e-5,2.9319654504523754e-5,1.117367483444863e-5,4.133734686026628e-4,9.990592966456125e-5,1.0370443439492553e-4,-2.0272374317470644e-5,-8.473434315556707e-6,-1.0839301730821019e-5,1.7725289847617452e-5,2.5506743382450736e-5,-5.413492861298079e-6,2.9523027821489414e-5,-2.1834810865692477e-5,1.40274629029174e-5,-0.0010136755599660014,7.4858380119249755e-6,5.479630079002702e-5,2.746516667525787e-5,4.225058632284842e-7,-0.002776251008901868,1.3759865707248858e-5,3.640479711910194e-6,2.771810468641461e-4,-7.687347792291477e-6
