(Intercept),year2010,year2011,year2012,year2013,year2014,year2015,year2016,year2017,year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,security_obj1,social_support1,education1,occupation1,personal_income,relative_income,country_average_food,country_average_housing,country_average_health,country_average_security_obj,country_average_social_support,country_average_education,country_average_occupation,gdp,growth,government_effectiveness,democracy,social_protection,importance_rich,personal_income:importance_rich,importance_rich:relative_income,importance_rich:gdp,importance_rich:growth
18.422759434859767,0.024090713775628735,0.03870458515595074,0.06673084515582028,0.05601085107687153,0.044131528047267936,0.058231281177618895,0.0713714944468603,0.10718871130856945,0.12382229136119287,0.15856117880225057,0.08722087066883306,0.0987227724289794,0.1579128479581201,0.004261248670094088,4.3459530925006037e-4,4.65794836435483e-6,-0.004160954743754131,-0.0032807361500632906,0.013413616928220691,-0.0209639094660538,-0.004317035165952923,-0.011980325216127715,0.004102530901594939,0.005059793166321693,0.01562841340028309,0.0015279347977291264,0.09911076454653311,-0.0021401312734585297,0.0016379988355680686,0.0021071075107751583,-0.00468791512565075,-0.01251686947666709,0.001435317319895389,-7.487294273029778e-4,-4.318762192229796e-4,-1.877743998299214,-0.015324386983936419,0.12538516246024836,0.01669005499549633,0.0052371286315111825,-4.46677289826586,-0.031811818714278725,5.514704689149896e-4,0.48331450011215904,0.0044987243780144695
0.024090713775620422,0.002713501753643897,0.00220501839339512,0.002111158837048366,0.0022282919007683994,0.0028719324637169912,0.0020763107968927077,0.0024423291232485572,0.0022071788953920155,0.0025078972336595048,0.002907428909432657,0.0017584450213539824,0.002175704957573864,0.0024442691736606737,-2.0923918543613634e-4,6.381903451948012e-6,-8.600393152937227e-9,-4.2007675681271845e-5,-1.5080649841290746e-4,-5.731171711162582e-5,-4.139238664133822e-6,6.316084574402643e-5,-3.737712194120677e-4,-1.230968087528356e-5,4.609502664698692e-5,-2.6263633955741875e-5,-5.514131985183265e-5,7.351598706385587e-4,-3.213471699045402e-5,-5.269465570236014e-5,6.576815594896723e-5,-1.5440803186599418e-5,-4.703517697802723e-5,-1.4693174589190906e-5,-2.425250777684639e-5,1.224642120375463e-4,-0.004223246156650831,-3.5875107566512855e-4,-7.43722747094482e-4,-3.3276740038561917e-4,6.307649798068497e-5,-0.008768775850849203,-2.0915080706421983e-4,1.0302904110246122e-5,0.001120341318754917,8.749469186955314e-5
0.03870458515593567,0.0022050183933951116,0.003768524938205949,0.0025030789446884812,0.0027648279578156047,0.0033999413624732234,0.002742142651290745,0.003025870763038994,0.0028830456060117042,0.003075991368887643,0.0030872142685040905,0.002186958179042421,0.002349855936949399,0.002977480232650188,-8.205825414476007e-5,-1.2301616994240571e-5,1.8091814380343047e-7,1.3406828043318822e-4,-1.6308078777318203e-5,2.1790260828866034e-4,-3.3553795662270535e-5,7.581351741472824e-5,-3.201301332554033e-4,2.3418518566431083e-5,-1.370535940170616e-4,-2.287762840228701e-4,-1.9781776242395284e-4,4.105871117917912e-4,-3.2762139972175705e-6,-6.10468283340266e-5,2.7405709039183973e-5,-2.0782583253172896e-5,-6.956984420067025e-5,1.1774425693355245e-5,-4.093877422537555e-6,9.56793453586433e-5,-0.005062622196718559,-5.185439876154485e-4,1.9284411473898035e-4,-0.00137157174560695,8.289054218137316e-5,-0.010639114067675409,-1.386509696938179e-4,-2.742348955976893e-7,0.0012586502131006394,1.3570299062053783e-4
0.06673084515583781,0.002111158837048387,0.002503078944688517,0.0037530748495466725,0.0034668953366032472,0.003966774091216958,0.0031535399117822572,0.003140872474272372,0.0032889283201646274,0.003087408059246766,0.0033328977244872268,0.002645993134329412,0.0028616132466471413,0.0034113725534112168,-1.7034599674883193e-4,-1.0943003439208975e-5,2.47605976580473e-7,-1.1267213540986081e-5,-1.2313597155385876e-4,-7.761007891936481e-5,-2.3775458570865374e-5,1.6062539505891536e-4,-3.2301293684525764e-4,1.748502585121679e-4,-4.09053606087857e-5,-8.813461557999627e-5,8.23674661442043e-5,5.728548727918806e-4,-1.590320740617404e-5,-4.9057686210557555e-5,5.0095697594449566e-5,-3.829390157634363e-5,-4.2753992117194587e-5,4.697063896120532e-5,-2.1170305463030713e-5,1.403758541880335e-4,-0.008876793203049495,-2.815897697765642e-4,6.060891158999767e-4,-0.0012142038465310296,6.877783667313565e-5,-0.01782218804772112,-1.5559077586573819e-4,3.75746680325844e-6,0.0019716395499316617,2.019087223317846e-5
0.0560108510769112,0.0022282919007684393,0.0027648279578156697,0.003466895336603278,0.0052721029235690215,0.004440208874052092,0.0036335617241894515,0.0036617897865720873,0.0036894670305222805,0.0034661273315844785,0.0035230618483629342,0.0031814487169710146,0.002711549608308609,0.0035184272447755013,-8.964149689762556e-5,-3.700042223498916e-5,4.271998435980396e-7,1.4122348405715365e-4,6.890915629455908e-5,9.214355885992831e-5,3.872944175173969e-5,1.999475713371771e-4,-4.08984700947202e-5,3.0113899021902153e-4,1.4423981830192196e-4,-3.1535033397470834e-4,9.221565069554089e-5,9.539455633112728e-4,-3.118426630639373e-5,-7.70863704191866e-5,5.731080423940001e-5,-4.361072014034068e-7,-2.7992987649100455e-5,6.627483253006723e-5,-5.4714776856744676e-5,1.631813861419579e-4,-0.008040268031820076,-3.679616218286329e-4,0.0012087739366959574,-0.0020261033795727855,5.6096573379059143e-5,-0.017972768156795153,-2.456568282442127e-4,7.521215876811546e-6,0.0019304075572454417,8.075973852799722e-5
0.044131528047255876,0.002871932463717001,0.003399941362473248,0.003966774091216917,0.004440208874052002,0.006031381333341469,0.00465407266664246,0.004721293928646922,0.004302680215310973,0.004230746133216223,0.0045166311196463615,0.003769702128946158,0.0037397620015767164,0.00453503468321691,-4.42627053143742e-4,-3.5823425591363806e-5,3.982597352388943e-7,6.002500217173866e-5,-7.791185201379038e-5,1.8839547026471294e-4,2.2933271961943322e-4,1.917992359791351e-4,-2.8582358856583045e-4,2.2725347284276975e-4,-5.93959518075986e-5,-3.357467255686207e-4,1.5489374872317962e-4,4.5758826143765975e-4,-1.8991517059393075e-5,-8.243608114540652e-5,7.164687810565771e-5,-6.0087192868599776e-5,-2.5510152998133214e-5,8.236207408739686e-5,-4.058136444434289e-5,1.948089819274244e-4,-0.007305195327686297,-3.705560652136146e-4,0.0011723876182942305,-0.001961969687029061,9.19045529782708e-5,-0.01318338183059849,-9.400088523765954e-5,3.7956781283870756e-6,0.0014662129694147162,5.931340570258107e-5
0.058231281177593006,0.002076310796892731,0.002742142651290783,0.003153539911782202,0.003633561724189326,0.004654072666642437,0.0050400046191947994,0.004313815689974931,0.004133102553407993,0.004322186759698536,0.004544255406223192,0.003978732758538951,0.003977688221147441,0.00455373961950803,-2.2016202441644528e-4,-2.621790948130235e-5,2.3472202773384194e-7,9.572124184872318e-5,-4.550963286414536e-6,5.9206635947403355e-5,1.1378100174388379e-4,2.2290701770883418e-4,-1.2122837873178363e-4,1.1825791186273081e-4,1.0107577468789953e-4,-3.79660450738972e-4,1.6654170682733175e-4,-5.0500076603274086e-5,1.1225888220663244e-5,-3.7831158077563996e-5,5.714412865204848e-5,-5.319667035285687e-5,-7.539620414764982e-5,4.3387639910301116e-5,-2.362165697121519e-5,1.7967433693776854e-4,-0.007753833742072871,-7.254336962495479e-4,0.0017133551223159052,-0.002595083108136878,8.29455575304803e-5,-0.016739125785400738,1.3775421782736166e-5,-5.200043721986564e-6,0.001718131635691198,1.9712331504815543e-4
0.07137149444685163,0.0024423291232485555,0.003025870763038993,0.0031408724742722715,0.0036617897865719043,0.004721293928646889,0.004313815689974941,0.004910098782098738,0.0045299438177609464,0.004771815813611411,0.004926047900226137,0.0038693167459618923,0.004038822180590802,0.0048059672742367995,-2.9949331634446344e-4,-3.523032159640157e-5,2.8882844273898806e-7,2.309194558098246e-4,7.259837052482314e-5,1.8865696123220694e-4,2.3965873198886735e-4,2.454463024563586e-4,-1.0267195595474519e-4,2.2352024511232226e-4,1.6340985081834805e-5,-3.450617628328251e-4,1.372469162464014e-4,5.252184030706665e-4,-8.847290967374967e-6,-1.240669878826328e-5,5.2140360972058565e-5,-8.478478872802592e-5,-8.46199697972911e-5,4.2318067929614066e-5,-2.8704970593670192e-5,1.42489771281315e-4,-0.00898945902388337,-7.138853889515494e-4,0.0012551216142452787,-0.0019783553069533198,8.262729536079505e-5,-0.018295592705481596,-2.057647425939509e-4,2.2064531452812867e-6,0.0020650376688599857,1.7870517735753914e-4
0.10718871130849934,0.002207178895391978,0.0028830456060116474,0.0032889283201644505,0.003689467030521989,0.004302680215310831,0.00413310255340788,0.004529943817760775,0.005657691333327238,0.005524074143230728,0.005732086228614037,0.0047775946626206975,0.004891034245916466,0.005625118637353547,2.1272526975723725e-6,5.266868447150077e-7,6.952471470499123e-8,8.56041047436911e-5,-9.840120842124975e-5,2.0935590052837132e-5,-1.5772133652564684e-5,-2.4119822035821927e-6,-2.266844494623232e-4,9.330154485250176e-5,-9.050346191573905e-5,-1.7851316664520574e-4,-2.9134712512387645e-5,9.91072757832997e-4,-2.376324977867319e-6,9.640287260587497e-6,6.147762673829778e-5,-9.902116109347162e-5,-1.1887895244932073e-4,2.988659155801921e-5,-1.7213646199361245e-5,7.621986463653098e-5,-0.012330938768714444,-5.345755662083576e-4,0.0012646385362305795,-0.0023885817325960805,8.788589044708541e-5,-0.02550875092760834,-3.7402373998058665e-4,1.3530230418506804e-7,0.002964249688654102,1.1611918998917896e-4
0.12382229136100616,0.0025078972336594,0.0030759913688874724,0.003087408059246412,0.003466127331583934,0.0042307461332158226,0.004322186759698121,0.0047718158136108866,0.005524074143230343,0.006280182594058707,0.006462454981329473,0.0050790730302445715,0.005319552291096475,0.006042736009797956,-7.806443019047493e-5,-4.560189694121194e-6,8.320471467739543e-8,7.748462915942038e-5,-5.069951589895889e-5,3.4075543961743956e-5,-6.778372438068731e-6,8.641373111404649e-5,-1.3052526177990663e-4,8.542193740773425e-5,-2.9982708451542288e-6,-2.787795705193882e-4,3.625741175128384e-5,9.33176940092498e-4,-3.2382070241458123e-7,6.951044008909162e-6,8.453095608875989e-5,-1.3246102303157608e-4,-1.5189907736280157e-4,1.108945152341892e-5,-8.58244148606408e-6,7.669135458431702e-5,-0.013586215697613353,-5.277667289497191e-4,0.0013196759876952225,-0.0023430046216341943,8.909356231443262e-5,-0.029442635564123316,-4.2302916734404e-4,8.565236045935193e-7,0.003423274319539156,1.068019594217156e-4
