(Intercept),year2018,year2019,year2020,year2021,year2022,gendermale,age,age_squared,relationship_statuspartnered,relationship_statusseparated,relationship_statuswidowed,food1,housing1,health1,security_obj1,social_support1,education1,occupation1,personal_income,relative_income,rating_economic_conditions,country_average_food,country_average_housing,country_average_health,country_average_security_obj,country_average_social_support,country_average_education,country_average_occupation,gdp,growth,government_effectiveness,democracy,social_protection
-0.0015658256081909478,-4.17980624585047e-5,-2.2664466538970845e-5,-1.807556262462641e-5,7.537881152178929e-6,4.5669723265047096e-5,-3.72568149405616e-6,-1.385784661635608e-6,1.0336566701659881e-8,1.8958272099413538e-5,2.3710813745414156e-5,2.1432450061449792e-5,-2.8971141076195963e-6,7.534591840594327e-7,2.9002524044332947e-5,8.708186262874508e-6,3.343535501532565e-5,-2.183507032919212e-6,1.8159935181949387e-5,1.8352354921076276e-5,2.87218991184412e-8,2.0177743620541677e-6,-2.2398140527542188e-6,-3.946579872704297e-7,3.5444206220240464e-5,1.583536946357634e-6,-4.438164459860555e-7,-3.051726449614381e-6,4.854218222657625e-6,-1.9497909539652024e-4,2.062288803332956e-5,7.0017905168318e-5,-1.0796469151301883e-4,6.325583786461671e-6
-2.7947294590664317e-4,-3.862995819261608e-6,-6.147918496448899e-6,-3.3714755245797436e-5,-2.8315241899120976e-5,-2.731189416401017e-5,1.1885385316764336e-6,-1.4912219050017908e-6,1.0959573689661276e-8,7.4192470677630265e-06,1.2572512723069787e-5,1.1269142632354952e-5,-1.0547747667000571e-5,7.598719868088341e-6,-4.919555730192511e-6,-2.2137307261837404e-6,-4.929278500680153e-6,-8.452861483797527e-6,-1.2403844300648536e-5,-9.203019841977878e-6,-2.7825165689907845e-8,1.744324772183791e-6,-3.029587099691482e-6,6.258700709092887e-7,1.583536946357556e-6,1.34220248972056e-5,-1.4846742998065172e-6,2.3239043233636037e-7,-3.3575210389950206e-7,-5.796142220270825e-5,-9.28095446764304e-6,-2.321889280539911e-5,7.384360488922213e-7,1.508376187927283e-6
-5.548814620992496e-4,-9.567447634891785e-6,-2.1651263309260893e-5,2.450566239425482e-5,4.2690036285785154e-5,1.549261410949652e-5,-4.548779901395117e-6,-1.1495438627061028e-6,1.0493517192611455e-8,-7.564315939734547e-7,3.293920819098234e-6,6.792787859500155e-6,2.2172435457698687e-6,4.010545672679108e-6,6.560772152691219e-6,1.7639603006302158e-6,1.6572089945689863e-5,2.1474068846311136e-6,5.104416455821398e-6,9.48910968220066e-7,2.117752768960716e-7,5.005071896984768e-6,-2.2263843681285501e-7,-1.8098607101451057e-6,-4.438164459860381e-7,-1.4846742998065155e-6,1.649071935731234e-5,-1.138157332883507e-6,3.5830274115158844e-6,-7.223436478468983e-5,1.720918735338256e-5,1.594671980706564e-4,-6.325946793955668e-5,-2.7914804219315612e-6
6.710708961532595e-4,5.571885913682654e-6,2.8329396403424396e-6,1.6298914849713442e-6,-8.274498953967477e-7,6.893238888788268e-6,4.489807255979996e-6,-1.0759750584554488e-7,2.2592942231876387e-9,2.465650108186425e-6,9.556261563487385e-7,-1.4068978004083092e-6,3.7031728276850834e-6,4.56350525681711e-6,-4.0370162396665174e-7,-3.622693494446304e-6,-9.271564968513648e-6,-5.129679803088827e-6,-8.220240278352747e-6,1.0255023116408913e-8,-1.3710311189091898e-7,-6.610461298342477e-7,1.039118819814418e-7,-5.481549850115956e-7,-3.051726449614389e-6,2.3239043233636974e-7,-1.1381573328835504e-6,3.5947921479708974e-6,-1.5089968588502052e-6,-4.0512368360956187e-5,6.792951346090312e-7,2.2585352652001105e-5,5.205314200311196e-6,-6.321203342295341e-7
-0.0026094738659122223,1.1338607286155496e-5,1.3457157999569547e-5,7.909338161564427e-5,4.846440131521307e-5,2.3507434926103636e-5,-1.425652899704071e-5,-3.0225754021618295e-6,2.789438128022882e-8,1.3730753533073586e-5,1.916658365525562e-5,9.365275664565528e-6,1.3361714554303142e-5,3.6943486674225586e-5,2.2427636850101236e-5,-3.914729265156051e-6,5.5136602130272844e-6,-1.622655729951533e-5,2.4591918776853557e-5,-4.2305117100212604e-6,-1.5250390089538922e-7,8.54265518209605e-6,1.2625268587342798e-7,-1.0693579928761727e-6,4.85421822265716e-6,-3.357521038993885e-7,3.583027411516102e-6,-1.508996858850029e-6,3.2334295494047484e-5,-9.243103079502962e-5,1.3386275443723548e-5,1.1058055078328107e-4,-4.83183384715959e-5,-2.1217367730976032e-7
-0.04962303223707692,3.8942253748741005e-4,5.018606039201356e-5,-3.7833801295702465e-4,-6.987623254712528e-4,-0.0015109041726383947,9.273677271534088e-7,6.308491169307856e-5,-6.239515886214517e-7,-2.1939396060347718e-4,-4.3123779687612786e-4,-4.0327772205833425e-4,-2.3218147403251043e-4,-1.1701965376057868e-4,-2.8756563242940354e-6,7.738303049495185e-5,-2.696400744956993e-4,1.4318286391023471e-5,-1.6607963428650095e-4,-2.141451574590555e-4,5.682217663258777e-6,-1.9420043850194448e-5,-1.4382563858036766e-4,9.37002163451786e-5,-1.9497909539653346e-4,-5.7961422202702734e-5,-7.223436478469183e-5,-4.051236836095828e-5,-9.243103079499101e-5,0.010340588346616617,-5.16345868045523e-4,-0.00505283081658591,0.0026589652428494056,-1.4183729691586163e-4
0.0010622144413360076,-3.2940466296131834e-5,1.6096051879130352e-5,2.765286797737928e-4,2.50205083678153e-4,2.678636628822529e-4,7.5076683339983015e-6,-5.374848635952391e-6,3.79166143502839e-8,7.944555546129518e-6,1.798669794135068e-5,2.8510374543424e-7,2.9053073986499928e-5,5.720649827710816e-6,3.7188849063306535e-6,-1.4941517032834625e-5,3.2802607557866744e-5,-3.14262013795594e-5,2.433093909712944e-5,2.9336466923333868e-5,-1.3812228887643914e-7,2.0483552614643546e-5,7.590882433244312e-6,-1.0068061987667069e-5,2.0622888033329607e-5,-9.280954467643086e-6,1.720918735338256e-5,6.792951346089989e-7,1.338627544372301e-5,-5.16345868045516e-4,1.3524731179020218e-4,5.389372093641762e-4,-2.2524210823555947e-4,6.003476921363042e-7
0.019719961433574778,-2.6475735238229556e-4,-3.000314159043542e-5,0.0017173927653404016,0.0012802192198245895,0.0012991894304541815,3.113821623554951e-5,-4.914632910176313e-5,3.863048303647063e-7,2.3181615364215619e-4,2.7172399190038656e-4,2.2061901137697724e-4,2.027949296366763e-4,2.4979319273801326e-4,2.5393546501745987e-4,-3.260474427637254e-5,1.3831224508208679e-4,-4.6502069274209444e-4,8.320519942908853e-5,8.137429936074225e-5,-2.655478845898819e-6,-1.9510422053253818e-5,3.0383184342674077e-5,-3.1313705155882e-5,7.001790516832065e-5,-2.3218892805396928e-5,1.594671980706555e-4,2.258535265200064e-5,1.1058055078327222e-4,-0.005052830816585568,5.389372093641756e-4,0.008138162246137674,-0.0028949099905001175,-3.1673819280717026e-5
-9.529171899057333e-4,1.6410728958103274e-4,1.1554082330673659e-5,-6.538769953897993e-4,-5.928653535919265e-4,-6.628044314163996e-4,4.579082002339059e-5,4.880139444662255e-6,-9.367413936879613e-8,7.875131875517534e-5,7.061173618010374e-5,9.874798355208333e-5,1.1816008919068464e-4,-1.1863132992023747e-4,5.448123048382382e-6,1.026999115648112e-4,-3.081770132467368e-4,3.115666361913795e-6,-1.1096300045836703e-4,-8.832094179399969e-5,-1.9061962298479455e-6,3.587797150232251e-5,1.3513083215530166e-5,-3.209310674685004e-5,-1.0796469151301953e-4,7.384360488919716e-7,-6.325946793955632e-5,5.205314200311037e-6,-4.8318338471595756e-5,0.002658965242849357,-2.2524210823555912e-4,-0.0028949099905001352,0.003625799677799977,-6.725459740209758e-5
5.645779403450382e-4,-3.517403274889493e-6,6.278376819409e-6,-1.3921072675370034e-5,-8.220429741700371e-6,3.112660610292789e-6,-3.4280424412047733e-6,-5.510154847981911e-7,9.680245453296617e-9,-1.2089499428098807e-6,2.5689145673516962e-6,1.1816020916734818e-8,-1.1276098817471713e-6,-1.728690703474718e-6,-1.3294947001674893e-6,-4.2117867338797727e-7,1.507931565147998e-5,1.3458668291380235e-5,2.6398139363562395e-6,6.3597360607499395e-6,-1.0381891154305438e-8,-4.708051184599497e-6,-9.80108311010618e-7,5.66796102357249e-7,6.325583786461579e-6,1.5083761879273596e-6,-2.7914804219315633e-6,-6.321203342294471e-7,-2.1217367730998174e-7,-1.4183729691585837e-4,6.003476921363426e-7,-3.16738192807113e-5,-6.725459740209768e-5,8.370898301685276e-6
